id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
64,tomato,uncommon,29,29,1,0,5.0170223097112861,3822.971,740,762,23,250.000000000000000000,0,73808,73808,35,7.63532082558832,7.63532082558832,0.010318001115659892,72,,,,
65,volleyball,common,29,29,1,0,3.0918775000000000,6183.755,2000,2000,4,200.000000000000000000,0,1175732,1175732,263,465.08468043782557,465.08468043782557,0.2325423402189128,25,,,,
66,racoon,uncommon,29,29,1,0,6.3546158770806658,4962.955,735,781,15,400,0,82591,82591,31,13.385029894012689,13.385029894012689,0.018210925025867603,62,,,,
67,peach,rare,29,29,1,0,10.1822800000000000,1018.228,100,100,25,3739.800000000000000000,0,130882,130882,55,100.56994250115832,100.56994250115832,1.0056994250115832,46,,,,
68,watermelon,uncommon,29,29,1,0,4.1589533333333333,2495.372,600,600,15,548,0,753001,753344,315,248.68668984163125,248.68668984163125,0.41447781640271875,34,,,,
69,citrus,epic,29,24,1,0,15.7171200000000000,785.856,50,50,28,9000,0,2866600,1510268,603,542.8009986838696,542.8009986838696,10.856019973677391,21,,,,
70,potion,epic,29,29,1,0,13.9088800000000000,695.444,50,50,22,10450,1,2854470,1468349,379,903.169591362481,903.169591362481,18.06339182724962,12,,,,
71,crlogo,legendary,29,24,1,0,34.6837000000000000,346.837,10,10,8,72464.800000000000000000,2,5862344,5292647,995,1819.7094618767849,1819.7094618767849,181.9709461876785,7,700.000000000000000000,,,
72,yinyang,uncommon,29,29,1,0,5.4592895104895105,3903.392,687,715,23,400,0,131465,77268,44,20.071981105737677,20.071981105737677,0.029216857504712777,60,,,,
73,waffle2,legendary,29,29,1,0,17.4563888888888889,314.215,18,18,9,45000,0,334898,334898,119,190.42123014927455,190.42123014927455,10.578957230515252,36,,,,
74,snowman,epic,29,29,1,0,12.4787200000000000,623.936,50,50,19,6877,0,92092,92092,45,11.422243861311925,11.422243861311925,0.2284448772262385,64,,,,
75,crosshair,common,29,29,1,0,3.5527640000000000,7105.528,2000,2000,19,1120.000000000000000000,3,11541093,10104835,2294,4087.747581979248,4587.747581979248,2.293873790989624,3,,,,500
76,xmasball2,common,29,21,1,0,3.4589124570219519,13078.148,3561,3980,16,55,0,276528,276528,203,121.35374864825008,121.35374864825008,0.0340785590138304,44,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.4953200000000000,1149.532,100,100,32,7044,0,1509569,1509569,146,507.42326524739934,507.42326524739934,5.074232652473993,24,,,,
78,vase,common,29,29,1,0,2.5032335000000000,5006.467,1999,2000,19,169,0,1217874,922969,382,283.61663715732897,283.61663715732897,0.14187925820776837,30,,,,
79,ufo,uncommon,29,29,1,0,5.9096416666666667,3545.785,600,600,23,1200,0,1071664,1000576,189,105.7633484273214,105.7633484273214,0.176272247378869,45,,,,
80,wheeee,rare,29,29,1,0,8.8974800000000000,1334.622,150,150,30,4000,1,6755643,4005635,912,2231.2638033850535,2231.2638033850535,14.875092022567024,4,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5555600000000000,877.778,50,50,32,18400.000000000000000000,0,367030,367030,119,224.76269078567265,224.76269078567265,4.495253815713453,35,,,,
83,ape,epic,29,29,1,0,16.9406400000000000,847.032,50,50,18,19500,1,2888835,1726037,255,566.5152066991693,566.5152066991693,11.330304133983386,20,,,,
84,ghost,epic,29,24,1,0,22.9317800000000000,1146.589,50,50,15,48000,5,11129499,9281177,2179,4716.86222541006,5716.86222541006,114.3372445082012,2,1500.000000000000000000,167.33333333333334,,1000
85,diver,rare,29,21,1,0,8.2263066666666667,1233.946,150,150,20,5650.000000000000000000,1,3721373,3721373,882,1706.5693910872665,1706.5693910872665,11.37712927391511,8,,,,
86,cobra,legendary,29,29,1,0,34.2433000000000000,342.433,10,10,6,72500,1,2058127,2033099,476,883.149196117118,883.149196117118,88.3149196117118,13,,,,
87,clock,common,29,29,1,0,2.4641340000000000,4928.268,2000,2000,20,248.000000000000000000,0,141941,88272,37,30.68278197143472,30.68278197143472,0.01534139098571736,54,,,,
88,ladybug,rare,29,29,1,0,9.6261333333333333,1443.920,150,150,32,3840,0,53248,53248,20,7.876946093549563,7.876946093549563,0.05251297395699708,71,,,,
89,dragon,epic,29,21,1,100.000000000000000000,16.4725000000000000,823.625,50,50,10,12500,0,1137962,1137962,205,404.1592449262304,404.1592449262304,8.083184898524607,27,,,,
90,virus,common,29,21,1,0,2.5511415000000000,5102.283,2000,2000,16,150.000000000000000000,0,202695,202659,111,36.56613695988466,36.56613695988466,0.01828306847994233,52,,,,
91,cougar,rare,29,29,1,0,9.5954666666666667,1439.320,150,150,5,3350.000000000000000000,0,1260558,1238765,332,392.4468562367099,392.4468562367099,2.6163123749113995,28,,,,
92,botroyale,legendary,29,29,1,0,23.5368000000000000,235.368,10,10,29,47240.000000000000000000,0,1360262,835542,298,248.9773564129669,248.9773564129669,24.89773564129669,33,,,,
93,mummy,epic,29,29,1,0,15.1680800000000000,758.404,50,50,13,9523,0,1529157,944600,263,423.1405768732253,423.1405768732253,8.462811537464507,26,,,,
94,frankie,rare,29,24,1,0,7.2361866666666667,1085.428,150,150,33,2970.000000000000000000,1,2470421,1509038,512,636.9306699990478,636.9306699990478,4.246204466660319,19,,,,
95,earth,uncommon,29,29,1,0,3.0494800000000000,1829.688,600,600,23,1100,0,296791,296791,163,29.586917734529678,29.586917734529678,0.049311529557549465,55,,,,
131,bat,epic,29,29,1,0,10.5628000000000000,528.140,50,50,7,11560.000000000000000000,0,780153,708268,217,261.6307315642079,261.6307315642079,5.232614631284158,32,,,,
