id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,ZonePrize,RankPrize,bets,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,30.7733000000000000,307.733,10,10,8,56400.000000000000000000,0,174931,25,29.02344703827014,29.02344703827014,2.9023447038270143,64,,,,
4,8ball,common,29,29,1,0,4.1975167691447736,15018.715,3309,3578,4,110,0,364020,300,151.13168416991985,151.13168416991985,0.04567291754908427,47,,,,
7,alien,common,29,29,1,0,4.7007395000000000,9401.479,2000,2000,22,195.000000000000000000,0,223791,125,32.74817253869124,32.74817253869124,0.01637408626934562,59,,,,
8,angel,epic,29,29,1,0,15.2473000000000000,762.365,50,50,14,10500,0,1427111,263,474.54279772111977,474.54279772111977,9.490855954422395,24,,,,
9,banana,rare,29,29,1,0,7.9376800000000000,1190.652,150,150,6,2000,0,135996,46,123.2571981361957,123.2571981361957,0.8217146542413046,49,,,,
11,basketball,common,29,29,1,0,3.2720360033491488,11723.705,3385,4241,22,84,0,250749,229,32.4071226545618,32.4071226545618,0.009573743767965083,61,,,,
12,beachball,common,29,29,1,0,3.6037750785938840,12609.609,3265,3499,33,97.200000000000000000,0,610131,200,144.43561028677874,144.43561028677874,0.044237552920912325,48,,,,
13,bomb,uncommon,29,29,1,0,5.2329916666666667,3139.795,600,600,33,1450,3,3871376,896,2513.5712052589697,2513.5712052589697,4.189285342098283,6,,,,
14,shades,epic,29,29,1,0,14.9672400000000000,748.362,50,50,30,11111,0,736309,150,209.06797236313727,209.06797236313727,4.1813594472627456,42,,,,
15,bowling,common,29,24,1,0,2.9511390000000000,5902.278,1998,2000,11,190,0,113144,134,29.076591103939606,29.076591103939606,0.014552848400370173,63,,,,
17,ninja,rare,29,29,1,0,10.4602200000000000,1046.022,100,100,31,4499,0,24273,18,5.643586536430583,5.643586536430583,0.05643586536430582,78,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.6040800000000000,1440.612,150,150,11,6720.000000000000000000,5,9777223,1984,7303.763557844666,10303.763557844666,68.69175705229777,1,1000,3000,100.000000000000000000,1635.0000000000002
19,button,common,29,29,1,0,3.8275306794372942,12787.780,3084,3341,3,83.000000000000000000,0,69364,100,15.481078997444648,15.481078997444648,0.005019805122388018,70,,,,
20,cat,uncommon,29,29,1,0,5.1758300000000000,3105.498,600,600,5,894.000000000000000000,0,992589,384,379.7066106736296,379.7066106736296,0.632844351122716,28,,,,
21,cherry,rare,29,29,1,0,10.2272100000000000,1022.721,98,100,24,3200,0,260046,79,45.95151134156862,45.95151134156862,0.4688929728731492,56,,,,
22,egg,rare,29,29,1,0,13.8786700000000000,1387.867,100,100,8,7720.000000000000000000,0,1963916,612,634.359359097651,634.359359097651,6.34359359097651,19,,,,
23,coconut,rare,29,29,1,0,6.9632404181184669,1998.450,275,287,13,1608,0,150626,98,49.75321311697717,49.75321311697717,0.18092077497082606,55,,,,
24,cute,uncommon,29,29,1,0,5.6679600000000000,4109.271,708,725,8,544.000000000000000000,0,27287,32,3.9771266884999115,3.9771266884999115,0.0056174105769772765,81,,,,
25,devil,epic,29,21,1,0,14.1855365853658537,1163.214,81,82,20,7702.400000000000000000,1,3114588,1189,884.3211321125473,884.3211321125473,10.917544840895646,17,,,,
26,revolver,uncommon,29,29,1,0,4.1061316666666667,2463.679,600,600,29,832.000000000000000000,0,415475,179,63.91596860129675,63.91596860129675,0.10652661433549458,53,,,,
27,disguise,epic,29,29,1,0,12.2317567567567568,905.150,73,74,23,8000,0,39552,25,5.762619055584825,5.762619055584825,0.07893998706280582,77,,,,
28,dog,uncommon,29,29,1,0,4.9298500000000000,2957.910,600,600,12,533.200000000000000000,0,112404,125,23.893333378035624,23.893333378035624,0.039822222296726044,66,,,,
29,donut,uncommon,29,29,1,0,5.4921662198391421,4097.156,686,746,29,439,0,381112,165,235.99941773554175,235.99941773554175,0.34402247483315124,39,,,,
30,baseball,epic,29,29,1,0,9.6600714285714286,676.205,69,70,25,6718.800000000000000000,0,69745,25,12.918479009247495,12.918479009247495,0.187224333467355,73,,,,
31,bowie,rare,29,29,1,0,7.8475628930817610,2495.525,314,318,28,1500,0,477853,231,101.06758817012667,101.06758817012667,0.321871299904862,50,,,,
32,eyeball,rare,29,29,1,0,6.9962179930795848,2021.907,276,289,13,1500,0,14952,23,4.221765409190824,4.221765409190824,0.015296251482575449,80,,,,
33,eyeball2,epic,29,29,1,0,10.4375600000000000,782.817,71,75,5,6360.000000000000000000,0,537793,293,349.1494540001313,349.1494540001313,4.9175979436638215,30,,,,
34,discoball,epic,29,29,1,0,14.0169245283018868,742.897,53,53,20,8740.000000000000000000,0,199230,49,13.69007817057744,13.69007817057744,0.2583033617090083,71,,,,
35,fishcake,uncommon,29,29,1,0,5.3391306122448980,3924.261,685,735,10,379.798000000000000000,0,4713,9,1.2776405157497972,1.2776405157497972,0.001865168636131091,86,,,,
36,floater,rare,29,29,1,0,8.5005800000000000,1275.087,150,150,23,3300,0,10578,8,1.541185891231196,1.541185891231196,0.010274572608207973,85,,,,
37,fox,uncommon,29,29,1,0,5.9654699872286079,4670.963,711,783,29,395,0,114719,118,20.681895815606964,20.681895815606964,0.029088461062738345,68,,,,
38,fox777,legendary,29,29,1,0,31.6081428571428571,442.514,14,14,19,104100.000000000000000000,0,748596,201,334.932099384121,334.932099384121,23.92372138458007,31,,,,
40,gamer,rare,29,29,1,0,10.2587300000000000,1025.873,99,100,27,6000,1,628355,214,758.0407416272358,758.0407416272358,7.656977188153896,18,,,,
41,xmasball,epic,29,29,1,0,10.7757000000000000,646.542,60,60,30,8005.000000000000000000,0,55981,37,7.101980842576687,7.101980842576687,0.11836634737627812,74,,,,
42,derp,uncommon,29,29,1,0,7.0712642857142857,2969.931,420,420,21,1000,0,58740,133,13.161027978278865,13.161027978278865,0.03133578090066396,72,,,,
43,moneybag,legendary,29,29,1,0,18.9986000000000000,189.986,10,10,13,41000.138000000000000000,0,369307,157,242.5699923395054,242.5699923395054,24.25699923395054,37,,,,
44,moon,uncommon,29,21,1,0,6.0820750000000000,3649.245,600,600,32,8900,1,5876502,1708,2682.9443286276996,2682.9443286276996,4.471573881046166,4,,,600.000000000000000000,
45,bull,uncommon,29,24,1,0,6.3619339378238342,4911.413,738,772,16,444,0,350895,124,164.60264503970527,164.60264503970527,0.22303881441694481,44,,,,
46,opencan,uncommon,29,29,1,0,4.9893116666666667,2993.587,600,600,4,595,1,1063795,284,613.7606474375455,613.7606474375455,1.022934412395909,20,,,,
47,candyswirl,rare,29,24,1,0,11.3980600000000000,1139.806,100,100,27,6650.000000000000000000,0,2739561,1032,1856.709806426227,1856.709806426227,18.56709806426227,10,,,,
48,royman,epic,29,29,1,0,12.4373000000000000,621.865,50,50,29,6980,0,95038,52,17.133744318932823,17.133744318932823,0.34267488637865645,69,,,,
49,panda,uncommon,29,29,1,0,5.4474266666666667,3268.456,599,600,17,700,0,1148094,457,428.4818725119576,428.4818725119576,0.7153286686343199,25,,,,
50,melon,rare,29,29,1,0,7.0026397058823529,1904.718,268,272,23,1700,0,273767,39,39.88710889437426,39.88710889437426,0.14883249587453082,58,,,,
51,casinochip,uncommon,29,24,1,0,5.0810733333333333,3048.644,600,600,29,2000,0,2529561,903,905.7214153432828,905.7214153432828,1.5095356922388048,16,,,,
52,pizza,rare,29,29,1,0,8.9281733333333333,1339.226,150,150,16,4750,0,428667,110,239.97936000177236,239.97936000177236,1.5998624000118158,38,,,,
53,jackolantern,rare,29,29,1,0,9.6391000000000000,1445.865,150,150,5,2160,0,76809,55,22.088753567178724,22.088753567178724,0.14725835711452484,67,,,,
54,waffle,uncommon,29,29,1,0,5.1431618655692730,3749.365,680,729,17,398.090000000000000000,0,12024,29,1.8983703499577649,1.8983703499577649,0.002791721102879066,84,,,,
55,saturn,common,29,29,1,0,3.7306660000000000,7461.332,1996,2000,13,200,0,218760,165,57.18122718679267,57.18122718679267,0.028647909412220774,54,,,,
56,marble,rare,29,29,1,0,7.3813763066202091,2118.455,278,287,5,1600,0,124969,55,152.63309590832012,152.63309590832012,0.549039913339281,46,,,,
57,skull,uncommon,29,29,1,0,6.5657641653905054,4287.444,651,653,17,1150,1,1490605,386,586.9172538847133,586.9172538847133,0.901562601973446,21,,,,
58,skullpatch,rare,29,29,1,0,9.0485666666666667,1357.285,150,150,32,2500,0,124445,60,32.74594946509411,32.74594946509411,0.21830632976729406,60,,,,
