id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,27.9027000000000000,279.027,10,10,14,59900.000000000000000000,0,571152,571152,55,106.6299154008973,106.6299154008973,10.662991540089731,48,,,,
4,8ball,common,29,29,1,0,4.2187202347680268,15094.581,3309,3578,9,96,0,394802,394802,156,26.6869096524521,26.6869096524521,0.008064947008900605,61,,,,
7,alien,common,29,24,1,0,4.7214215000000000,9442.843,2000,2000,27,167.000000000000000000,0,214955,214955,57,26.052335257364962,26.052335257364962,0.013026167628682481,62,,,,
8,angel,epic,29,24,1,0,15.2884200000000000,764.421,50,50,21,10800.000000000000000000,0,262336,126184,68,37.27377914180697,37.27377914180697,0.7454755828361393,59,,,,
9,banana,rare,29,29,1,0,8.0514800000000000,1207.722,150,150,7,2071.110000000000000000,0,38001,38001,17,6.052804402281295,6.052804402281295,0.040352029348541964,74,,,,
11,basketball,common,29,29,1,0,3.0950645083932854,12906.419,3972,4229,27,86.196000000000000000,1,1780446,1225147,445,746.9254082044461,746.9254082044461,0.18804768585207604,12,,,,
12,beachball,common,29,24,1,0,3.6118576736210346,12637.890,3265,3499,6,94.000000000000000000,1,1115308,629406,304,474.1697002846131,474.1697002846131,0.14522808584521074,24,,,,
13,bomb,uncommon,29,29,1,0,5.3203916666666667,3192.235,600,600,32,1779.600000000000000000,1,3301554,3301488,649,1192.1786055223365,1192.1786055223365,1.9869643425372274,9,,,,
14,shades,epic,29,29,1,0,15.0263800000000000,751.319,50,50,31,9800,0,16263,16263,5,3.6878559266279725,3.6878559266279725,0.07375711853255945,76,,,,
15,bowling,common,29,29,1,0,2.9834730000000000,5966.946,1998,2000,24,190.000000000000000000,0,1597739,1011361,412,430.7136419656075,430.7136419656075,0.21557239337617992,25,,,,
17,ninja,rare,29,29,1,0,10.5172500000000000,1051.725,100,100,14,5020.000000000000000000,0,,,,,,,85,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.6700733333333333,1450.511,150,150,24,7000,0,469458,469458,95,220.0298112932318,220.0298112932318,1.4668654086215454,34,,,,
19,button,common,29,29,1,0,3.8364384546271339,12809.868,3082,3339,3,125,0,385683,212030,127,201.1398302373626,201.1398302373626,0.06526276127104562,36,,,,
20,cat,uncommon,29,29,1,0,5.2149100000000000,3128.946,600,600,12,880,0,457736,457736,295,134.9041345886427,134.9041345886427,0.2248402243144045,43,,,,
21,cherry,rare,29,29,1,0,10.2502400000000000,1025.024,98,100,7,3300.000000000000000000,0,1066696,629319,150,399.26098786350093,399.26098786350093,4.074091712892867,26,,,,
22,egg,rare,29,29,1,0,13.9572200000000000,1395.722,100,100,30,8500,0,139199,139199,39,96.40500726524233,96.40500726524233,0.9640500726524234,50,,,,
23,coconut,rare,29,29,1,0,7.0498561403508772,2009.209,273,285,25,1450,0,263908,263908,34,90.22792031075545,90.22792031075545,0.3305052026034998,51,,,,
24,cute,uncommon,29,24,1,0,5.6766951724137931,4115.604,708,725,28,450,0,172069,79809,53,13.813320532161121,13.813320532161121,0.019510339734690848,65,,,,
25,devil,epic,29,29,1,0,14.5836951219512195,1195.863,81,82,33,11000.000000000000000000,2,3082690,2645501,789,1398.716240785919,1398.716240785919,17.268101738097766,7,,,,
26,revolver,uncommon,29,29,1,0,4.1244416666666667,2474.665,600,600,29,550.000000000000000000,0,416705,416705,190,191.84151197883438,191.84151197883438,0.3197358532980573,38,,,,
27,disguise,epic,29,29,1,0,12.3380000000000000,913.012,73,74,29,7880.000000000000000000,0,1918463,1110222,250,482.1373925274788,482.1373925274788,6.604621815444915,22,,,,
28,dog,uncommon,29,29,1,0,5.0247683333333333,3014.861,600,600,8,510.200000000000000000,0,386180,343648,204,53.35501109769322,53.35501109769322,0.08892501849615538,55,,,,
29,donut,uncommon,29,29,1,0,5.5083069705093834,4109.197,686,746,18,370,0,109937,109937,61,16.2418187094234,16.2418187094234,0.02367612056767259,64,,,,
30,baseball,epic,29,29,1,0,9.6970000000000000,678.790,69,70,13,6718.800000000000000000,0,3157,3157,2,0.3576605287099023,0.3576605287099023,0.005183485923331917,83,,,,
31,bowie,rare,29,29,1,0,7.8837879746835443,2491.277,312,316,13,1500,0,51071,51071,30,6.346220859012262,6.346220859012262,0.020340451471193146,73,,,,
32,eyeball,rare,29,29,1,0,7.0118788927335640,2026.433,276,289,14,1500,0,,,,,,,86,,,,
33,eyeball2,epic,29,29,1,0,10.5313200000000000,789.849,71,75,14,5690.000000000000000000,0,3072,3072,2,0.5192547497238901,0.5192547497238901,0.007313447179209719,82,,,,
34,discoball,epic,29,29,1,0,14.0542641509433962,744.876,53,53,11,7900,0,17377,17377,7,2.1374562486829976,2.1374562486829976,0.040329363182698065,80,,,,
35,fishcake,uncommon,29,29,1,0,5.3574713114754098,3921.669,682,732,27,439,0,24819,24819,9,3.008038467365453,3.008038467365453,0.004410613588512394,77,,,,
36,floater,rare,29,29,1,0,8.5485666666666667,1282.285,150,150,5,2920.000000000000000000,0,454807,242305,72,182.30605623620124,182.30605623620124,1.2153737082413416,39,,,,
