id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.1677000000000000,321.677,10,10,6,129084.138000000000000000,0,45305,21,196.57434225635808,196.57434225635808,19.657434225635807,37,100.000000000000000000,,,
4,8ball,common,29,29,1,0,4.1581405119643851,14944.357,3325,3606,14,109,0,,,,,,69,,,,
7,alien,common,29,29,1,0,4.5997360000000000,9199.472,2000,2000,14,179.000000000000000000,0,16256,8,10.322512753259659,10.322512753259659,0.005161256376629829,62,,,,
8,angel,epic,24,29,1,0,17.4078400000000000,870.392,50,50,6,17000,2,58354,33,634.1489255828923,634.1489255828923,12.682978511657845,17,,,,
9,banana,rare,29,29,1,0,7.8221133333333333,1173.317,150,150,31,1843.800000000000000000,0,,,,,,70,,,,
11,basketball,common,29,29,1,0,3.9195055118110236,9955.544,2341,4300,14,130,0,,,,,,71,,,,
12,beachball,common,29,29,1,0,3.6215983796296296,12516.244,3220,3522,14,105.000000000000000000,0,27944,17,15.264120131321883,15.264120131321883,0.004740409978671392,61,,,,
13,bomb,uncommon,29,24,1,0,5.0093466666666667,3005.608,600,600,13,761.800000000000000000,0,200412,101,506.5704257972493,506.5704257972493,0.8442840429954155,20,,,,
14,shades,epic,29,29,1,0,14.5479600000000000,727.398,50,50,10,12510.000000000000000000,0,5518,5,139.5798670872922,139.5798670872922,2.791597341745844,44,,,,
15,bowling,common,29,29,1,0,3.7307211618257261,4495.519,1203,2000,25,144.000000000000000000,0,8510,2,68.37730182665175,68.37730182665175,0.056838987387075435,52,,,,
17,ninja,rare,29,29,1,0,10.2023600000000000,1020.236,100,100,8,5000,0,336944,102,576.7683417516448,576.7683417516448,5.767683417516448,18,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4278400000000000,1414.176,150,150,15,3750,0,160445,29,196.67525739303358,196.67525739303358,1.3111683826202238,36,,,,
19,button,common,29,29,1,0,3.8138503260225252,12867.931,3112,3374,24,110,1,61821,57,286.30508468523175,286.30508468523175,0.092000348549239,32,,,,
20,cat,uncommon,29,29,1,0,5.0759866666666667,3045.592,600,600,3,1000,0,26642,12,76.48852517151099,76.48852517151099,0.12748087528585164,51,,,,
21,cherry,rare,29,29,1,0,9.1842600000000000,918.426,98,100,26,2180.000000000000000000,0,20329,5,97.95436504345241,97.95436504345241,0.9995343371780858,48,,,,
22,egg,rare,29,29,1,0,13.1879500000000000,1318.795,100,100,7,8660.000000000000000000,1,554670,138,1564.6757798449794,1564.6757798449794,15.646757798449794,5,100.000000000000000000,404,,
23,coconut,rare,29,29,1,0,6.8751883561643836,2007.555,279,292,14,1650.000000000000000000,0,47411,27,27.30922664036367,27.30922664036367,0.0978825327611601,57,,,,
24,cute,uncommon,29,29,1,0,5.5956758241758242,4073.652,711,728,14,314.000000000000000000,0,,,,,,72,,,,
25,devil,epic,29,29,1,0,13.6264588235294118,1158.249,84,85,13,8000,0,6767,2,4.277141722845165,4.277141722845165,0.050918353843394826,66,,,,
26,revolver,uncommon,29,24,1,0,3.7847383333333333,2270.843,600,600,22,633.400000000000000000,0,5071,4,138.47100293029902,138.47100293029902,0.2307850048838317,45,,,,
