id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,24,1,300.000000000000000000,27.9361000000000000,279.361,10,10,18,59900.000000000000000000,0,448684,448684,47,103.20735899184345,103.20735899184345,10.320735899184346,43,,,,
4,8ball,common,29,24,1,0,4.2198429290106205,15098.598,3309,3578,10,95,0,235578,138575,85,45.04688352189548,45.04688352189548,0.01361344319186929,54,100.000000000000000000,,,
7,alien,common,29,29,1,0,4.7236635000000000,9447.327,2000,2000,31,177.398000000000000000,0,67109,67410,25,10.799131169678068,10.799131169678068,0.005399565584839034,69,,,,
8,angel,epic,29,24,1,0,15.2961200000000000,764.806,50,50,8,10000,0,,,,,,,84,,,,
9,banana,rare,29,29,1,0,8.0640533333333333,1209.608,150,150,10,1950,0,11857,11857,12,2.1683004448237404,2.1683004448237404,0.014455336298824936,80,,,,
11,basketball,common,29,21,1,0,3.0888741721854305,13059.760,4030,4228,11,89.020000000000000000,0,166004,166004,99,15.547757136291393,15.547757136291393,0.003858004252181487,64,,,,
12,beachball,common,29,29,1,0,3.6141111746213204,12645.775,3265,3499,28,97.000000000000000000,0,5502,5502,6,0.8646452325466328,0.8646452325466328,0.00026482242957017853,82,,,,
13,bomb,uncommon,24,29,1,0,5.3548366666666667,3212.902,600,600,32,1600,0,941505,937038,312,308.22321257614766,308.22321257614766,0.5137053542935794,26,300.000000000000000000,,,
14,shades,epic,29,29,1,0,15.1949000000000000,759.745,50,50,22,9750,0,486844,486844,129,188.56163510398346,188.56163510398346,3.7712327020796694,35,,,,
15,bowling,common,29,29,1,0,2.9863355000000000,5972.671,1998,2000,32,150.000000000000000000,0,29930,29930,20,5.1573427349688945,5.1573427349688945,0.002581252620104552,77,,,,
17,ninja,rare,29,29,1,0,10.5271200000000000,1052.712,100,100,17,4500,1,1780162,908710,282,517.4785725759805,517.4785725759805,5.174785725759805,23,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7688000000000000,1465.320,150,150,10,9320.000000000000000000,2,3975378,3002204,341,1908.284621869491,1908.284621869491,12.72189747912994,7,,,,
19,button,common,29,29,1,0,3.8383081761006289,12816.111,3082,3339,23,125,0,23340,23340,14,5.2117181358625455,5.2117181358625455,0.0016910182141020589,76,,,,
20,cat,uncommon,29,29,1,0,5.2409300000000000,3144.558,600,600,5,949.000000000000000000,0,688700,672798,287,1047.9894704786727,1047.9894704786727,1.7466491174644545,14,,,,
21,cherry,rare,29,29,1,0,10.2552300000000000,1025.523,98,100,3,3300.000000000000000000,0,159918,151411,61,10.888062474863105,10.888062474863105,0.11110267831492965,68,,,,
22,egg,rare,29,29,1,0,13.9887900000000000,1398.879,100,100,14,8500,0,2023886,1875994,519,1210.6746255207574,1210.6746255207574,12.106746255207575,10,,,,
23,coconut,rare,29,29,1,0,7.0344436619718310,1997.782,272,284,17,1550,0,27057,27057,7,3.484144799282893,3.484144799282893,0.012809355879716518,78,,,,
24,cute,uncommon,29,29,1,0,5.7245627586206897,4150.308,708,725,10,500,0,,,,,,,85,,,,
25,devil,epic,29,29,1,0,14.7347804878048780,1208.252,81,82,19,11000.000000000000000000,2,3579564,3103872,839,1207.1211068373736,1207.1211068373736,14.90272971404165,11,,,,
26,revolver,uncommon,29,29,1,0,4.1381033333333333,2482.862,600,600,15,678.000000000000000000,0,683668,471072,175,302.66551524494656,302.66551524494656,0.5044425254082443,27,,,,
27,disguise,epic,29,29,1,0,12.3860405405405405,916.567,73,74,22,7380.000000000000000000,0,1982288,983502,198,445.2580950421485,445.2580950421485,6.099425959481486,24,,,,
28,dog,uncommon,29,29,1,0,5.0480800000000000,3028.848,600,600,18,512.400000000000000000,0,233769,130963,79,35.48770910273435,35.48770910273435,0.05914618183789058,57,,,,
29,donut,uncommon,29,29,1,0,5.5108753351206434,4111.113,686,746,20,322.188571428571420000,0,130397,130397,53,8.342693329935287,8.342693329935287,0.012161360539264266,71,,,,
30,baseball,epic,29,29,1,0,9.6982142857142857,678.875,69,70,13,6718.800000000000000000,0,39389,39389,6,7.0376788132996255,7.0376788132996255,0.10199534512028442,75,,,,
31,bowie,rare,29,29,1,0,7.8867151898734177,2492.202,312,316,13,1500,0,51007,51007,27,8.820270504507949,8.820270504507949,0.028270097770858812,70,,,,
32,eyeball,rare,29,24,1,0,7.0363944636678201,2033.518,276,289,23,1460.000000000000000000,0,33309,33309,8,7.661815265664285,7.661815265664285,0.027760200237914076,74,,,,
33,eyeball2,epic,29,29,1,0,10.5319333333333333,789.895,71,75,14,5690.000000000000000000,0,2337,2337,3,0.3180962782969663,0.3180962782969663,0.004480229271788257,83,,,,
34,discoball,epic,29,29,1,0,14.0860943396226415,746.563,53,53,26,8020.000000000000000000,0,1656133,785414,344,225.10556944921856,225.10556944921856,4.247274895268275,32,,,,
35,fishcake,uncommon,29,29,1,0,5.3523050615595075,3912.535,681,731,17,366,0,8251,8251,4,1.0624858165681024,1.0624858165681024,0.0015601847526697538,81,,,,
36,floater,rare,29,29,1,0,8.5556800000000000,1283.352,150,150,30,2920.000000000000000000,0,280911,153002,24,21.459541170170468,21.459541170170468,0.14306360780113644,61,,,,
37,fox,uncommon,29,29,1,0,6.0437856225930680,4708.109,707,779,29,355,0,99630,99630,94,7.6762129505108,7.6762129505108,0.01085744406012843,73,,,,
38,fox777,legendary,29,29,1,0,31.8279285714285714,445.591,14,14,28,104100.000000000000000000,0,393212,393212,128,57.72892244309387,57.72892244309387,4.123494460220991,47,,,,
40,gamer,rare,29,29,1,0,10.3415500000000000,1034.155,99,100,10,5000,0,466698,466698,105,208.59269922285,208.59269922285,2.1069969618469697,33,,,,
41,xmasball,epic,29,29,1,0,10.7979166666666667,647.875,60,60,6,8005.000000000000000000,0,406059,262897,83,38.01992079118578,38.01992079118578,0.633665346519763,56,,,,
42,derp,uncommon,29,29,1,0,7.0881214285714286,2977.011,420,420,15,1260.000000000000000000,0,129986,129986,40,28.03527057239472,28.03527057239472,0.06675064421998743,59,,,,
43,moneybag,legendary,29,29,1,0,19.1857000000000000,191.857,10,10,33,41000.138000000000000000,0,557772,287808,135,199.18815340223142,199.18815340223142,19.91881534022314,34,,,,
44,moon,uncommon,24,24,1,0,6.2124816666666667,3727.489,600,600,26,5250,1,4006463,3999812,784,545.9465967821421,545.9465967821421,0.9099109946369036,21,100.000000000000000000,,,
45,bull,uncommon,29,29,1,0,6.3791334196891192,4924.691,738,772,32,486.000000000000000000,0,291477,291477,61,50.22541892283758,50.22541892283758,0.06805612320167694,51,,,,
46,opencan,uncommon,29,29,1,0,5.0070966666666667,3004.258,600,600,32,494.200000000000000000,0,196678,196678,78,33.890272449990384,33.890272449990384,0.05648378741665064,58,,,,
47,candyswirl,rare,29,24,1,0,11.6633100000000000,1166.331,100,100,8,7250.000000000000000000,0,2265904,1632428,870,1117.6724234299675,1117.6724234299675,11.176724234299675,12,,,,
48,royman,epic,29,29,1,0,12.5239200000000000,626.196,50,50,12,6900,0,,,,,,,86,,,,
49,panda,uncommon,29,21,1,0,5.4924433333333333,3295.466,599,600,13,585.400000000000000000,0,154675,154409,116,14.01993314588752,14.01993314588752,0.023405564517341437,65,,,,
50,melon,rare,29,29,1,0,7.0647195571955720,1914.539,267,271,19,1600,0,1325870,793923,346,271.0453728444342,271.0453728444342,1.0151512091551844,29,,,,
51,casinochip,uncommon,29,29,1,0,5.3013433333333333,3180.806,600,600,3,3840.000000000000000000,7,10782968,9127696,1935,6848.171606471909,9848.17160647191,16.413619344119848,1,600.000000000000000000,3000,192,
52,pizza,rare,29,29,1,0,8.8872533333333333,1333.088,150,150,28,2400,0,679022,678557,167,105.22746267099089,105.22746267099089,0.7015164178066059,42,,,,
53,jackolantern,rare,29,29,1,0,9.6875533333333333,1453.133,150,150,27,2260,0,390018,201977,168,166.12992466666446,166.12992466666446,1.1075328311110963,38,,,,
54,waffle,uncommon,29,29,1,0,5.1703796423658872,3758.866,678,727,11,366,0,569900,280601,84,129.9377573482003,129.9377573482003,0.19164860965811253,40,,,,
55,saturn,common,29,29,1,0,3.7576210000000000,7515.242,1996,2000,23,230,0,250566,250566,187,57.63578623964804,57.63578623964804,0.028875644408641304,48,,,,
56,marble,rare,29,29,1,0,7.5095121951219512,2155.230,278,287,27,1420.000000000000000000,0,325106,325106,60,48.52008273829867,48.52008273829867,0.1745326717204988,52,,,,
57,skull,uncommon,29,29,1,0,6.5763220858895706,4287.762,650,652,23,811,0,1812612,1812612,460,715.2263993796984,715.2263993796984,1.1003483067379976,18,,,,
58,skullpatch,rare,29,29,1,0,9.1486333333333333,1372.295,150,150,8,2570.000000000000000000,0,231041,231041,112,55.680740695683134,55.680740695683134,0.3712049379712209,49,,,,
59,football,common,29,17,1,0,4.1955065000000000,8391.013,1997,2000,9,1260,3,10207902,9403899,2766,3560.68936692209,4060.68936692209,2.0333947756244815,3,700.000000000000000000,500,111.14285714285714,
60,starballoon,common,29,29,1,0,3.4647779591836735,12733.059,3412,3676,17,95.000000000000000000,0,102696,102696,69,85.2857532360932,85.2857532360932,0.02499582451233681,46,,,,
61,tamagochi,epic,29,29,1,0,11.9880000000000000,911.088,76,76,16,7293.000000000000000000,0,,,,,,,87,,,,
62,target,uncommon,29,29,1,0,5.0440965147453083,3762.896,711,746,23,350.000000000000000000,0,102181,102181,12,23.503916228672196,23.503916228672196,0.03305754743835752,60,,,,
64,tomato,uncommon,29,29,1,0,5.0218451443569554,3826.646,740,762,30,353.998000000000000000,0,162935,162935,95,12.447039598170687,12.447039598170687,0.01682032378131174,66,,,,
65,volleyball,common,29,29,1,0,3.1051760000000000,6210.352,2000,2000,29,215.000000000000000000,0,247565,247565,176,167.2636777187715,167.2636777187715,0.08363183885938576,37,,,,
