id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,RankPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,27.8433000000000000,278.433,10,10,7,59900.000000000000000000,0,1265145,176,597.6665299655173,597.6665299655173,59.76665299655173,18,,,,
4,8ball,common,29,29,1,0,4.2144485746226942,15079.297,3309,3578,31,115,0,162455,113,30.685859602232537,30.685859602232537,0.009273454095567403,60,,,,
7,alien,common,29,29,1,0,4.7210740000000000,9442.148,2000,2000,25,186.000000000000000000,0,673340,219,209.19666938085675,209.19666938085675,0.10459833469042837,36,,,,
8,angel,epic,29,29,1,0,15.2856400000000000,764.282,50,50,8,10800.000000000000000000,0,40557,13,6.057167674896424,6.057167674896424,0.12114335349792847,82,,,,
9,banana,rare,29,29,1,0,8.0487933333333333,1207.319,150,150,17,2071.110000000000000000,1,1347630,286,551.9309839590412,551.9309839590412,3.6795398930602747,21,,,,
11,basketball,common,29,29,1,0,3.1289632172633644,12759.912,3880,4232,18,92.400000000000000000,0,511220,213,175.13979102369254,175.13979102369254,0.0451391213978589,39,,,,
12,beachball,common,29,24,1,0,3.6112880823092312,12635.897,3265,3499,3,97.560000000000000000,0,845806,253,234.19382473328008,234.19382473328008,0.07172858337925883,31,,,,
13,bomb,uncommon,29,24,1,0,5.3091316666666667,3185.479,600,600,14,1320.000000000000000000,2,5203051,686,1834.4929890624203,1834.4929890624203,3.0574883151040337,7,,,,
14,shades,epic,29,29,1,0,15.0144800000000000,750.724,50,50,4,10333,0,92430,41,9.215061786016571,9.215061786016571,0.1843012357203314,76,,,,
15,bowling,common,29,24,1,0,2.9803280000000000,5960.656,1998,2000,31,190.000000000000000000,0,895465,210,371.68456873180673,371.68456873180673,0.18602831267858194,27,,,,
17,ninja,rare,29,29,1,0,10.5075400000000000,1050.754,100,100,21,5020.000000000000000000,1,2058139,270,549.2265203311799,549.2265203311799,5.492265203311799,22,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.6670600000000000,1450.059,150,150,33,7000,0,139894,29,11.845702798433102,11.845702798433102,0.07897135198955402,74,,,,
19,button,common,29,21,1,0,3.8356196466007787,12807.134,3082,3339,12,97,0,577364,237,115.90624395383256,115.90624395383256,0.03760747694803133,45,,,,
20,cat,uncommon,29,29,1,0,5.1847783333333333,3110.867,600,600,11,950,0,370827,131,121.56300549159607,121.56300549159607,0.2026050091526601,44,,,,
21,cherry,rare,29,29,1,0,10.2468900000000000,1024.689,98,100,17,3200.000000000000000000,0,351942,122,38.42882039888258,38.42882039888258,0.392130820396761,54,,,,
22,egg,rare,29,24,1,0,13.9491000000000000,1394.910,100,100,23,8500,0,51429,11,6.604903434394021,6.604903434394021,0.06604903434394022,81,,,,
23,coconut,rare,29,29,1,0,7.0487333333333333,2008.889,273,285,25,1500,0,106040,30,15.217207235046263,15.217207235046263,0.05574068584266031,70,,,,
24,cute,uncommon,29,29,1,0,5.6755765517241379,4114.793,708,725,9,450,0,6880,5,0.8924031710901389,0.8924031710901389,0.0012604564563420042,87,,,,
25,devil,epic,29,29,1,0,14.5165975609756098,1190.361,81,82,27,11000.000000000000000000,1,2181288,585,922.5440254889069,922.5440254889069,11.389432413443295,13,,,,
26,revolver,uncommon,29,29,1,0,4.1223416666666667,2473.405,600,600,33,720.000000000000000000,1,1549458,431,497.2624577195385,497.2624577195385,0.8287707628658975,23,,,,
27,disguise,epic,29,29,1,0,12.2586621621621622,907.141,73,74,31,7880.000000000000000000,0,219060,36,35.4198655975544,35.4198655975544,0.485203638322663,55,,,,
28,dog,uncommon,29,29,1,0,5.0197350000000000,3011.841,600,600,10,500.000000000000000000,0,836984,279,48.27983277718929,48.27983277718929,0.08046638796198215,50,,,,
29,donut,uncommon,29,29,1,0,5.5069155495978552,4108.159,686,746,17,380,0,804262,225,200.38740510004803,200.38740510004803,0.2921099199709155,38,,,,
