id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,28.2306000000000000,282.306,10,10,27,58985.714285714284000000,0,568375,343222,73,149.39880590458012,149.39880590458012,14.939880590458012,40,,,,
4,8ball,common,29,29,1,0,4.2188811521252796,15086.719,3307,3576,20,98,0,166866,90393,61,115.72650959233653,115.72650959233653,0.03499440870648217,48,,,,
7,alien,common,29,29,1,0,4.7254470000000000,9450.894,2000,2000,17,182.000000000000000000,0,116435,116435,73,21.11531456685065,21.11531456685065,0.010557657283425325,64,,,,
8,angel,epic,29,29,1,0,15.3219200000000000,766.096,50,50,18,9950,0,40808,40808,35,10.950243081554062,10.950243081554062,0.21900486163108124,72,,,,
9,banana,rare,29,29,1,0,8.0768266666666667,1211.524,150,150,23,1922,0,39945,39945,6,9.973394027440769,9.973394027440769,0.0664892935162718,73,,,,
11,basketball,common,29,29,1,0,3.0962537842951750,13090.961,4030,4228,27,82.000000000000000000,0,213781,213781,82,21.934973014848943,21.934973014848943,0.005442921343634974,63,,,,
12,beachball,common,29,29,1,0,3.6116222476408350,12629.843,3263,3497,14,90,0,19138,9250,13,4.755863941804772,4.755863941804772,0.0014575127005224554,76,,,,
13,bomb,uncommon,29,29,1,0,5.3622050000000000,3217.323,600,600,9,1667.600000000000000000,2,3433946,2803949,664,1877.8608813380176,1877.8608813380176,3.1297681355633626,4,200.000000000000000000,,,
14,shades,epic,29,29,1,0,15.2480800000000000,762.404,50,50,33,8888,0,3615667,2964027,410,1451.4060552866974,1451.4060552866974,29.02812110573395,7,,,,
15,bowling,common,29,29,1,0,3.0055635000000000,6011.127,1998,2000,4,140,0,61744,61744,40,9.717827946196627,9.717827946196627,0.004863777750849162,74,,,,
17,ninja,rare,29,29,1,0,10.5486300000000000,1054.863,100,100,3,4120.000000000000000000,0,8747,8747,4,1.7735547777292167,1.7735547777292167,0.017735547777292165,80,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7796866666666667,1466.953,150,150,23,5000,0,1172204,1170717,202,658.4281767000014,658.4281767000014,4.389521178000009,18,,,,
19,button,common,29,29,1,0,3.8390416417016177,12814.721,3081,3338,12,98.800000000000000000,0,283724,145776,99,211.0228227054232,211.0228227054232,0.06849166592191601,37,,,,
20,cat,uncommon,29,29,1,0,5.3228500000000000,3193.710,600,600,16,950.000000000000000000,1,815482,787843,362,942.5537476386238,942.5537476386238,1.5709229127310396,13,,,,
21,cherry,rare,29,29,1,0,10.2637900000000000,1026.379,98,100,9,3300.000000000000000000,0,181517,100063,41,18.900191665961263,18.900191665961263,0.19285909863225778,65,,,,
