id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,27.9643000000000000,279.643,10,10,7,50000,0,427119,427119,140,110.22723554610718,110.22723554610718,11.022723554610717,46,,,,
4,8ball,common,29,29,1,0,4.2188498322147651,15086.607,3307,3576,18,98,0,198282,198282,119,17.096430797385903,17.096430797385903,0.005169770425577836,65,,,,
7,alien,common,29,29,1,0,4.7253810000000000,9450.762,2000,2000,23,182.000000000000000000,0,361567,193662,117,62.30698154937285,62.30698154937285,0.031153490774686425,50,,,,
8,angel,epic,29,29,1,0,15.3201800000000000,766.009,50,50,18,9950,0,109193,109193,16,17.061437844583423,17.061437844583423,0.3412287568916685,66,,,,
9,banana,rare,29,29,1,0,8.0736133333333333,1211.042,150,150,23,1922,0,13164,13164,14,2.617144216736142,2.617144216736142,0.01744762811157428,80,,,,
11,basketball,common,29,29,1,0,3.0961759697256386,13090.632,4030,4228,9,82.000000000000000000,0,247610,247610,87,169.9165834704072,169.9165834704072,0.0421629239380663,37,,,,
12,beachball,common,29,29,1,0,3.6115993708893337,12629.763,3263,3497,30,95,0,12252,12252,13,3.043116751440129,3.043116751440129,0.000932613163175032,79,,,,
13,bomb,uncommon,29,29,1,0,5.3616000000000000,3216.960,600,600,29,1667.600000000000000000,0,4391987,3794193,566,920.0766619623903,920.0766619623903,1.5334611032706504,11,100.000000000000000000,,,
14,shades,epic,29,29,1,0,15.2420000000000000,762.100,50,50,13,9746.02857142857,0,2382365,1886827,221,954.6451624510169,954.6451624510169,19.09290324902034,10,,,,
15,bowling,common,29,29,1,0,3.0055275000000000,6011.055,1998,2000,16,150,0,64338,64305,35,5.212760912029363,5.212760912029363,0.002608989445460142,77,,,,
17,ninja,rare,29,29,1,0,10.5382300000000000,1053.823,100,100,3,4120.000000000000000000,0,1002715,561608,185,276.37467959342723,276.37467959342723,2.7637467959342725,28,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7779400000000000,1466.691,150,150,23,5000,0,1363722,1363722,183,593.0846140110339,593.0846140110339,3.953897426740226,16,,,,
19,button,common,29,29,1,0,3.8388436189334931,12814.060,3081,3338,9,98.800000000000000000,0,32322,32322,16,6.933314326538261,6.933314326538261,0.002250345448405797,73,,,,
20,cat,uncommon,29,24,1,0,5.3201983333333333,3192.119,600,600,16,950.000000000000000000,2,1906727,1464722,567,1583.8465296636627,1583.8465296636627,2.6397442161061044,7,,,,
21,cherry,rare,29,29,1,0,10.2636600000000000,1026.366,98,100,11,3300.000000000000000000,0,25676,25676,11,7.838230648582457,7.838230648582457,0.07998194539369854,72,,,,
22,egg,rare,29,29,1,0,13.9949500000000000,1399.495,100,100,5,8500,0,1626737,1384993,290,519.3613476471241,519.3613476471241,5.193613476471241,20,,,,
23,coconut,rare,29,29,1,0,7.0192049469964664,1986.435,271,283,18,1550,0,183796,183796,51,24.651814386319383,24.651814386319383,0.090966104746566,60,,,,
24,cute,uncommon,29,29,1,0,5.7201284530386740,4141.373,707,724,7,559.998000000000000000,0,22124,22124,15,5.646205796212651,5.646205796212651,0.007986146812181967,75,,,,
25,devil,epic,29,29,1,0,14.9613414634146341,1226.830,81,82,10,11699.600000000000000000,1,4511968,3947378,1316,762.2628096544479,762.2628096544479,9.410651971042567,13,,,,
26,revolver,uncommon,29,29,1,0,4.1412983333333333,2484.779,600,600,28,589.998000000000000000,0,2126352,2126352,392,579.6878217419571,579.6878217419571,0.9661463695699285,17,,,,
27,disguise,epic,29,29,1,0,12.3910945945945946,916.941,73,74,32,7380.000000000000000000,0,2075,2075,2,0.2074940793929665,0.2074940793929665,0.002842384649218719,86,,,,
28,dog,uncommon,29,29,1,0,5.0515633333333333,3030.938,600,600,10,494.400000000000000000,0,579866,309427,138,39.15158781963696,39.15158781963696,0.0652526463660616,52,,,,
29,donut,uncommon,29,29,1,0,5.5132815013404826,4112.908,686,746,18,400,0,157008,157008,81,23.47940365845831,23.47940365845831,0.03422653594527451,62,,,,
30,baseball,epic,29,29,1,0,9.6983714285714286,678.886,69,70,25,6718.800000000000000000,0,,,,,,,87,,,,
31,bowie,rare,29,29,1,0,7.8888512658227848,2492.877,312,316,15,1314.000000000000000000,0,109710,109710,29,25.584142266742056,25.584142266742056,0.08200045598314762,59,,,,
32,eyeball,rare,29,17,1,0,7.0312708333333333,2025.006,275,288,18,1450,0,192435,108745,52,119.73520607260153,119.73520607260153,0.43540074935491463,42,,,,
33,eyeball2,epic,29,29,1,0,10.5326266666666667,789.947,71,75,14,5690.000000000000000000,0,27362,27362,13,5.377489027189466,5.377489027189466,0.07573928207309108,76,,,,
34,discoball,epic,29,29,1,0,14.3161509433962264,758.756,53,53,7,7820.000000000000000000,1,1342927,930167,249,498.85653346179487,498.85653346179487,9.41238742380745,22,,,,
