id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,ZonePrize,RankPrize,bets,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,30.6792000000000000,306.792,10,10,24,56400.000000000000000000,0,240987,70,146.23164320582288,146.23164320582288,14.623164320582287,48,,,,
4,8ball,common,29,24,1,0,4.1985054454063111,15034.848,3312,3581,11,198,0,486667,388,172.86671108977245,172.86671108977245,0.052194055280728395,43,,,,
7,alien,common,29,29,1,0,4.6954355000000000,9390.871,2000,2000,30,220,0,323420,196,34.054292986848836,34.054292986848836,0.01702714649342442,64,,,,
8,angel,epic,29,29,1,0,18.0245800000000000,901.229,50,50,18,15500,0,980749,126,308.4385953379055,308.4385953379055,6.16877190675811,32,,,,
9,banana,rare,29,29,1,0,7.9707066666666667,1195.606,150,150,16,2254.000000000000000000,0,52476,31,13.795046441364683,13.795046441364683,0.09196697627576456,73,,,,
11,basketball,common,29,29,1,0,3.4683855945358584,11171.670,3023,4250,7,102.400000000000000000,0,1508629,778,555.0962691462792,555.0962691462792,0.18362430338944066,21,,,,
12,beachball,common,29,29,1,0,3.6023846373500857,12615.551,3268,3502,11,146,0,871533,332,302.6946956098602,302.6946956098602,0.0926238358659303,33,,,,
13,bomb,uncommon,29,24,1,0,5.1494533333333333,3089.672,600,600,29,1610.000000000000000000,3,6014189,1185,2732.2587797684178,2732.2587797684178,4.553764632947363,5,,,,
14,shades,epic,29,29,1,0,14.8890200000000000,744.451,50,50,32,13240.000000000000000000,0,1250933,249,453.72140251427544,453.72140251427544,9.074428050285508,26,,,,
15,bowling,common,29,29,1,0,2.9455860000000000,5891.172,1998,2000,26,210,0,54111,87,7.821244094995747,7.821244094995747,0.003914536584081955,78,,,,
17,ninja,rare,29,29,1,0,10.4503800000000000,1045.038,100,100,24,5630.000000000000000000,0,20952,8,3.6317032260947735,3.6317032260947735,0.036317032260947735,81,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4754666666666667,1421.320,150,150,14,6000,0,1275476,410,706.6134056803446,706.6134056803446,4.710756037868964,17,,,,
19,button,common,29,29,1,0,3.8255883936583907,12788.942,3085,3343,13,118.000000000000000000,0,81689,98,12.610180615193478,12.610180615193478,0.004087578805573251,74,,,,
20,cat,uncommon,29,29,1,0,5.1602900000000000,3096.174,600,600,30,1000,0,1705993,450,544.9588130299983,544.9588130299983,0.9082646883833305,23,,,,
21,cherry,rare,29,29,1,0,10.2026300000000000,1020.263,98,100,29,3829.800000000000000000,0,629584,248,276.68675135386627,276.68675135386627,2.8233341974884314,35,,,,
22,egg,rare,29,29,1,0,13.7768300000000000,1377.683,100,100,28,8300.000000000000000000,0,970728,384,368.91920527457125,368.91920527457125,3.6891920527457125,28,,,,
23,coconut,rare,29,29,1,0,6.9516111111111111,2002.064,275,288,23,1640.000000000000000000,0,275094,194,87.57942601485654,87.57942601485654,0.31847064005402376,55,,,,
24,cute,uncommon,29,24,1,0,5.6707555248618785,4105.627,707,724,29,532.000000000000000000,0,13398,27,2.02832429058411,2.02832429058411,0.0028689169598077936,85,,,,
25,devil,epic,29,24,1,0,14.1395679012345679,1145.305,80,81,9,8640.000000000000000000,0,1775860,630,357.9921190519876,357.9921190519876,4.474901488149845,29,,,,
26,revolver,uncommon,29,29,1,0,4.0777450000000000,2446.647,600,600,12,1100,0,660798,263,126.48306543988237,126.48306543988237,0.21080510906647063,53,,,,
27,disguise,epic,29,29,1,0,12.0786756756756757,893.822,73,74,29,8000,0,20742,19,3.140133037415705,3.140133037415705,0.04301552106048911,82,,,,
28,dog,uncommon,29,29,1,0,4.8992250000000000,2939.535,600,600,31,724.000000000000000000,0,615561,347,135.6000988179802,135.6000988179802,0.22600016469663367,52,,,,
29,donut,uncommon,29,29,1,0,5.4770817694369973,4085.903,686,746,16,405.000000000000000000,0,153981,106,42.244331735444305,42.244331735444305,0.06158065850647858,62,,,,
30,baseball,epic,29,29,1,0,9.6418285714285714,674.928,69,70,4,6718.800000000000000000,0,3067,5,0.6009681304796176,0.6009681304796176,0.00870968305042924,87,,,,
31,bowie,rare,24,29,1,0,7.8451370716510903,2518.289,317,321,15,1535,0,859065,325,232.26334468451086,232.26334468451086,0.7326919390678576,38,,,,
32,eyeball,rare,29,29,1,0,6.9918754325259516,2020.652,276,289,25,1500,0,5700,13,1.496204726330395,1.496204726330395,0.005421031617139112,86,,,,
33,eyeball2,epic,29,29,1,0,10.3517600000000000,776.382,71,75,11,6360.000000000000000000,0,17539,15,2.569092281094324,2.569092281094324,0.03618439832527217,84,,,,
34,discoball,epic,29,29,1,0,13.9967358490566038,741.827,53,53,20,8740.000000000000000000,0,280763,76,49.8776252686176,49.8776252686176,0.9410872692191999,59,,,,
