id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,27.9035000000000000,279.035,10,10,14,59900.000000000000000000,0,201730,201730,27,38.73775152851435,38.73775152851435,3.8737751528514353,49,,,,
4,8ball,common,29,29,1,0,4.2187680268306316,15094.752,3309,3578,9,96,0,178027,178027,142,113.98783201352981,113.98783201352981,0.034447818680426054,38,,,,
7,alien,common,29,24,1,0,4.7214705000000000,9442.941,2000,2000,27,192.000000000000000000,0,72093,72093,27,13.603390616174716,13.603390616174716,0.006801695308087358,62,,,,
8,angel,epic,29,29,1,0,15.2885000000000000,764.425,50,50,21,10800.000000000000000000,0,55628,55628,16,4.018372322632994,4.018372322632994,0.08036744645265989,71,,,,
9,banana,rare,29,29,1,0,8.0548533333333333,1208.228,150,150,11,2071.110000000000000000,0,415240,201182,140,95.75609043911601,95.75609043911601,0.6383739362607734,41,,,,
11,basketball,common,29,29,1,0,3.0853291229742612,12946.041,3998,4229,6,93,0,523102,354020,362,124.94904951090105,124.94904951090105,0.03125288882213633,37,,,,
12,beachball,common,29,29,1,0,3.6118965418691055,12638.026,3265,3499,13,100.000000000000000000,0,54294,54294,38,5.189385487671893,5.189385487671893,0.0015893983116912383,69,,,,
13,bomb,uncommon,29,29,1,0,5.3243133333333333,3194.588,600,600,14,1410.000000000000000000,2,8235688,6158639,1188,2791.9026266436244,2791.9026266436244,4.653171044406041,5,,,,
14,shades,epic,29,29,1,0,15.0333800000000000,751.669,50,50,31,9800,1,6156202,4940519,480,2630.7701853454455,2630.7701853454455,52.61540370690891,6,,,,
15,bowling,common,29,29,1,0,2.9837695000000000,5967.539,1998,2000,14,190.000000000000000000,0,174401,174401,115,22.10931955850243,22.10931955850243,0.011065725504755972,57,,,,
17,ninja,rare,29,29,1,0,10.5173000000000000,1051.730,100,100,14,5020.000000000000000000,0,1495,1495,2,0.18952547714727055,0.18952547714727055,0.0018952547714727055,84,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.6702000000000000,1450.530,150,150,24,7000,0,376711,376711,71,196.02680799635738,196.02680799635738,1.3068453866423826,30,,,,
19,button,common,29,29,1,0,3.8364489368074274,12809.903,3082,3339,3,125,0,21735,21735,12,2.1209880593698442,2.1209880593698442,0.0006881856130336938,75,,,,
20,cat,uncommon,29,29,1,0,5.2160516666666667,3129.631,600,600,25,880,1,1561311,1123159,507,476.7979957422864,476.7979957422864,0.794663326237144,19,,,,
21,cherry,rare,29,29,1,0,10.2502700000000000,1025.027,98,100,5,3300.000000000000000000,0,20770,19889,8,3.756053579729348,3.756053579729348,0.03832707734417702,73,,,,
22,egg,rare,29,29,1,0,13.9574400000000000,1395.744,100,100,28,8500,0,221732,221732,54,27.893197420107313,27.893197420107313,0.27893197420107313,53,,,,
23,coconut,rare,29,29,1,0,7.0499192982456140,2009.227,273,285,25,1500,0,700,700,2,0.09712895106965731,0.09712895106965731,0.0003557837035518583,86,,,,
24,cute,uncommon,29,24,1,0,5.6768372413793103,4115.707,708,725,21,450,0,17958,17958,17,1.301587166338702,1.301587166338702,0.0018383999524557938,78,,,,
25,devil,epic,29,29,1,0,14.6064390243902439,1197.728,81,82,15,11000.000000000000000000,1,3777109,3549668,1049,1002.5973273082042,1002.5973273082042,12.377744781582768,11,,,,
26,revolver,uncommon,29,29,1,0,4.1250350000000000,2475.021,600,600,20,750,0,1714588,1177052,435,267.7163398201192,267.7163398201192,0.4461938997001986,25,,,,
27,disguise,epic,29,29,1,0,12.3470810810810811,913.684,73,74,29,7880.000000000000000000,0,376482,376482,97,186.071355093826,186.071355093826,2.5489226725181644,32,,,,
28,dog,uncommon,29,29,1,0,5.0251516666666667,3015.091,600,600,29,500.000000000000000000,0,422884,350000,193,70.29615836584088,70.29615836584088,0.11716026394306814,43,,,,
29,donut,uncommon,29,29,1,0,5.5086528150134048,4109.455,686,746,15,350,0,426861,209966,136,258.9264073004951,258.9264073004951,0.3774437424205468,26,,,,
30,baseball,epic,29,29,1,0,9.6970142857142857,678.791,69,70,13,6718.800000000000000000,0,3683,3683,2,0.7486173975908279,0.7486173975908279,0.010849527501316347,79,,,,
31,bowie,rare,29,29,1,0,7.8843132911392405,2491.443,312,316,13,1500,0,87972,87972,58,17.881447108569187,17.881447108569187,0.05731233047618329,60,,,,
32,eyeball,rare,29,29,1,0,7.0118788927335640,2026.433,276,289,14,1500,0,,,,,,,87,,,,
33,eyeball2,epic,29,29,1,0,10.5314000000000000,789.855,71,75,14,5690.000000000000000000,0,13168,13168,8,1.669345473628936,1.669345473628936,0.02351190807928079,77,,,,
34,discoball,epic,29,29,1,0,14.0559622641509434,744.966,53,53,23,8000,0,1066577,529845,200,195.6635298687669,195.6635298687669,3.6917647145050356,31,,,,
35,fishcake,uncommon,29,29,1,0,5.3574767759562842,3921.673,682,732,27,439,0,705,705,1,0.1330280385668952,0.1330280385668952,0.00019505577502477303,85,,,,
36,floater,rare,29,29,1,0,8.5496066666666667,1282.441,150,150,5,2920.000000000000000000,1,2505770,1455115,220,603.4354644123904,603.4354644123904,4.022903096082603,15,,,,
37,fox,uncommon,29,29,1,0,6.0398297055057618,4717.107,709,781,8,385,0,58201,58201,36,12.222394823500153,12.222394823500153,0.01723892076657285,63,,,,
38,fox777,legendary,29,24,1,0,31.7746428571428571,444.845,14,14,8,104100.000000000000000000,1,2797387,2105339,599,1268.5661860469204,1268.5661860469204,90.61187043192288,9,,,,
40,gamer,rare,29,29,1,0,10.3004400000000000,1030.044,99,100,21,5000,0,107474,107474,65,7.763546181826749,7.763546181826749,0.0784196584022904,65,,,,
41,xmasball,epic,29,29,1,0,10.7925166666666667,647.551,60,60,11,8005.000000000000000000,0,46779,35703,32,7.075008933199319,7.075008933199319,0.11791681555332198,67,,,,
42,derp,uncommon,29,24,1,0,7.0855642857142857,2975.937,420,420,19,1278.000000000000000000,0,33484,33484,15,3.772619251414623,3.772619251414623,0.008982426789082436,72,,,,
43,moneybag,legendary,29,29,1,0,19.1545000000000000,191.545,10,10,26,41000.138000000000000000,0,767180,418538,124,146.21582200941532,146.21582200941532,14.621582200941532,33,,,,
44,moon,uncommon,29,24,1,0,6.2055950000000000,3723.357,600,600,28,6620.000000000000000000,1,2684974,2679869,782,1148.8920966360822,1148.8920966360822,1.914820161060137,10,300.000000000000000000,,,
45,bull,uncommon,29,29,1,0,6.3780038860103627,4923.819,738,772,18,452.000000000000000000,0,1049486,616257,200,293.6270652078039,293.6270652078039,0.39786865204309474,24,,,,
46,opencan,uncommon,29,29,1,0,5.0041966666666667,3002.518,600,600,28,512.000000000000000000,0,93450,93450,33,13.642475693914477,13.642475693914477,0.02273745948985746,61,,,,
47,candyswirl,rare,29,29,1,0,11.6304800000000000,1163.048,100,100,25,6850.000000000000000000,0,1564747,1269413,621,258.3211038443286,258.3211038443286,2.5832110384432863,27,,,,
48,royman,epic,29,29,1,0,12.5103200000000000,625.516,50,50,6,6950,0,2546,2546,2,0.22556295436181478,0.22556295436181478,0.0045112590872362955,83,,,,
49,panda,uncommon,29,29,1,0,5.4827433333333333,3289.646,599,600,24,620,0,284607,284607,135,54.01811071919617,54.01811071919617,0.09018048534089511,45,,,,
50,melon,rare,29,29,1,0,7.0287675276752768,1904.796,267,271,23,1500,0,259120,259120,39,47.53555895129454,47.53555895129454,0.1780358013157099,47,,,,
51,casinochip,uncommon,29,24,1,0,5.1918916666666667,3115.135,600,600,22,1760.000000000000000000,0,4824210,4434960,894,1573.2128284595174,1573.2128284595174,2.622021380765862,7,,,,
52,pizza,rare,29,29,1,0,8.9818400000000000,1347.276,150,150,24,2500.000000000000000000,0,87303,87303,81,11.573145974827616,11.573145974827616,0.07715430649885077,64,,,,
53,jackolantern,rare,29,29,1,0,9.6721933333333333,1450.829,150,150,22,2260.000000000000000000,0,2818,2818,3,0.7421652562567975,0.7421652562567975,0.004947768375045317,80,,,,
54,waffle,uncommon,29,29,1,0,5.1561815680880330,3748.544,678,727,30,398,0,529238,263302,116,125.75046785340464,125.75046785340464,0.18547266645044932,36,,,,
55,saturn,common,29,29,1,0,3.7522690000000000,7504.538,1996,2000,13,208.000000000000000000,0,102611,102611,109,23.92064428447784,23.92064428447784,0.011984290723686293,55,,,,
56,marble,rare,29,24,1,0,7.4912787456445993,2149.997,278,287,30,1260.000000000000000000,0,420799,392893,139,32.02830626654276,32.02830626654276,0.11520973477173653,52,,,,
57,skull,uncommon,29,29,1,0,6.5782266462480858,4295.582,651,653,17,1000,1,2773040,1867401,602,486.45164343252844,486.45164343252844,0.7472375475154047,18,,,,
58,skullpatch,rare,29,29,1,0,9.1349600000000000,1370.244,150,150,31,2600,0,330106,330106,123,64.50924105075357,64.50924105075357,0.4300616070050238,44,,,,
59,football,common,21,17,1,0,4.1543055000000000,8308.611,1997,2000,12,1050,6,10228266,8818598,2755,3490.0286270205443,3990.0286270205443,1.9980113305060312,3,300.000000000000000000,500,144,
60,starballoon,common,29,29,1,0,3.4595100652883569,12717.159,3413,3677,13,92.480000000000000000,0,97916,97916,71,20.00498361431576,20.00498361431576,0.0058614074463275,58,,,,
61,tamagochi,epic,29,29,1,0,11.9842105263157895,910.800,76,76,16,7293.000000000000000000,0,174354,174354,28,107.57310395321625,107.57310395321625,1.4154355783317927,39,,,,
62,target,uncommon,29,29,1,0,5.0382895442359249,3758.564,711,746,24,388,0,365665,178642,86,144.1123157110068,144.1123157110068,0.20268961422082532,34,,,,
64,tomato,uncommon,29,29,1,0,5.0145839895013123,3821.113,740,762,9,292.000000000000000000,0,142486,142486,130,36.885375850136796,36.885375850136796,0.04984510250018486,50,,,,
65,volleyball,common,29,29,1,0,3.0883390000000000,6176.678,2000,2000,13,200,0,29743,29743,2,7.601032849492858,7.601032849492858,0.0038005164247464293,66,,,,
66,racoon,uncommon,29,29,1,0,6.3536606914212548,4962.209,735,781,26,400,0,62711,62711,59,6.033710014851394,6.033710014851394,0.008209129271906658,68,,,,
67,peach,rare,29,29,1,0,10.1791800000000000,1017.918,100,100,32,3739.800000000000000000,0,132890,132890,57,26.004428513938844,26.004428513938844,0.26004428513938843,54,,,,
68,watermelon,uncommon,29,29,1,0,4.1509333333333333,2490.560,600,600,26,547.000000000000000000,0,299684,299684,204,34.07549543274594,34.07549543274594,0.0567924923879099,51,,,,
69,citrus,epic,29,29,1,0,15.7074000000000000,785.370,50,50,13,9000,0,5524,5524,6,0.6883286714056691,0.6883286714056691,0.013766573428113382,81,,,,
70,potion,epic,29,29,1,0,13.9036200000000000,695.181,50,50,20,9700,0,2913,2913,3,0.24201275973653635,0.24201275973653635,0.004840255194730727,82,,,,
71,crlogo,legendary,29,29,1,0,34.6257000000000000,346.257,10,10,15,72464.800000000000000000,6,11644947,10602854,1808,4881.228732991533,5881.228732991533,588.1228732991533,2,800.000000000000000000,1000,206.875,1000
72,yinyang,uncommon,29,29,1,0,5.4581076923076923,3902.547,687,715,11,400,0,83633,81541,52,4.703729705238746,4.703729705238746,0.006846768129896282,70,,,,
73,waffle2,legendary,29,29,1,0,17.4531666666666667,314.157,18,18,8,45000,0,13887,13887,8,2.9163140996537282,2.9163140996537282,0.16201744998076267,74,,,,
74,snowman,epic,29,29,1,0,12.4410200000000000,622.051,50,50,10,6877,0,1065291,728994,166,251.89187710394134,251.89187710394134,5.037837542078827,28,,,,
75,crosshair,common,29,29,1,0,3.5349940000000000,7069.988,2000,2000,21,1000,0,4281123,3532687,1054,870.7498408468039,870.7498408468039,0.4353749204234019,12,,,,
76,xmasball2,common,29,21,1,0,3.4704791278915182,13052.472,3541,3980,3,55,0,327985,194419,131,106.65803676425898,106.65803676425898,0.03012088019323891,40,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.4911600000000000,1149.116,100,100,14,7044,0,2788455,2540318,178,541.3094380336177,541.3094380336177,5.413094380336177,16,,,,
78,vase,common,29,29,1,0,2.5022610000000000,5004.522,1999,2000,12,173.400000000000000000,0,750191,749376,309,370.4733743923185,370.4733743923185,0.1853293518720953,21,,,,
79,ufo,uncommon,29,29,1,0,5.9091783333333333,3545.507,600,600,23,1000,0,282871,282871,61,51.892679438529015,51.892679438529015,0.08648779906421503,46,,,,
80,wheeee,rare,29,29,1,0,8.8852866666666667,1332.793,150,150,28,3850,0,14000,14000,9,2.043816583357974,2.043816583357974,0.01362544388905316,76,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5487000000000000,877.435,50,50,31,18400.000000000000000000,0,217224,217224,15,42.44986573406389,42.44986573406389,0.8489973146812778,48,,,,
83,ape,epic,29,29,1,0,16.9370000000000000,846.850,50,50,10,19500,0,110537,110537,33,82.04847104989199,82.04847104989199,1.6409694209978398,42,,,,
84,ghost,epic,24,24,1,0,22.7910000000000000,1139.550,50,50,33,48000,5,11201699,9054250,1913,6598.350325241008,9598.350325241008,191.96700650482018,1,500.000000000000000000,3000,152.6,
85,diver,rare,29,21,1,0,8.2124333333333333,1231.865,150,150,33,5650.000000000000000000,2,5996356,5839934,1253,3354.2609912006446,3354.2609912006446,22.361739941337632,4,200.000000000000000000,,,
86,cobra,legendary,29,24,1,0,34.2229000000000000,342.229,10,10,20,72500,0,2278651,2278114,617,870.7372707334549,870.7372707334549,87.0737270733455,13,,,,
87,clock,common,29,29,1,0,2.4627050000000000,4925.410,2000,2000,28,244.000000000000000000,0,437385,295708,131,218.14039849756335,218.14039849756335,0.10907019924878168,29,,,,
