id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,ZonePrize,RankPrize,bets,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.3993000000000000,323.993,10,10,24,79524.138000000000000000,0,616575,155,356.0524837699929,356.0524837699929,35.605248376999285,33,,,,
4,8ball,common,29,29,1,0,4.1532561247216036,14918.496,3323,3592,20,125.800000000000000000,0,180228,269,42.233439918002894,42.233439918002894,0.01270943121215856,64,,,,
7,alien,common,29,29,1,0,4.6052585000000000,9210.517,2000,2000,4,250,0,380428,243,200.53667057439435,200.53667057439435,0.10026833528719717,42,,,,
8,angel,epic,29,29,1,0,17.5379000000000000,876.895,50,50,23,20560.000000000000000000,0,1211903,339,958.6167007068536,958.6167007068536,19.17233401413707,15,,,,
9,banana,rare,29,29,1,0,7.8647333333333333,1179.710,150,150,6,2003.800000000000000000,0,38544,31,9.686437563199846,9.686437563199846,0.0645762504213323,78,,,,
11,basketball,common,29,29,1,0,3.9124322200392927,9957.140,2346,4298,21,125.800000000000000000,0,188621,137,53.8534413494673,53.8534413494673,0.022955431095254605,61,,,,
12,beachball,common,29,29,1,0,3.6194584055459272,12530.565,3226,3517,23,146.9,0,312490,201,112.69020540345672,112.69020540345672,0.0349318677630058,52,,,,
13,bomb,uncommon,29,24,1,0,5.0141833333333333,3008.510,600,600,6,725.000000000000000000,1,1318777,354,1044.517645154511,1044.517645154511,1.740862741924185,12,,,,
14,shades,epic,29,29,1,0,14.5695200000000000,728.476,50,50,16,11500,0,17028,17,3.018661377984598,3.018661377984598,0.06037322755969196,84,,,,
15,bowling,common,29,29,1,0,3.5818055770720372,4624.111,1289,2000,13,169.600000000000000000,0,613703,262,87.21125250471735,87.21125250471735,0.0676580702131244,55,,,,
17,ninja,rare,29,29,1,0,10.3226500000000000,1032.265,100,100,13,3500,0,269122,93,37.7545677333684,37.7545677333684,0.377545677333684,68,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.1816933333333333,1377.254,150,150,19,3700,0,560811,120,290.3192716724924,290.3192716724924,1.9354618111499493,37,,,,
19,button,common,29,29,1,0,3.8117842903897650,12811.407,3101,3361,14,126.140000000000000000,0,336375,267,79.16304618977185,79.16304618977185,0.025528231599410464,56,,,,
20,cat,uncommon,29,29,1,0,5.0866800000000000,3052.008,600,600,8,730.000000000000000000,0,1189839,330,823.8509427055493,823.8509427055493,1.3730849045092488,17,,,,
21,cherry,rare,29,21,1,0,9.3222100000000000,932.221,98,100,13,5920.000000000000000000,0,1589391,1308,389.24453356993837,389.24453356993837,3.971882995611616,30,,,,
22,egg,rare,29,21,1,0,13.3349100000000000,1333.491,100,100,23,9860.000000000000000000,0,1546957,615,1426.909868922741,1426.909868922741,14.26909868922741,8,,,,
23,coconut,rare,29,29,1,0,6.8252491349480969,1972.497,276,289,4,1800,0,150035,65,20.20696001778363,20.20696001778363,0.07321362325283924,72,,,,
24,cute,uncommon,29,29,1,0,5.5998569463548831,4071.096,710,727,4,541.800000000000000000,0,41608,54,5.603833721597903,5.603833721597903,0.007892723551546342,81,,,,
25,devil,epic,29,29,1,0,13.6375308641975309,1104.640,80,81,25,8000,0,300783,164,54.94613445508934,54.94613445508934,0.6868266806886167,60,,,,
26,revolver,uncommon,29,29,1,0,3.8208200000000000,2292.492,600,600,7,778.000000000000000000,0,1172196,677,966.2529553580858,966.2529553580858,1.6104215922634764,14,,,,
27,disguise,epic,29,29,1,0,12.2045454545454545,939.750,76,77,25,5957.000000000000000000,0,367857,123,198.499014414091,198.499014414091,2.611829137027513,43,,,,
28,dog,uncommon,29,29,1,0,4.6481700000000000,2788.902,600,600,12,549.000000000000000000,0,313353,219,245.60514285819622,245.60514285819622,0.40934190476366034,40,,,,
29,donut,uncommon,29,29,1,0,5.4300966887417219,4099.723,695,755,11,400,0,305815,217,69.79476903742267,69.79476903742267,0.10042412811139952,57,,,,
30,baseball,epic,29,29,1,0,9.6313802816901408,683.828,70,71,17,5178.800000000000000000,0,103510,33,15.439818237400216,15.439818237400216,0.22056883196286023,74,,,,
31,bowie,rare,29,29,1,0,7.6302861445783133,2533.255,328,332,4,1800,0,238748,136,32.15497244193559,32.15497244193559,0.0980334525668768,70,,,,
32,eyeball,rare,29,29,1,0,6.9716813559322034,2056.646,282,295,4,1278.000000000000000000,0,49933,22,6.725058383497117,6.725058383497117,0.023847724764174176,80,,,,
33,eyeball2,epic,29,29,1,0,10.6291842105263158,807.818,72,76,17,6420.000000000000000000,0,174527,110,104.81289882968487,104.81289882968487,1.4557347059678454,53,,,,
34,discoball,epic,29,29,1,0,13.7052075471698113,726.376,53,53,17,9100.000000000000000000,1,1104525,188,479.87380195181345,479.87380195181345,9.054222678336103,27,,,,
35,fishcake,uncommon,29,29,1,0,5.3310549597855228,3976.967,696,746,4,433.800000000000000000,0,107936,122,14.536997610420862,14.536997610420862,0.020886490819570204,75,,,,
