id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,28.3468000000000000,283.468,10,10,7,58985.714285714284000000,0,493008,493008,168,71.46751600799988,71.46751600799988,7.146751600799988,45,,,,
4,8ball,common,29,24,1,0,4.2195128635346756,15088.978,3307,3576,31,100,0,314703,176304,77,83.3417485727191,83.3417485727191,0.025201617348871816,41,,,,
7,alien,common,29,24,1,0,4.7259430000000000,9451.886,2000,2000,23,188,0,594739,301286,207,137.42741790252282,137.42741790252282,0.06871370895126142,36,,,,
8,angel,epic,29,29,1,0,15.3433800000000000,767.169,50,50,28,9000.000000000000000000,0,243249,243249,111,67.37179685058102,67.37179685058102,1.3474359370116205,46,,,,
9,banana,rare,29,29,1,0,8.0778200000000000,1211.673,150,150,26,1922,0,11371,11371,13,0.8260593314712943,0.8260593314712943,0.005507062209808629,80,,,,
11,basketball,common,29,29,1,0,3.0977850047303690,13097.435,4030,4228,24,93,0,187357,187357,106,26.16329949563777,26.16329949563777,0.0064921338698853024,55,,,,
12,beachball,common,29,29,1,0,3.6103953089244851,12621.942,3262,3496,8,92,0,9199,9199,12,1.722785457669513,1.722785457669513,0.0005281377859195318,76,,,,
13,bomb,uncommon,29,29,1,0,5.3705766666666667,3222.346,600,600,5,2025,0,2226623,2095581,442,770.4042757576964,770.4042757576964,1.2840071262628272,16,400.000000000000000000,,,
14,shades,epic,29,29,1,0,15.2665200000000000,763.326,50,50,33,8888,1,1239943,1018596,125,701.4788966593661,701.4788966593661,14.029577933187323,17,,,,
15,bowling,common,29,29,1,0,3.0070370000000000,6014.074,1998,2000,27,181.000000000000000000,0,14687,14687,11,3.2995781894747545,3.2995781894747545,0.0016514405352726499,72,,,,
17,ninja,rare,29,29,1,0,10.5530500000000000,1055.305,100,100,18,4120.000000000000000000,0,424076,424076,92,45.798447259038056,45.798447259038056,0.45798447259038055,51,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7811533333333333,1467.173,150,150,23,4000,0,848727,848727,178,551.7445650775793,551.7445650775793,3.678297100517195,19,,,,
19,button,common,29,29,1,0,3.8391102456560815,12814.950,3081,3338,19,104.000000000000000000,0,29670,29670,22,6.83048503398049,6.83048503398049,0.002216970150594122,70,,,,
20,cat,uncommon,29,29,1,0,5.3287016666666667,3197.221,600,600,9,990.000000000000000000,0,596512,591994,329,849.614509355846,849.614509355846,1.4160241822597435,12,,,,
21,cherry,rare,29,29,1,0,10.2643200000000000,1026.432,98,100,17,3300.000000000000000000,0,7023,7023,4,1.5307307213534396,1.5307307213534396,0.015619701238300403,78,,,,
22,egg,rare,29,29,1,0,13.9971700000000000,1399.717,100,100,25,8500,0,2098494,1681778,331,842.3181585274943,842.3181585274943,8.423181585274943,13,,,,
