id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,RankPrize,ZonePrize
80,wheeee,rare,29,29,1,0,8.9556466666666667,1343.347,150,150,21,3624.400000000000000000,1,580821,580821,121,491.6908574107321,491.6908574107321,3.277939049404881,22,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5654800000000000,878.274,50,50,28,18000,0,219608,219608,44,200.6373854237605,200.6373854237605,4.01274770847521,38,,,,
83,ape,epic,29,29,1,0,16.9588000000000000,847.940,50,50,12,15000,0,28452,28452,7,6.0686351928730735,6.0686351928730735,0.12137270385746148,70,,,,
84,ghost,epic,29,29,1,0,23.2145400000000000,1160.727,50,50,23,49600.000000000000000000,0,4811531,4809930,1235,1358.4955549942647,1358.4955549942647,27.169911099885294,8,400.000000000000000000,,,
85,diver,rare,29,29,1,0,8.2746466666666667,1241.197,150,150,7,6550.000000000000000000,0,2475980,2465605,746,1117.9197489572703,1117.9197489572703,7.452798326381802,10,,,,
86,cobra,legendary,29,29,1,0,34.3575000000000000,343.575,10,10,10,72500,1,2644503,2594351,549,1273.0125054353514,1273.0125054353514,127.30125054353513,9,,,,
87,clock,common,29,29,1,0,2.4682940000000000,4936.588,2000,2000,25,198,0,7363,7363,8,1.2814950536341825,1.2814950536341825,0.0006407475268170912,82,,,,
88,ladybug,rare,29,21,1,0,9.8112200000000000,1471.683,150,150,26,8500,4,4756032,4055478,1202,1958.8564169570386,1958.8564169570386,13.059042779713591,6,300.000000000000000000,,,
89,dragon,epic,29,29,1,100.000000000000000000,16.5101800000000000,825.509,50,50,7,13670.000000000000000000,0,1750684,1745188,463,896.9754634345397,896.9754634345397,17.939509268690795,12,,,,
90,virus,common,29,29,1,0,2.5535975000000000,5107.195,2000,2000,24,150.000000000000000000,0,256876,256876,110,46.215181565237444,46.215181565237444,0.02310759078261872,52,,,,
91,cougar,rare,29,29,1,0,9.1614600000000000,1374.219,150,150,33,2500,0,287486,287486,85,167.9714061030904,167.9714061030904,1.1198093740206028,39,,,,
92,botroyale,legendary,29,29,1,0,23.6189000000000000,236.189,10,10,28,47240.000000000000000000,0,1199284,727280,240,515.1383218556043,515.1383218556043,51.51383218556043,20,,,,
93,mummy,epic,29,29,1,0,15.1833400000000000,759.167,50,50,22,8888,0,183110,183110,31,163.03748069666108,163.03748069666108,3.2607496139332217,40,,,,
94,frankie,rare,29,29,1,0,7.3424200000000000,1101.363,150,150,14,2900,0,2739980,2413104,830,676.7817088113784,676.7817088113784,4.511878058742522,13,,,,
95,earth,uncommon,29,29,1,0,3.0756166666666667,1845.370,600,600,20,706.000000000000000000,0,174041,172573,128,31.339445755185295,31.339445755185295,0.05223240959197549,56,,,,
131,bat,epic,29,29,1,0,10.8231800000000000,541.159,50,50,33,11428.5619047619,0,200630,200630,64,105.41700215875261,105.41700215875261,2.108340043175052,45,,,,
