id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.0102000000000000,300.102,10,10,14,63900.000000000000000000,0,445432,105,91.23816319442884,91.23816319442884,9.123816319442884,54,,,,
4,8ball,common,29,24,1,0,4.1774479776847978,14976.151,3316,3585,25,118,0,517100,496,210.71579459322115,210.71579459322115,0.06354517327901724,44,,,,
7,alien,common,29,29,1,0,4.6574780000000000,9314.956,2000,2000,7,179.000000000000000000,0,345132,249,79.59763225778947,79.59763225778947,0.039798816128894736,56,,,,
8,angel,epic,29,24,1,0,17.8658400000000000,893.292,50,50,17,30280.000000000000000000,1,3856732,1481,1074.1058617090116,1074.1058617090116,21.482117234180233,18,,,,
9,banana,rare,29,29,1,0,7.9178266666666667,1187.674,150,150,9,2000,0,641279,119,248.5503749251875,248.5503749251875,1.65700249950125,42,,,,
11,basketball,common,29,29,1,0,3.8997412723041117,10053.533,2379,4284,31,155,0,242551,207,60.84486393231862,60.84486393231862,0.02557581501989013,60,,,,
12,beachball,common,29,29,1,0,3.5901679498146564,12590.719,3273,3507,18,114.000000000000000000,0,877076,321,458.5888245374595,458.5888245374595,0.14011268699586296,31,,,,
13,bomb,uncommon,29,29,1,0,5.0774616666666667,3046.477,600,600,14,825.000000000000000000,0,2095960,593,617.2499251523909,617.2499251523909,1.0287498752539848,26,,,,
14,shades,epic,29,29,1,0,14.7155200000000000,735.776,50,50,25,10500,0,42315,16,7.530746467629839,7.530746467629839,0.15061492935259677,83,,,,
15,bowling,common,29,29,1,0,3.0381390874106652,5526.375,1817,2000,31,153.600000000000000000,0,268774,380,67.42300571238627,67.42300571238627,0.03710677254396603,57,,,,
17,ninja,rare,29,29,1,0,10.4213400000000000,1042.134,100,100,28,5650.000000000000000000,0,536513,169,412.370762953693,412.370762953693,4.12370762953693,33,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.3382866666666667,1400.743,150,150,22,3626.400000000000000000,1,2868357,681,1632.6081602730376,1632.6081602730376,10.88405440182025,13,,,,
19,button,common,29,29,1,0,3.8247743957027753,12816.819,3093,3351,26,130,0,93001,135,24.332866672654106,24.332866672654106,0.007867076195491143,70,,,,
