id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,27.9284000000000000,279.284,10,10,3,59900.000000000000000000,0,105170,105170,16,19.855682232048103,19.855682232048103,1.9855682232048104,65,,,,
4,8ball,common,29,19,1,0,4.2191646171045277,15096.171,3309,3578,18,99.600000000000000000,0,118165,118165,64,31.9574448640604,31.9574448640604,0.00965773492416452,61,,,,
7,alien,common,29,24,1,0,4.7221645000000000,9444.329,2000,2000,5,172.600000000000000000,0,851441,439340,274,304.84737801159065,304.84737801159065,0.15242368900579534,29,,,,
8,angel,epic,29,29,1,0,15.2960200000000000,764.801,50,50,14,10800.000000000000000000,0,993353,504496,204,74.78904163117575,74.78904163117575,1.495780832623515,52,,,,
9,banana,rare,29,29,1,0,8.0614133333333333,1209.212,150,150,23,2040.000000000000000000,0,170987,94468,58,31.931343680470192,31.931343680470192,0.21287562453646794,62,,,,
11,basketball,common,29,24,1,0,3.0869084673604541,13051.449,4030,4228,19,92,0,196525,114192,108,44.43052298824802,44.43052298824802,0.011024943669540451,59,,,,
12,beachball,common,29,29,1,0,3.6135404401257502,12643.778,3265,3499,6,90.000000000000000000,0,318999,174698,74,200.7835316673076,200.7835316673076,0.06149572179703143,39,,,,
13,bomb,uncommon,29,29,1,0,5.3471050000000000,3208.263,600,600,14,1488.000000000000000000,2,6634308,5720596,805,1903.4744201236888,1903.4744201236888,3.1724573668728144,6,300.000000000000000000,234,,
14,shades,epic,29,29,1,0,15.1878200000000000,759.391,50,50,32,9750,2,4632432,3766053,274,1571.9421883541015,1571.9421883541015,31.43884376708203,8,,,,
15,bowling,common,29,29,1,0,2.9856960000000000,5971.392,1998,2000,4,179,0,164661,164612,76,104.26202893762118,104.26202893762118,0.05218319766647707,48,,,,
17,ninja,rare,29,29,1,0,10.5247300000000000,1052.473,100,100,10,4500,0,1930,1930,2,0.1740271715684253,0.1740271715684253,0.0017402717156842528,83,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7394600000000000,1460.919,150,150,30,9320.000000000000000000,0,461021,461021,117,263.9570393210516,263.9570393210516,1.7597135954736771,31,,,,
19,button,common,29,29,1,0,3.8379368074273735,12814.871,3082,3339,13,87.600000000000000000,0,400457,209116,108,71.10408486385545,71.10408486385545,0.023070760825391126,53,,,,
20,cat,uncommon,29,29,1,0,5.2306533333333333,3138.392,600,600,31,1000,1,2181494,1535043,479,1238.0699264303048,1238.0699264303048,2.0634498773838414,11,,,,
21,cherry,rare,29,29,1,0,10.2520900000000000,1025.209,98,100,33,3300.000000000000000000,0,211111,211111,59,133.44079968617837,133.44079968617837,1.361640813124269,43,,,,
22,egg,rare,29,29,1,0,13.9831300000000000,1398.313,100,100,22,8500,1,3408634,2910119,594,1848.6608687703629,1848.6608687703629,18.48660868770363,7,,,,
23,coconut,rare,29,29,1,0,7.0862105263157895,2019.570,273,285,7,1550,0,,,,,,,85,,,,
24,cute,uncommon,29,29,1,0,5.7241986206896552,4150.044,708,725,10,500,0,12392,12392,11,1.1173806787958165,1.1173806787958165,0.0015782212977342041,79,,,,
25,devil,epic,29,29,1,0,14.6880853658536585,1204.423,81,82,22,11000.000000000000000000,2,2645212,2374316,609,1408.963179591073,1408.963179591073,17.394607155445346,10,,,,
26,revolver,uncommon,29,29,1,0,4.1368733333333333,2482.124,600,600,19,710.000000000000000000,0,287635,287635,98,135.6635236053576,135.6635236053576,0.22610587267559598,42,,,,
27,disguise,epic,29,29,1,0,12.3803108108108108,916.143,73,74,15,7380.000000000000000000,0,2700,2700,3,0.38064597903734904,0.38064597903734904,0.005214328479963686,81,,,,
