id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.2292000000000000,322.292,10,10,24,129084.138000000000000000,1,46069,18,329.8535331464334,329.8535331464334,32.98535331464334,31,,,,
4,8ball,common,29,29,1,0,4.1585297552836485,14954.073,3327,3605,11,115.000000000000000000,0,1964,2,1.0225017098528384,1.0225017098528384,0.00030733444840782637,74,,,,
7,alien,common,29,29,1,0,4.5970945000000000,9194.189,2000,2000,23,185,0,36363,20,34.52289114028861,34.52289114028861,0.017261445570144304,61,,,,
8,angel,epic,29,24,1,0,17.4207800000000000,871.039,50,50,13,17499.800000000000000000,1,250366,65,1070.638464957251,1070.638464957251,21.41276929914502,11,,,,
9,banana,rare,29,29,1,0,7.8244133333333333,1173.662,150,150,10,1960.800000000000000000,1,61921,23,410.36483069445137,410.36483069445137,2.735765537963009,24,,,,
11,basketball,common,29,29,1,0,3.9181435877261998,9959.921,2343,4300,14,114.200000000000000000,0,15348,17,50.41388266432004,50.41388266432004,0.021516808648877526,54,,,,
12,beachball,common,29,29,1,0,3.6203596643518519,12511.963,3220,3520,23,104,0,47803,31,45.38398276212679,45.38398276212679,0.014094404584511427,57,,,,
13,bomb,uncommon,29,29,1,0,5.0172033333333333,3010.322,600,600,5,850,0,12639,7,14.126141370534334,14.126141370534334,0.023543568950890558,67,,,,
14,shades,epic,29,29,1,0,14.5522200000000000,727.611,50,50,22,12510.000000000000000000,0,3765,1,317.5005290576766,317.5005290576766,6.350010581153532,33,,,,
15,bowling,common,29,29,1,0,3.6862391836734694,4515.643,1223,2000,23,172.400000000000000000,0,412,1,11.399955813088688,11.399955813088688,0.009321304834904896,68,,,,
17,ninja,rare,29,29,1,0,10.2148700000000000,1021.487,100,100,8,5500,0,43228,12,244.3464216500446,244.3464216500446,2.443464216500446,35,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4320133333333333,1414.802,150,150,30,3666.600000000000000000,0,78372,26,409.80276827258547,409.80276827258547,2.7320184551505697,25,,,,
19,button,common,29,29,1,0,3.8105937685459941,12841.701,3108,3370,17,115.200000000000000000,1,149735,73,329.7118236382025,329.7118236382025,0.10608488534047698,32,,,,
20,cat,uncommon,29,29,1,0,5.0779266666666667,3046.756,600,600,33,1000,0,18142,11,75.71195212651459,75.71195212651459,0.12618658687752432,51,,,,
21,cherry,rare,29,29,1,0,9.1884000000000000,918.840,98,100,25,2180.000000000000000000,0,1005,1,40.00276615391663,40.00276615391663,0.40819149136649624,59,,,,
22,egg,rare,29,24,1,0,13.2184600000000000,1321.846,100,100,28,8660.000000000000000000,3,959695,201,2829.7808474472313,2829.7808474472313,28.297808474472312,3,100.000000000000000000,713,,
23,coconut,rare,29,29,1,0,6.8337628865979381,1988.625,278,291,32,1750,0,75747,64,448.2639731230871,448.2639731230871,1.6124603349751334,20,,,,
24,cute,uncommon,29,29,1,0,5.5931430536451169,4066.215,710,727,23,308.000000000000000000,0,,,,,,76,,,,
25,devil,epic,29,29,1,0,13.6439882352941176,1159.739,84,85,23,8500,0,203433,73,639.537259495827,639.537259495827,7.613538803521751,13,,,,
26,revolver,uncommon,29,19,1,0,3.7887083333333333,2273.225,600,600,23,675.600000000000000000,0,,,,,,77,,,,
27,disguise,epic,29,29,1,0,12.1685844155844156,936.981,76,77,12,5842.600000000000000000,0,9363,8,46.54176030264759,46.54176030264759,0.6123915829295735,55,,,,
28,dog,uncommon,29,29,1,0,4.6428200000000000,2785.692,600,600,25,547.400000000000000000,0,91575,28,384.66994705726137,384.66994705726137,0.6411165784287689,28,,,,
29,donut,uncommon,29,29,1,0,5.4233253968253968,4100.034,696,756,20,339.000000000000000000,0,133933,53,172.9879113581547,172.9879113581547,0.2485458496525211,41,,,,
30,baseball,epic,29,29,1,0,9.6243239436619718,683.327,70,71,17,5178.800000000000000000,0,,,,,,78,,,,
31,bowie,rare,29,29,1,0,7.6773065476190476,2579.575,332,336,30,1499,1,119081,49,442.2429072933736,442.2429072933736,1.3320569496788361,21,,,,
32,eyeball,rare,29,29,1,0,6.9637796610169492,2054.315,282,295,14,1300,0,39611,13,479.7820422115674,479.7820422115674,1.7013547596154872,19,,,,
33,eyeball2,epic,29,29,1,0,10.5957051282051282,826.465,74,78,17,5500.000000000000000000,0,1141,1,0.8742487461865105,0.8742487461865105,0.011814172245763655,75,,,,
34,discoball,epic,29,29,1,0,13.6504905660377358,723.476,53,53,14,9100.000000000000000000,0,5735,2,25.548163769744235,25.548163769744235,0.48204082584423086,63,,,,
35,fishcake,uncommon,29,29,1,0,5.3314098798397864,3993.226,699,749,23,364.000000000000000000,0,,,,,,79,,,,
36,floater,rare,29,29,1,0,8.0789200000000000,1211.838,150,150,27,6499,0,58078,33,43.71876849441716,43.71876849441716,0.29145845662944775,58,100.000000000000000000,,,
37,fox,uncommon,29,29,1,0,5.9022659974905897,4704.106,724,797,14,510,0,5150,3,22.942117421827867,22.942117421827867,0.031688007488712526,64,,,,
38,fox777,legendary,29,24,1,0,28.0768571428571429,393.076,14,14,23,143969.738000000000000000,0,67628,23,64.20576085678955,64.20576085678955,4.586125775484968,52,,,,
40,gamer,rare,29,29,1,0,9.2076600000000000,920.766,99,100,17,3100.000000000000000000,0,,,,,,80,,,,
41,xmasball,epic,29,29,1,0,10.6963809523809524,673.872,62,63,17,5980.000000000000000000,0,31001,12,87.07710980736672,87.07710980736672,1.404469513022044,49,,,,
42,derp,uncommon,29,29,1,0,6.8282452380952381,2867.863,420,420,27,1000,0,90600,58,191.52376260236235,191.52376260236235,0.4560089585770532,38,,,,
43,moneybag,legendary,29,29,1,0,21.7812000000000000,217.812,10,10,24,43356.600000000000000000,0,40972,28,192.30478943421176,192.30478943421176,19.230478943421176,37,,,,
44,moon,uncommon,24,24,1,0,5.3883733333333333,3233.024,600,600,19,2479.800000000000000000,2,323843,196,1506.2800107200303,1506.2800107200303,2.510466684533384,6,100.000000000000000000,,,
45,bull,uncommon,29,29,1,0,6.0845850000000000,4867.668,766,800,6,569,1,117898,105,405.838825446933,405.838825446933,0.5298156990168839,26,,,,
46,opencan,uncommon,29,29,1,0,4.9349600000000000,2960.976,600,600,32,718.000000000000000000,1,217339,197,1157.9286708342404,1157.9286708342404,1.9298811180570674,10,,,,
47,candyswirl,rare,29,29,1,0,10.3258400000000000,1032.584,100,100,4,3415.500000000000000000,0,32757,19,111.36393719938634,111.36393719938634,1.1136393719938633,47,,,,
48,royman,epic,29,29,1,0,13.5313600000000000,676.568,50,50,17,10000,0,,,,,,81,,,,
49,panda,uncommon,29,24,1,0,5.2560650000000000,3153.639,599,600,23,526.000000000000000000,0,1900,3,1.8038526295010961,1.8038526295010961,0.003011440116028541,73,,,,
50,melon,rare,29,29,1,0,7.1260208333333333,2052.294,284,288,6,1560.000000000000000000,0,38339,18,25.88753882436076,25.88753882436076,0.09115330571958014,62,,,,
51,casinochip,uncommon,29,29,1,0,4.7154333333333333,2829.260,600,600,16,699.800000000000000000,0,13245,6,5.074393589796416,5.074393589796416,0.008457322649660693,72,,,,
52,pizza,rare,29,29,1,0,8.6160333333333333,1292.405,150,150,31,3790.138000000000000000,0,111967,57,588.7512940537209,588.7512940537209,3.9250086270248064,15,,,,
53,jackolantern,rare,29,29,1,0,9.5739733333333333,1436.096,150,150,17,2100,0,14317,7,10.969867922131701,10.969867922131701,0.07313245281421134,69,,,,
54,waffle,uncommon,29,29,1,0,5.1008986486486486,3774.665,691,740,23,447.200000000000000000,0,,,,,,82,,,,
55,saturn,common,24,29,1,0,3.9762037371910790,6596.522,1654,2000,29,165,0,75074,117,393.2521946051151,393.2521946051151,0.23775827968870322,27,,,,
56,marble,rare,29,29,1,0,7.1842551724137931,2083.434,280,290,14,1591.000000000000000000,0,28705,11,309.8687112834365,309.8687112834365,1.106673968869416,34,,,,
57,skull,uncommon,29,29,1,0,6.4938698315467075,4240.497,651,653,23,1187.998600000000000000,0,83313,57,126.36648051783295,126.36648051783295,0.1941113372009723,45,,,,
58,skullpatch,rare,29,29,1,0,8.7313133333333333,1309.697,150,150,16,2440.000000000000000000,2,377221,84,534.5166537591667,534.5166537591667,3.563444358394445,16,,,,
59,soccerball,common,29,21,1,0,3.4171395000000000,6834.279,1997,2000,27,308.000000000000000000,0,78192,86,132.85402289009522,132.85402289009522,0.0665268016475189,43,,,,
