id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,RankPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,32.4994000000000000,324.994,10,10,8,79524.138000000000000000,0,710385,79,128.66733484201632,128.66733484201632,12.866733484201632,47,,,,
4,8ball,common,29,24,1,0,4.1556157278304518,14902.038,3317,3586,23,138.000000000000000000,0,215582,204,35.11029968411778,35.11029968411778,0.010584956190569123,58,,,,
7,alien,common,29,29,1,0,4.6180005000000000,9236.001,2000,2000,23,220.000000000000000000,0,256794,156,46.08857824196025,46.08857824196025,0.023044289120980124,55,,,,
8,angel,epic,29,29,1,0,17.7230000000000000,886.150,50,50,7,18718.000000000000000000,0,495910,135,524.9363194001317,524.9363194001317,10.498726388002632,25,,,,
9,banana,rare,29,29,1,0,7.8807933333333333,1182.119,150,150,28,1999,0,86103,45,42.60253937334072,42.60253937334072,0.2840169291556048,56,,,,
11,basketball,common,29,29,1,0,3.9102706943899568,9967.280,2350,4291,18,121.600000000000000000,0,53611,51,25.35138776722887,25.35138776722887,0.01078782458179952,65,,,,
12,beachball,common,29,29,1,0,3.6089749928140270,12555.624,3244,3512,18,125.000000000000000000,0,240054,158,316.5011008078086,316.5011008078086,0.09756507423175358,35,,,,
13,bomb,uncommon,29,29,1,0,5.0413950000000000,3024.837,600,600,19,975,0,74627,49,20.78970682838609,20.78970682838609,0.03464951138064348,68,,,,
14,shades,epic,29,29,1,0,14.6336600000000000,731.683,50,50,32,12070.000000000000000000,0,439011,79,393.4838445720768,393.4838445720768,7.869676891441536,30,,,,
15,bowling,common,29,29,1,0,3.3891896792189679,4860.098,1432,2000,29,146.000000000000000000,0,444450,247,375.90747198551566,375.90747198551566,0.2625052178669802,34,,,,
17,ninja,rare,29,29,1,0,10.3777900000000000,1037.779,100,100,7,4660.000000000000000000,0,40188,36,16.158328124561532,16.158328124561532,0.16158328124561533,74,,,,
18,burger,rare,29,21,1,300.000000000000000000,9.2426133333333333,1386.392,150,150,32,3898.000000000000000000,0,214776,89,85.95054468543357,85.95054468543357,0.5730036312362238,50,,,,
19,button,common,29,24,1,0,3.8226435171385991,12824.969,3097,3355,27,129.560000000000000000,0,437507,239,394.88989400593624,394.88989400593624,0.12750723087049928,29,,,,
20,cat,uncommon,29,29,1,0,5.1063883333333333,3063.833,600,600,24,965.000000000000000000,1,2558680,679,1836.3845404558308,1836.3845404558308,3.060640900759718,10,,,,
21,cherry,rare,29,24,1,0,10.0650100000000000,1006.501,98,100,28,3692.000000000000000000,0,8060,13,3.9879733267032074,3.9879733267032074,0.040693605374522525,81,,,,
22,egg,rare,29,29,1,0,13.4617500000000000,1346.175,100,100,7,7740.000000000000000000,0,900344,629,905.4343345239754,905.4343345239754,9.054343345239754,17,,,,
23,coconut,rare,29,29,1,0,6.8400207612456747,1976.766,276,289,22,1700,0,160605,44,25.116720138507123,25.116720138507123,0.09100260919748958,66,,,,
24,cute,uncommon,29,29,1,0,5.6200756533700138,4085.795,710,727,23,525,0,55008,66,8.95875984555274,8.95875984555274,0.012617971613454562,76,,,,
25,devil,epic,29,29,1,0,13.6802098765432099,1108.097,80,81,9,8000,0,239566,71,142.13105925269758,142.13105925269758,1.7766382406587198,46,,,,
26,revolver,uncommon,29,29,1,0,3.8732633333333333,2323.958,600,600,20,1350.666000000000000000,1,1036086,617,1419.2697642926005,1419.2697642926005,2.3654496071543343,12,,,,
27,disguise,epic,29,29,1,0,12.2574675324675325,943.825,76,77,15,5957.000000000000000000,0,658895,147,385.13038026020115,385.13038026020115,5.067505003423699,32,,,,
