id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.3434000000000000,323.434,10,10,8,79524.138000000000000000,0,235489,133,117.30804013618904,117.30804013618904,11.730804013618904,53,,,,
4,8ball,common,29,24,1,0,4.1573601000277855,14962.339,3330,3599,5,120,1,311889,284,489.2729163289033,489.2729163289033,0.14692880370237338,30,,,,
7,alien,common,29,29,1,0,4.6019605000000000,9203.921,2000,2000,33,244,0,212530,140,124.86479373609924,124.86479373609924,0.06243239686804962,52,,,,
8,angel,epic,24,24,1,0,17.4871800000000000,874.359,50,50,11,20000,0,1339471,335,486.2642297766926,486.2642297766926,9.725284595533852,31,,,,
9,banana,rare,29,29,1,0,7.8603466666666667,1179.052,150,150,27,2003.800000000000000000,0,4703,6,2.0593134189169064,2.0593134189169064,0.01372875612611271,83,,,,
11,basketball,common,29,29,1,0,3.9190149371069182,9969.974,2345,4300,21,106.380800000000000000,0,418549,213,320.40207916732516,320.40207916732516,0.13663201670248407,38,,,,
12,beachball,common,29,29,1,0,3.6183809248554913,12519.598,3224,3520,25,99.000000000000000000,0,256049,168,31.354012040531224,31.354012040531224,0.00972518983887445,66,,,,
13,bomb,uncommon,29,29,1,0,5.0248833333333333,3014.930,600,600,23,660.000000000000000000,0,2199521,802,318.4925344294961,318.4925344294961,0.5308208907158268,39,,,,
14,shades,epic,29,29,1,0,14.5624400000000000,728.122,50,50,10,12510.000000000000000000,0,209871,49,151.8002614786502,151.8002614786502,3.0360052295730044,50,,,,
15,bowling,common,29,29,1,0,3.6424811849479584,4549.459,1247,2000,25,170,1,698409,217,643.9668117447055,643.9668117447055,0.5164128402122738,19,,,,
17,ninja,rare,29,29,1,0,10.3046800000000000,1030.468,100,100,13,4050.000000000000000000,0,193407,85,38.61196556944795,38.61196556944795,0.38611965569447954,64,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4397666666666667,1415.965,150,150,28,3583.200000000000000000,0,464489,182,127.99615687651767,127.99615687651767,0.8533077125101178,51,,,,
19,button,common,29,29,1,0,3.8113738123515439,12836.707,3107,3368,13,105,0,154449,149,23.572532987244397,23.572532987244397,0.007586911164224138,70,,,,
20,cat,uncommon,29,29,1,0,5.0809433333333333,3048.566,600,600,29,730.000000000000000000,0,1069835,405,481.136648594702,481.136648594702,0.8018944143245034,32,,,,
21,cherry,rare,29,29,1,0,9.1923800000000000,919.238,98,100,11,2200,0,7518,10,3.1491255108720555,3.1491255108720555,0.03213393378440873,81,,,,
22,egg,rare,29,21,1,0,13.2859000000000000,1328.590,100,100,13,8660.000000000000000000,2,4637268,1405,2230.0564547263466,2230.0564547263466,22.300564547263466,4,100.000000000000000000,596,,
23,coconut,rare,29,29,1,0,6.8180899653979239,1970.428,276,289,31,1800,0,364703,171,44.787026364695016,44.787026364695016,0.16227183465469208,61,,,,
24,cute,uncommon,29,29,1,0,5.5953493810178817,4067.819,710,727,31,534.647619047619048000,0,23989,35,2.945947731339388,2.945947731339388,0.0041492221568160395,82,,,,
25,devil,epic,29,29,1,0,13.6892588235294118,1163.587,84,85,4,8500,1,645377,236,692.4795193442515,692.4795193442515,8.243803801717279,17,,,,
26,revolver,uncommon,29,21,1,0,3.8048983333333333,2282.939,600,600,16,700.000000000000000000,0,744407,527,207.50920312299743,207.50920312299743,0.3458486718716624,43,,,,
27,disguise,epic,29,29,1,0,12.1891558441558442,938.565,76,77,17,5957.000000000000000000,0,249762,91,103.3139451331264,103.3139451331264,1.3593940149095578,55,,,,
28,dog,uncommon,29,29,1,0,4.6333666666666667,2780.020,600,600,24,531.000000000000000000,0,87200,77,78.09692355405022,78.09692355405022,0.13016153925675036,58,,,,
29,donut,uncommon,29,29,1,0,5.4263576158940397,4096.900,695,755,6,363.000000000000000000,1,493312,158,420.0194148049134,420.0194148049134,0.6043444817336884,34,,,,
