id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,27.8978000000000000,278.978,10,10,12,59900.000000000000000000,0,447821,394980,75,62.503047772564685,62.503047772564685,6.250304777256469,49,,,,
4,8ball,common,29,29,1,0,4.2148163778647289,15080.613,3309,3578,22,95,0,582370,338981,214,175.292897614434,175.292897614434,0.05297458374567362,36,,,,
7,alien,common,29,21,1,0,4.7211975000000000,9442.395,2000,2000,25,162.000000000000000000,0,201970,201970,85,21.518614598390116,21.518614598390116,0.010759307299195059,62,,,,
8,angel,epic,29,29,1,0,15.2874000000000000,764.370,50,50,15,10800.000000000000000000,0,757937,383377,196,167.01323633416433,167.01323633416433,3.3402647266832868,38,,,,
9,banana,rare,29,29,1,0,8.0495133333333333,1207.427,150,150,17,2071.110000000000000000,0,54511,54511,35,7.5093117237529645,7.5093117237529645,0.0500620781583531,73,,,,
11,basketball,common,29,29,1,0,3.1205537451361868,12831.717,3914,4230,9,94.000000000000000000,1,838693,555574,350,433.6019876079035,433.6019876079035,0.11078231671126813,23,,,,
12,beachball,common,29,29,1,0,3.6113572449271220,12636.139,3265,3499,24,90.560000000000000000,0,532755,514199,137,66.01689864885543,66.01689864885543,0.0202195707959741,48,,,,
13,bomb,uncommon,29,29,1,0,5.3163050000000000,3189.783,600,600,29,1164.000000000000000000,2,5710729,5328706,924,1789.8603155833725,1789.8603155833725,2.9831005259722874,9,,,,
14,shades,epic,29,24,1,0,15.0241000000000000,751.205,50,50,10,9800,0,532454,532454,180,195.64517583538242,195.64517583538242,3.9129035167076482,35,,,,
15,bowling,common,29,29,1,0,2.9808005000000000,5961.601,1998,2000,11,190,0,87170,87170,34,13.931193701444538,13.931193701444538,0.006972569420142412,67,,,,
17,ninja,rare,29,29,1,0,10.5088200000000000,1050.882,100,100,21,5020.000000000000000000,0,,,,,,,85,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.6686866666666667,1450.303,150,150,10,7000,2,5418538,4324061,642,1836.4534675181405,1836.4534675181405,12.243023116787604,8,,,,
19,button,common,29,29,1,0,3.8361000299490866,12808.738,3082,3339,13,97.000000000000000000,0,33752,32857,23,5.2378107715668065,5.2378107715668065,0.0016994843515791066,76,,,,
20,cat,uncommon,29,29,1,0,5.2064300000000000,3123.858,600,600,26,870.000000000000000000,1,1204544,843518,373,519.8274559487949,519.8274559487949,0.8663790932479914,17,,,,
21,cherry,rare,29,29,1,0,10.2483400000000000,1024.834,98,100,26,3300.000000000000000000,0,256127,249139,91,169.29404177410973,169.29404177410973,1.7274902221847932,37,,,,
22,egg,rare,29,29,1,0,13.9515400000000000,1395.154,100,100,23,8500,0,1719713,1719713,438,241.32494605832972,241.32494605832972,2.4132494605832973,29,100.000000000000000000,,,
23,coconut,rare,29,29,1,0,7.0487719298245614,2008.900,273,285,25,1550,0,85369,85369,15,9.095522155022854,9.095522155022854,0.03331693097077969,70,,,,
