id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
54,waffle,uncommon,29,24,1,0,5.1748473177441541,3762.114,678,727,23,370.598000000000000000,0,8212,8212,1,1.625153255673536,1.625153255673536,0.0023969812030583126,74,,,,
55,saturn,common,29,29,1,0,3.7606540000000000,7521.308,1996,2000,29,200,0,30538,30538,19,10.492084706673644,10.492084706673644,0.005256555464265353,64,,,,
56,marble,rare,29,29,1,0,7.5326689895470383,2161.876,278,287,21,1400,0,26088,26088,11,4.096377348584034,4.096377348584034,0.014735170318647604,68,,,,
57,skull,uncommon,29,29,1,0,6.5818205521472393,4291.347,650,652,11,810.600000000000000000,1,1064155,780172,282,474.3564079625929,474.3564079625929,0.7297790891732199,21,,,,
58,skullpatch,rare,29,29,1,0,9.1601600000000000,1374.024,150,150,23,2350,0,383906,216042,135,105.74820155243438,105.74820155243438,0.7049880103495625,44,,,,
59,football,common,24,19,1,0,4.2345650000000000,8469.130,1997,2000,25,1200,7,11430404,9979572,2655,6813.391264750775,9813.391264750775,4.914066732474098,1,800.000000000000000000,1000,3000,216.25
60,starballoon,common,29,29,1,0,3.4735178231292517,12765.178,3412,3676,17,95,0,41386,41386,28,10.12252651504126,10.12252651504126,0.002966742823869068,65,,,,
61,tamagochi,epic,29,29,1,0,12.1202763157894737,921.141,76,76,11,6612.379047619047600000,0,192149,192149,75,99.426413836909,99.426413836909,1.3082422873277502,47,,,,
62,target,uncommon,29,29,1,0,5.0491823056300268,3766.690,711,746,5,399,0,510,510,1,0.11049807222673957,0.11049807222673957,0.00015541219722466887,83,,,,
64,tomato,uncommon,29,29,1,0,5.0408212877792378,3836.065,739,761,23,400,0,19261,9414,6,4.108524580612343,4.108524580612343,0.005559573180801547,67,,,,
65,volleyball,common,29,29,1,0,3.1120280000000000,6224.056,2000,2000,9,240,0,406945,406871,151,175.50768779761992,175.50768779761992,0.08775384389880996,34,,,,
66,racoon,uncommon,29,29,1,0,6.3615827984595635,4955.673,733,779,3,399,0,8893,8893,9,1.8879332638285375,1.8879332638285375,0.002575625189397732,73,,,,
67,peach,rare,29,29,1,0,10.2167900000000000,1021.679,100,100,9,4475,0,457725,316932,97,367.79626159874664,367.79626159874664,3.6779626159874663,23,,,,
68,watermelon,uncommon,29,29,1,0,4.2620900000000000,2557.254,600,600,9,537.996000000000000000,0,705420,705420,387,498.73041028008123,498.73041028008123,0.831217350466802,18,,,,
69,citrus,epic,29,29,1,0,15.7602400000000000,788.012,50,50,21,7206.400000000000000000,0,116759,116759,39,111.34025715781921,111.34025715781921,2.2268051431563842,42,,,,
70,potion,epic,29,29,1,0,14.0708800000000000,703.544,50,50,16,9440.000000000000000000,0,86328,86328,9,17.73000015429147,17.73000015429147,0.3546000030858294,60,,,,
71,crlogo,legendary,29,29,1,0,35.5485000000000000,355.485,10,10,23,72464.800000000000000000,2,5464079,5408779,902,3539.2001313400847,4039.2001313400847,403.92001313400846,3,300.000000000000000000,,500,154
72,yinyang,uncommon,29,29,1,0,5.4854573426573427,3922.102,687,715,26,408.600000000000000000,0,14007,13835,9,3.3007846939889607,3.3007846939889607,0.004804635653550161,69,,,,
73,waffle2,legendary,29,29,1,0,17.7631111111111111,319.736,18,18,8,40000,0,1482266,1078796,140,543.9186897893525,543.9186897893525,30.21770498829736,16,,,,
74,snowman,epic,29,29,1,0,12.5364600000000000,626.823,50,50,6,6955.400000000000000000,0,178935,178935,52,91.93330012560162,91.93330012560162,1.8386660025120323,49,,,,
75,crosshair,common,29,24,1,0,3.5909095000000000,7181.819,2000,2000,23,890.000000000000000000,0,2121073,2121073,701,1162.1597824929454,1162.1597824929454,0.5810798912464727,10,,,,
76,xmasball2,common,29,29,1,0,3.3891070351758794,13488.646,3760,3980,15,55,0,309589,309589,201,134.87636337584462,134.87636337584462,0.035871373238256545,39,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.5070800000000000,1150.708,100,100,15,3638.800000000000000000,0,9850,9850,4,1.3152925965382076,1.3152925965382076,0.013152925965382076,77,,,,
78,vase,common,29,21,1,0,2.5296576711644178,5061.845,2000,2000,12,170.000000000000000000,1,1651022,1172768,586,645.4928819601695,645.4928819601695,0.32274644098008476,14,,,,
79,ufo,uncommon,29,29,1,0,5.9553566666666667,3573.214,600,600,33,2000,0,690817,685075,140,336.65824319440605,336.65824319440605,0.5610970719906767,24,,,,
80,wheeee,rare,29,24,1,0,9.0138133333333333,1352.072,150,150,18,4211.400000000000000000,0,90893,90893,13,21.88927859729203,21.88927859729203,0.14592852398194686,58,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5718000000000000,878.590,50,50,33,16800.000000000000000000,0,136784,136784,41,14.753969025168367,14.753969025168367,0.29507938050336735,62,,,,
83,ape,epic,29,29,1,0,16.9905600000000000,849.528,50,50,32,13000,1,4424066,2212599,421,1148.4462085124942,1148.4462085124942,22.968924170249885,11,,,,
84,ghost,epic,29,21,1,0,23.3701400000000000,1168.507,50,50,31,45000,2,3260325,2884859,791,1348.2352152528067,1348.2352152528067,26.964704305056134,8,,,,
85,diver,rare,29,29,1,0,8.3087933333333333,1246.319,150,150,28,6800.000000000000000000,1,1895706,1847092,457,1231.1169185102187,1231.1169185102187,8.207446123401459,9,,,,
86,cobra,legendary,29,29,1,0,34.4274000000000000,344.274,10,10,22,72500,0,1612327,1338351,392,393.73645840860405,393.73645840860405,39.373645840860405,22,,,,
87,clock,common,29,24,1,0,2.4706465000000000,4941.293,2000,2000,19,203.200000000000000000,0,8902,8902,7,1.3361836205597868,1.3361836205597868,0.0006680918102798934,76,,,,
88,ladybug,rare,29,21,1,0,10.0019866666666667,1500.298,150,150,7,10000,5,6069950,5209199,1654,3925.829081630643,4925.8290816306435,32.83886054420429,2,200.000000000000000000,,1000,329
89,dragon,epic,29,24,1,100.000000000000000000,16.5415400000000000,827.077,50,50,31,9980,0,588962,588962,175,240.69974729071566,240.69974729071566,4.813994945814313,29,,,,
90,virus,common,29,29,1,0,2.5579105000000000,5115.821,2000,2000,8,144.000000000000000000,0,220665,220665,95,40.445384711929506,40.445384711929506,0.020222692355964755,52,,,,
91,cougar,rare,29,29,1,0,9.1847600000000000,1377.714,150,150,12,2580.000000000000000000,0,99588,99588,24,21.884872342329864,21.884872342329864,0.14589914894886577,59,,,,
92,botroyale,legendary,29,29,1,0,23.6509000000000000,236.509,10,10,17,47240.000000000000000000,0,163756,163756,60,100.04297370920943,100.04297370920943,10.004297370920943,46,,,,
93,mummy,epic,29,29,1,0,15.2130800000000000,760.654,50,50,19,10759.800000000000000000,0,161055,161055,17,28.287695745894826,28.287695745894826,0.5657539149178965,55,,,,
94,frankie,rare,29,29,1,0,7.7355600000000000,1160.334,150,150,15,2950,0,1581537,1505550,652,488.8150147894614,488.8150147894614,3.2587667652630756,19,200.000000000000000000,,,
95,earth,uncommon,29,29,1,0,3.0928233333333333,1855.694,600,600,13,780,0,272425,167853,67,271.07079399921815,271.07079399921815,0.4517846566653636,27,,,,
131,bat,epic,29,29,1,0,11.2644200000000000,563.221,50,50,7,11380.000000000000000000,0,333677,333500,116,88.96164352392645,88.96164352392645,1.7792328704785292,50,,,,
