id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.2742000000000000,322.742,10,10,26,129084.138000000000000000,0,2568446,442,1259.460552383432,1259.460552383432,125.9460552383432,10,,,,
4,8ball,common,29,24,1,0,4.1609763626251390,14962.871,3327,3604,30,96.600000000000000000,0,164315,179,37.9420481283243,37.9420481283243,0.011404282575390532,60,,,,
7,alien,common,29,29,1,0,4.5988300000000000,9197.660,2000,2000,8,244,0,168555,130,39.94545067787511,39.94545067787511,0.019972725338937555,59,,,,
8,angel,epic,29,29,1,0,17.4269400000000000,871.347,50,50,31,16000,0,646250,137,245.69912863248305,245.69912863248305,4.913982572649661,32,,,,
9,banana,rare,29,24,1,0,7.8306466666666667,1174.597,150,150,24,1960.800000000000000000,0,179371,103,28.12194620887619,28.12194620887619,0.18747964139250792,64,,,,
11,basketball,common,29,29,1,0,3.9172835233975619,9961.652,2344,4300,4,115.780800000000000000,0,106749,62,94.22332812508505,94.22332812508505,0.04019766558237416,45,,,,
12,beachball,common,29,29,1,0,3.6185703960682278,12516.635,3223,3520,23,109.400000000000000000,0,283037,215,61.836995728286695,61.836995728286695,0.01918616063552178,53,,,,
13,bomb,uncommon,29,29,1,0,5.0186983333333333,3011.219,600,600,31,850,1,1016806,320,432.9207541511866,432.9207541511866,0.7215345902519776,20,,,,
14,shades,epic,29,29,1,0,14.5552200000000000,727.761,50,50,10,12510.000000000000000000,0,145191,18,16.60925824805295,16.60925824805295,0.332185164961059,67,,,,
15,bowling,common,29,29,1,0,3.6713668831168831,4523.124,1230,2000,25,139.700000000000000000,0,73939,45,16.6662086042713,16.6662086042713,0.013549763092903497,66,,,,
17,ninja,rare,29,29,1,0,10.2182100000000000,1021.821,100,100,8,5500,0,235733,70,55.865805966287155,55.865805966287155,0.5586580596628715,56,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4349933333333333,1415.249,150,150,13,3666,0,487450,180,257.87107843083095,257.87107843083095,1.7191405228722063,31,,,,
19,button,common,29,29,1,0,3.8110409495548961,12843.208,3109,3370,33,113.598000000000000000,0,135105,134,91.9402425064061,91.9402425064061,0.029572287715151527,46,,,,
20,cat,uncommon,29,29,1,0,5.0786683333333333,3047.201,600,600,28,1000,0,829500,355,143.99887251102618,143.99887251102618,0.2399981208517103,40,,,,
21,cherry,rare,29,29,1,0,9.1897700000000000,918.977,98,100,11,2180.000000000000000000,0,3118,8,0.27345741072996815,0.27345741072996815,0.002790381742142532,83,,,,
22,egg,rare,29,24,1,0,13.2420000000000000,1324.200,100,100,31,8660.000000000000000000,0,1251569,846,496.2257271910218,496.2257271910218,4.962257271910218,19,,,,
23,coconut,rare,29,29,1,0,6.8341546391752577,1988.739,278,291,31,1755,0,22596,23,4.99862580403562,4.99862580403562,0.01798066835984036,80,,,,
24,cute,uncommon,29,29,1,0,5.5937620357634113,4066.665,710,727,23,349.400000000000000000,0,31952,27,6.980768194653762,6.980768194653762,0.009832067879794031,78,,,,
25,devil,epic,29,29,1,0,13.6505764705882353,1160.299,84,85,21,8500,1,562529,261,591.4957263081608,591.4957263081608,7.041615789382867,17,,,,
26,revolver,uncommon,29,29,1,0,3.7919266666666667,2275.156,600,600,13,675.600000000000000000,0,594026,371,376.1864223680859,376.1864223680859,0.6269773706134765,23,,,,
27,disguise,epic,29,24,1,0,12.1747272727272727,937.454,76,77,29,5957.000000000000000000,0,632100,231,285.78558008251616,285.78558008251616,3.7603365800331074,30,,,,
28,dog,uncommon,29,29,1,0,4.6438733333333333,2786.324,600,600,25,550,0,164778,129,94.55592239126892,94.55592239126892,0.1575932039854482,44,,,,
29,donut,uncommon,29,29,1,0,5.4251944444444444,4101.447,696,756,20,363.000000000000000000,0,96503,104,15.86535518168597,15.86535518168597,0.022795050548399382,68,,,,
30,baseball,epic,29,29,1,0,9.6245352112676056,683.342,70,71,17,5178.800000000000000000,0,,,,,,84,,,,
31,bowie,rare,29,29,1,0,7.6832172619047619,2581.561,332,336,4,1500,0,571531,246,153.7921477659135,153.7921477659135,0.46322936074070337,39,,,,
32,eyeball,rare,29,29,1,0,6.9655864406779661,2054.848,282,295,14,1300,0,46643,37,11.473380112423303,11.473380112423303,0.04068574507951526,73,,,,
33,eyeball2,epic,29,29,1,0,10.5984285714285714,816.079,73,77,17,6000.000000000000000000,1,705057,71,310.8258614596608,310.8258614596608,4.257888513146039,27,,,,
34,discoball,epic,29,29,1,0,13.6559811320754717,723.767,53,53,12,9100.000000000000000000,0,80944,66,15.148485915128129,15.148485915128129,0.28582048896468165,71,,,,
35,fishcake,uncommon,29,29,1,0,5.3316662216288385,3993.418,699,749,7,364.000000000000000000,0,12195,26,3.1319452867649202,3.1319452867649202,0.0044806084216951645,81,,,,
36,floater,rare,29,29,1,0,8.1096400000000000,1216.446,150,150,24,7159.800000000000000000,0,203528,129,98.32346568353258,98.32346568353258,0.6554897712235505,43,,,,
37,fox,uncommon,29,29,1,0,5.9041104140526976,4705.576,724,797,14,556.000000000000000000,0,234417,211,57.66257200038448,57.66257200038448,0.07964443646461945,55,,,,
38,fox777,legendary,29,24,1,0,28.0829285714285714,393.161,14,14,14,100000,0,460621,127,314.0858257108003,314.0858257108003,22.434701836485736,26,,,,
40,gamer,rare,29,29,1,0,9.2131500000000000,921.315,99,100,17,3100.000000000000000000,0,117363,31,15.373792025658203,15.373792025658203,0.15529082854200205,70,,,,
41,xmasball,epic,29,29,1,0,10.6975079365079365,673.943,62,63,17,5980.000000000000000000,0,140482,110,18.402231123510095,18.402231123510095,0.29681017941145316,65,,,,
42,derp,uncommon,29,24,1,0,6.8335452380952381,2870.089,420,420,27,1200,0,770503,425,334.4305641170003,334.4305641170003,0.7962632478976198,24,,,,
43,moneybag,legendary,29,29,1,0,21.8355000000000000,218.355,10,10,32,46200.000000000000000000,0,658847,330,383.1442431478614,383.1442431478614,38.31442431478614,22,,,,
44,moon,uncommon,24,19,1,0,5.4013266666666667,3240.796,600,600,9,2500,7,7168387,2516,4665.700801028773,4665.700801028773,7.7761680017146215,2,100.000000000000000000,560,,
45,bull,uncommon,24,21,1,0,6.0993362500000000,4879.469,766,800,30,780,1,1396606,978,774.2292220944129,774.2292220944129,1.0107431097838289,14,,,,
46,opencan,uncommon,29,29,1,0,4.9377700000000000,2962.662,600,600,26,700,1,1149501,406,617.6929001976098,617.6929001976098,1.0294881669960163,16,,,,
47,candyswirl,rare,29,29,1,0,10.3349200000000000,1033.492,100,100,6,3415.500000000000000000,0,138493,63,37.79309251574622,37.79309251574622,0.3779309251574622,61,,,,
48,royman,epic,29,29,1,0,13.5315000000000000,676.575,50,50,17,10000,0,,,,,,85,,,,
49,panda,uncommon,29,29,1,0,5.2577683333333333,3154.661,599,600,8,530,0,805665,405,298.4411787270647,298.4411787270647,0.4982323517981047,29,,,,
