id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
54,waffle,uncommon,29,29,1,0,5.1749614855570839,3762.197,678,727,3,388.598000000000000000,0,229656,110240,41,177.61994084571216,177.61994084571216,0.2619763139317289,37,,,,
55,saturn,common,29,29,1,0,3.7609140000000000,7521.828,1996,2000,25,200.000000000000000000,0,183220,183220,125,23.585952633391866,23.585952633391866,0.011816609535767467,56,,,,
56,marble,rare,29,29,1,0,7.5348606271777003,2162.505,278,287,3,1400,0,202130,199893,51,116.07234159659782,116.07234159659782,0.4175264086208555,43,,,,
57,skull,uncommon,29,21,1,0,6.5827883435582822,4291.978,650,652,12,833,0,1414365,1053465,320,585.7313863180099,585.7313863180099,0.9011252097200152,17,,,,
58,skullpatch,rare,29,29,1,0,9.1614000000000000,1374.210,150,150,11,2100,0,4705,4705,6,1.2015727708952748,1.2015727708952748,0.008010485139301832,77,,,,
59,football,common,24,21,1,0,4.2383505000000000,8476.701,1997,2000,6,1200,7,11900444,10742382,2331,6324.441696452057,9324.441696452057,4.669224685253909,1,3000,1100.000000000000000000,170,1000
60,starballoon,common,29,29,1,0,3.4738802721088435,12766.510,3412,3676,26,99,1,515199,298148,182,385.2163199288204,385.2163199288204,0.11290044546565661,24,,,,
61,tamagochi,epic,29,29,1,0,12.1215131578947368,921.235,76,76,32,6612.379047619047600000,0,1782,1782,1,0.1626467153863262,0.1626467153863262,0.0021400883603463973,80,,,,
62,target,uncommon,29,29,1,0,5.0492386058981233,3766.732,711,746,3,399,0,,,,,,,87,,,,
64,tomato,uncommon,29,29,1,0,5.0408830486202365,3836.112,739,761,23,430,0,17627,17627,6,3.3877533947555714,3.3877533947555714,0.004584240047030543,71,,,,
65,volleyball,common,29,29,1,0,3.1130825000000000,6226.165,2000,2000,7,230,0,854407,853954,290,124.87529664030515,124.87529664030515,0.062437648320152576,41,,,,
66,racoon,uncommon,29,29,1,0,6.3616611039794608,4955.734,733,779,3,399,0,10068,10068,10,2.3672060869746865,2.3672060869746865,0.0032294762441673758,73,,,,
67,peach,rare,29,29,1,0,10.2246000000000000,1022.460,100,100,11,4475,0,490454,381082,200,294.8363587779401,294.8363587779401,2.948363587779401,28,,,,
68,watermelon,uncommon,29,24,1,0,4.3060450000000000,2583.627,600,600,9,599.99,1,1566326,1553895,755,512.6357646935651,512.6357646935651,0.8543929411559418,20,,,,
69,citrus,epic,29,29,1,0,15.7618200000000000,788.091,50,50,12,7006.400000000000000000,0,28636,28636,9,5.938426185456807,5.938426185456807,0.11876852370913614,69,,,,
70,potion,epic,29,29,1,0,14.0740400000000000,703.702,50,50,17,9440.000000000000000000,0,1961,1961,2,0.3159368751199247,0.3159368751199247,0.006318737502398494,79,,,,
71,crlogo,legendary,29,29,1,0,35.6451000000000000,356.451,10,10,14,72464.800000000000000000,5,10670624,8628585,1211,4438.665434070388,5438.665434070388,543.8665434070388,2,1000,300.000000000000000000,204,
72,yinyang,uncommon,29,29,1,0,5.4857090909090909,3922.282,687,715,3,412.800000000000000000,0,88336,88336,44,20.233470551877456,20.233470551877456,0.029451922200694987,59,,,,
73,waffle2,legendary,29,29,1,0,17.7698888888888889,319.858,18,18,8,40000,0,2132880,1456885,230,579.3825511795567,579.3825511795567,32.18791950997537,18,,,,
74,snowman,epic,29,29,1,0,12.5504800000000000,627.524,50,50,24,6955.400000000000000000,1,1171189,763985,149,462.234832400218,462.234832400218,9.24469664800436,21,,,,
75,crosshair,common,29,24,1,0,3.5922050000000000,7184.410,2000,2000,23,1000,0,2854770,2832422,855,1135.8987842342308,1135.8987842342308,0.5679493921171154,11,,,,
76,xmasball2,common,29,24,1,0,3.3902432160804020,13493.168,3760,3980,22,55,0,226197,226197,117,40.0266264907207,40.0266264907207,0.010645379385829974,53,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.5070800000000000,1150.708,100,100,15,3638.800000000000000000,0,4992,4992,1,1.1244617741600125,1.1244617741600125,0.011244617741600125,78,,,,
78,vase,common,29,29,1,0,2.5312438780609695,5065.019,2000,2000,18,169,0,1554570,1305367,438,425.34862260894437,425.34862260894437,0.21267431130447217,22,,,,
79,ufo,uncommon,29,29,1,0,5.9565633333333333,3573.938,600,600,22,2000,0,997995,997995,142,543.4892790410381,543.4892790410381,0.9058154650683968,19,,,,
80,wheeee,rare,29,24,1,0,9.0140533333333333,1352.108,150,150,18,4211.400000000000000000,0,251191,251191,27,122.55600412963173,122.55600412963173,0.8170400275308782,42,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5721600000000000,878.608,50,50,33,16800.000000000000000000,0,50603,50603,17,6.4270927266104,6.4270927266104,0.128541854532208,67,,,,
83,ape,epic,29,29,1,0,16.9946000000000000,849.730,50,50,24,9000,0,295294,291577,44,47.10079579225956,47.10079579225956,0.9420159158451912,51,,,,
84,ghost,epic,29,24,1,0,23.3902800000000000,1169.514,50,50,32,50100.000000000000000000,1,3902490,3885243,861,1101.625729639844,1101.625729639844,22.03251459279688,12,,200.000000000000000000,,
85,diver,rare,29,29,1,0,8.3237866666666667,1248.568,150,150,29,6800.000000000000000000,1,3045729,2883067,742,1548.7075278133748,1548.7075278133748,10.324716852089166,9,,,,
86,cobra,legendary,29,29,1,0,34.4401000000000000,344.401,10,10,20,72500,1,1150236,1135678,278,714.9376736511989,714.9376736511989,71.4937673651199,14,,,,
87,clock,common,29,29,1,0,2.4725715000000000,4945.143,2000,2000,12,182.997200000000000000,0,26742,26742,14,7.722657613589594,7.722657613589594,0.003861328806794797,64,,,,
88,ladybug,rare,29,19,1,0,10.0284600000000000,1504.269,150,150,21,8457.142857142840000000,0,3609143,3553032,1197,1447.1244067592131,1447.1244067592131,9.647496045061422,10,,200.000000000000000000,,
89,dragon,epic,29,29,1,100.000000000000000000,16.5499400000000000,827.497,50,50,28,11000,3,3277406,2799820,360,1835.6448327371033,1835.6448327371033,36.71289665474207,6,,,,
90,virus,common,29,29,1,0,2.5593435000000000,5118.687,2000,2000,19,155.000000000000000000,0,463863,281812,127,181.53234600507773,181.53234600507773,0.09076617300253886,34,,,,
91,cougar,rare,29,29,1,0,9.1894000000000000,1378.410,150,150,29,2540.000000000000000000,0,108474,108474,43,23.550941136783184,23.550941136783184,0.15700627424522123,57,,,,
92,botroyale,legendary,29,29,1,0,23.6682000000000000,236.682,10,10,14,47240.000000000000000000,0,863914,492814,214,90.64931772530566,90.64931772530566,9.064931772530567,47,,,,
93,mummy,epic,29,24,1,0,15.2145800000000000,760.729,50,50,19,10759.800000000000000000,0,148400,148400,23,20.51189522037342,20.51189522037342,0.41023790440746843,58,,,,
94,frankie,rare,29,29,1,0,7.7625733333333333,1164.386,150,150,6,2850,1,1222330,1114449,468,677.4822357057311,677.4822357057311,4.516548238038207,15,,100.000000000000000000,,
95,earth,uncommon,29,29,1,0,3.0937550000000000,1856.253,600,600,7,800,0,70482,70482,38,10.264391151305094,10.264391151305094,0.017107318585508492,62,,,,
131,bat,epic,29,29,1,0,11.2819800000000000,564.099,50,50,7,11380.000000000000000000,0,343646,343646,104,50.04564231408573,50.04564231408573,1.0009128462817147,50,,,,
