id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,27.8200000000000000,278.200,10,10,5,59900.000000000000000000,0,193486,32,138.3657597051042,138.3657597051042,13.83657597051042,51,,,,
4,8ball,common,29,24,1,0,4.2052179988820570,15046.270,3309,3578,12,100,0,1079562,374,330.38292609571,330.38292609571,0.09984373710961317,30,,,,
7,alien,common,29,29,1,0,4.7114240000000000,9422.848,2000,2000,15,200,0,127916,55,28.398424422747947,28.398424422747947,0.014199212211373973,66,,,,
8,angel,epic,29,29,1,0,15.2761800000000000,763.809,50,50,29,10400,0,21332,14,5.068236947547007,5.068236947547007,0.10136473895094014,82,,,,
9,banana,rare,29,29,1,0,8.0341666666666667,1205.125,150,150,10,2000,1,2194758,454,767.9918315956926,767.9918315956926,5.1199455439712835,16,,,,
11,basketball,common,29,29,1,0,3.1665523906408952,12450.884,3734,4235,13,100,0,194579,242,178.17066425885702,178.17066425885702,0.047715764397122926,40,,,,
12,beachball,common,29,29,1,0,3.6091660474421263,12628.472,3265,3499,15,118.800000000000000000,0,386294,105,201.62250836341033,201.62250836341033,0.061752682500278815,38,,,,
13,bomb,uncommon,29,29,1,0,5.2742900000000000,3164.574,600,600,15,1270.000000000000000000,1,2897277,546,1881.767678047895,1881.767678047895,3.1362794634131586,7,,,,
14,shades,epic,29,29,1,0,14.9881000000000000,749.405,50,50,25,10333,0,232983,75,149.5432849755474,149.5432849755474,2.990865699510948,47,,,,
15,bowling,common,29,29,1,0,2.9582390000000000,5916.478,1998,2000,26,200,1,2330766,453,567.4226154177185,567.4226154177185,0.2839953030118711,24,,,,
17,ninja,rare,29,29,1,0,10.4883900000000000,1048.839,100,100,27,5020.000000000000000000,0,952941,152,356.32000004197283,356.32000004197283,3.5632000004197284,28,,,,
18,burger,rare,29,19,1,300.000000000000000000,9.6600533333333333,1449.008,150,150,30,8720.000000000000000000,2,5140363,982,3346.979597840767,3346.979597840767,22.313197318938446,4,,,,
19,button,common,24,24,1,0,3.8368266985932356,12818.838,3084,3341,28,100,0,209936,308,38.46517056454049,38.46517056454049,0.012472493697970329,59,,,,
20,cat,uncommon,29,24,1,0,5.1830733333333333,3109.844,600,600,8,988.000000000000000000,0,2742400,612,617.3013869039667,617.3013869039667,1.0288356448399445,22,,,,
21,cherry,rare,29,29,1,0,10.2424000000000000,1024.240,98,100,17,3200.000000000000000000,0,294684,138,154.9275954592325,154.9275954592325,1.580893831216658,46,,,,
22,egg,rare,29,24,1,0,13.9427100000000000,1394.271,100,100,6,7720.000000000000000000,1,2635014,773,1552.4697279399265,1552.4697279399265,15.524697279399266,10,,,,
