id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,27.9276000000000000,279.276,10,10,3,59900.000000000000000000,0,91834,55340,27,12.503564712672441,12.503564712672441,1.2503564712672441,60,,,,
4,8ball,common,29,19,1,0,4.2191296813862493,15096.046,3309,3578,18,96.800000000000000000,0,293384,165358,116,168.74802365384002,168.74802365384002,0.050996682881184655,34,,,,
7,alien,common,29,29,1,0,4.7219330000000000,9443.866,2000,2000,26,171.000000000000000000,0,79256,79256,52,3.748661762050464,3.748661762050464,0.001874330881025232,74,,,,
8,angel,epic,29,21,1,0,15.2940000000000000,764.700,50,50,23,10800.000000000000000000,0,25813,25813,9,3.811184849017299,3.811184849017299,0.07622369698034598,73,,,,
9,banana,rare,29,29,1,0,8.0606000000000000,1209.090,150,150,33,2040.000000000000000000,0,66810,66810,23,4.318353154369555,4.318353154369555,0.028789021029130363,72,,,,
11,basketball,common,29,29,1,0,3.0865541627246925,13049.951,4030,4228,16,86,0,288718,287986,281,100.70459819404574,100.70459819404574,0.02498873404318753,43,,,,
12,beachball,common,29,29,1,0,3.6134555587310660,12643.481,3265,3499,31,90,0,196660,104053,79,64.74057595510315,64.74057595510315,0.019828660323155636,46,,,,
13,bomb,uncommon,29,24,1,0,5.3461966666666667,3207.718,600,600,22,1488.000000000000000000,0,9013698,7890684,1163,2027.5866624012162,2027.5866624012162,3.379311104002027,7,400.000000000000000000,,,
14,shades,epic,29,29,1,0,15.1864400000000000,759.322,50,50,13,9750,0,611838,611683,57,306.01296837889396,306.01296837889396,6.120259367577879,22,,,,
15,bowling,common,29,29,1,0,2.9854175000000000,5970.835,1998,2000,4,179,0,305029,162715,103,112.55169809347653,112.55169809347653,0.05633218122796623,42,,,,
17,ninja,rare,29,29,1,0,10.5246900000000000,1052.469,100,100,10,4500,1,867302,448275,207,475.6324573657292,475.6324573657292,4.756324573657292,18,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7373733333333333,1460.606,150,150,30,9320.000000000000000000,1,2117208,1653219,425,1173.5387252671967,1173.5387252671967,7.823591501781311,9,,,,
19,button,common,29,29,1,0,3.8378439652590596,12814.561,3082,3339,6,87.600000000000000000,0,66188,66188,26,9.84983698419023,9.84983698419023,0.0031959237456814504,66,,,,
20,cat,uncommon,29,29,1,0,5.2250000000000000,3135.000,600,600,5,1000,0,610305,608361,243,272.85741364275503,272.85741364275503,0.45476235607125837,25,,,,
21,cherry,rare,29,29,1,0,10.2518700000000000,1025.187,98,100,6,3300.000000000000000000,0,68877,68877,15,14.922101213851128,14.922101213851128,0.15226633891684824,58,,,,
22,egg,rare,29,29,1,0,13.9807600000000000,1398.076,100,100,29,8500,0,4049414,3023321,381,798.0489431219446,798.0489431219446,7.980489431219446,11,,,,
23,coconut,rare,29,29,1,0,7.0862105263157895,2019.570,273,285,23,1550,0,5944,5944,4,0.8300614666968205,0.8300614666968205,0.0030405181930286463,82,,,,
24,cute,uncommon,29,29,1,0,5.7241255172413793,4149.991,708,725,10,500,0,12283,12283,13,2.968379152201677,2.968379152201677,0.004192625921188809,79,,,,
25,devil,epic,29,29,1,0,14.6740609756097561,1203.273,81,82,9,11000.000000000000000000,1,3523703,3114829,781,1330.8966057922328,1330.8966057922328,16.430822293731268,8,,,,
26,revolver,uncommon,29,29,1,0,4.1367766666666667,2482.066,600,600,19,710.000000000000000000,0,260181,260181,125,115.83172352718049,115.83172352718049,0.19305287254530082,41,,,,
27,disguise,epic,29,29,1,0,12.3802702702702703,916.140,73,74,15,7380.000000000000000000,0,7297,7297,2,1.0773724806601028,1.0773724806601028,0.014758527132330175,81,,,,
28,dog,uncommon,29,29,1,0,5.0470316666666667,3028.219,600,600,27,529,0,170253,170253,109,118.88039010573415,118.88039010573415,0.1981339835095569,40,,,,
29,donut,uncommon,29,29,1,0,5.5096394101876676,4110.191,686,746,5,316.000000000000000000,0,108326,108326,60,18.943118111911602,18.943118111911602,0.02761387479870496,56,,,,
30,baseball,epic,29,29,1,0,9.6970571428571429,678.794,69,70,13,6718.800000000000000000,0,,,,,,,83,,,,
31,bowie,rare,29,29,1,0,7.8850886075949367,2491.688,312,316,30,1564.000000000000000000,0,70938,70938,12,10.924082153223873,10.924082153223873,0.03501308382443549,63,,,,
32,eyeball,rare,29,24,1,0,7.0353114186851211,2033.205,276,289,23,1440.000000000000000000,0,35736,35736,12,6.563729179870474,6.563729179870474,0.02378162746329882,69,,,,
33,eyeball2,epic,29,29,1,0,10.5317333333333333,789.880,71,75,14,5690.000000000000000000,0,,,,,,,84,,,,
34,discoball,epic,29,29,1,0,14.0827547169811321,746.386,53,53,22,8000,0,36546,36546,7,3.742793925115821,3.742793925115821,0.0706187533040721,75,,,,
35,fishcake,uncommon,29,29,1,0,5.3580437158469945,3922.088,682,732,10,395,0,,,,,,,85,,,,
36,floater,rare,29,29,1,0,8.5527000000000000,1282.905,150,150,25,2920.000000000000000000,0,28423,28423,21,3.2897106008241206,3.2897106008241206,0.021931404005494138,76,,,,
37,fox,uncommon,29,29,1,0,6.0507669654289373,4725.649,709,781,10,370.390476190476200000,0,97595,97595,53,16.97317196286781,16.97317196286781,0.023939593741703537,57,,,,
38,fox777,legendary,29,24,1,0,31.8092142857142857,445.329,14,14,8,104100.000000000000000000,0,998772,780985,251,288.3888159651054,288.3888159651054,20.59920114036467,23,,,,
