name,rarity,date,PrizePerSkin
mummy,epic,2022-11-11,"27,80628988084772"
ninja,rare,2022-11-11,"4,378454524422509"
opencan,uncommon,2022-11-11,"1,3404410407822904"
owl,epic,2022-11-11,"0,997754387499774"
panda,uncommon,2022-11-11,"0,5215573687636916"
peach,rare,2022-11-11,"1,3386136457503606"
pizza,rare,2022-11-11,"1,2659816820121004"
potion,epic,2022-11-11,"1,823028594388274"
racoon,uncommon,2022-11-11,
revolver,uncommon,2022-11-11,"0,0181495230261148"
royman,epic,2022-11-11,
saturn,common,2022-11-11,"0,70647776036038"
shades,epic,2022-11-11,"0,1697131960187659"
skull,uncommon,2022-11-11,"1,366888087803014"
skullpatch,rare,2022-11-11,"7,792325796782871"
snowman,epic,2022-11-11,"1,0961267303526308"
soccerball,common,2022-11-11,"0,2220833162547252"
spy,legendary,2022-11-11,"57,414972814437206"
starball,common,2022-11-11,"0,0026575461954142"
tamagochi,epic,2022-11-11,"0,159961314388901"
target,uncommon,2022-11-11,"0,0057265412897912"
tomato,uncommon,2022-11-11,
ufo,uncommon,2022-11-11,"2,960689009795446"
vase,common,2022-11-11,"0,0075257741823149"
virus,common,2022-11-11,"0,0904712009532684"
volleyball,common,2022-11-11,"0,9704359753566836"
waffle,uncommon,2022-11-11,
waffle2,legendary,2022-11-11,"14,38393565741563"
watermelon,uncommon,2022-11-11,"0,0097853631980755"
wheeee,rare,2022-11-11,"0,0619395623554162"
xmasball,epic,2022-11-11,"1,0285718599769056"
xmasball1,rare,2022-11-11,"11,376242653614955"
xmasball2,common,2022-11-11,"0,0037739621015726"
yinyang,uncommon,2022-11-11,"0,0382781609331912"
8ball,common,2022-11-12,"0,0039760805647861"
alien,common,2022-11-12,"0,0023026721501371"
angel,epic,2022-11-12,"15,429800923223874"
ape,epic,2022-11-12,"30,007252623998657"
banana,rare,2022-11-12,"0,0339367452652209"
baseball,epic,2022-11-12,
basketball,common,2022-11-12,"0,0273949082328755"
beachball,common,2022-11-12,"0,0009654820848318"
bomb,uncommon,2022-11-12,"2,582482093814592"
botroyale,legendary,2022-11-12,"50,51728001275368"
bowie,rare,2022-11-12,"0,0109407301576406"
bowling,common,2022-11-12,
bull,uncommon,2022-11-12,"0,0157596619210689"
burger,rare,2022-11-12,"4,522506364653243"
button,common,2022-11-12,"0,0151615201192872"
candyswirl,rare,2022-11-12,"0,8063882024912226"
casinochip,uncommon,2022-11-12,
cat,uncommon,2022-11-12,"0,6355044567013378"
cherry,rare,2022-11-12,"5,197659354955539"
citrus,epic,2022-11-12,"0,8700871018168804"
clock,common,2022-11-12,
cobra,legendary,2022-11-12,"108,64422756331874"
coconut,rare,2022-11-12,"0,0245728054825802"
cougar,rare,2022-11-12,"2,7004154012541983"
crlogo,legendary,2022-11-12,"9,33818655967084"
crosshair,common,2022-11-12,"0,6265675804191058"
cute,uncommon,2022-11-12,"0,0047675478375727"
derp,uncommon,2022-11-12,"0,8671346183304616"
devil,epic,2022-11-12,"7,441686118424583"
discoball,epic,2022-11-12,"1,8858763319448368"
disguise,epic,2022-11-12,"1,5353211319017672"
diver,rare,2022-11-12,"3,209522146402297"
dog,uncommon,2022-11-12,"0,4075598828295526"
donut,uncommon,2022-11-12,"0,1395251817586391"
dragon,epic,2022-11-12,"9,997041233905442"
egg,rare,2022-11-12,"16,6383097776733"
eyeball,rare,2022-11-12,"0,0845778781250896"
eyeball2,epic,2022-11-12,"0,2849000607297994"
fishcake,uncommon,2022-11-12,"0,0181734388067225"
floater,rare,2022-11-12,"1,2030538153630388"
fox,uncommon,2022-11-12,"0,0019360382642956"
fox777,legendary,2022-11-12,"24,36923320250176"
frankie,rare,2022-11-12,"2,522693577511866"
gamer,rare,2022-11-12,"0,1027733623884277"
ghost,epic,2022-11-12,"29,895664589090583"
jackolantern,rare,2022-11-12,"0,2526500278706496"
ladybug,rare,2022-11-12,"6,328797619921552"
marble,rare,2022-11-12,"1,2670140351803"
melon,rare,2022-11-12,"0,5436734776542982"
moneybag,legendary,2022-11-12,"108,63436153941475"
moon,uncommon,2022-11-12,"2,5642043145102544"
mummy,epic,2022-11-12,"66,00307685024546"
ninja,rare,2022-11-12,"10,220020088239565"
opencan,uncommon,2022-11-12,"1,3780554612434328"
owl,epic,2022-11-12,"13,185910704810723"
panda,uncommon,2022-11-12,"1,0509224372773602"
peach,rare,2022-11-12,"0,6672048540180352"
pizza,rare,2022-11-12,"3,232779023610669"
potion,epic,2022-11-12,"6,412651751783735"
racoon,uncommon,2022-11-12,"0,0094119701638665"
revolver,uncommon,2022-11-12,"0,3371650170060988"
royman,epic,2022-11-12,
saturn,common,2022-11-12,"0,083355272944852"
shades,epic,2022-11-12,
skull,uncommon,2022-11-12,"0,7059948326669696"
skullpatch,rare,2022-11-12,"5,482050011899543"
snowman,epic,2022-11-12,"2,374772215170168"
soccerball,common,2022-11-12,"0,1640322228986484"
spy,legendary,2022-11-12,"85,21666492429434"
starball,common,2022-11-12,"0,0012499793651878"
tamagochi,epic,2022-11-12,"1,9006594829723424"
target,uncommon,2022-11-12,
tomato,uncommon,2022-11-12,
ufo,uncommon,2022-11-12,"11,19012090710337"
vase,common,2022-11-12,"0,1121271022789184"
virus,common,2022-11-12,"0,1483591371047131"
volleyball,common,2022-11-12,"0,2915637599904975"
waffle,uncommon,2022-11-12,"0,0032724960598541"
waffle2,legendary,2022-11-12,"17,5399091097908"
watermelon,uncommon,2022-11-12,"0,0974269997511266"
wheeee,rare,2022-11-12,"0,1055923888212575"
xmasball,epic,2022-11-12,"1,948876624798641"
xmasball1,rare,2022-11-12,"11,925374925928502"
xmasball2,common,2022-11-12,"0,0057350441503213"
yinyang,uncommon,2022-11-12,"0,0160000496461522"
8ball,common,2022-11-13,"0,0011695072508685"
alien,common,2022-11-13,"0,079446443497131"
angel,epic,2022-11-13,"0,6671290154805343"
ape,epic,2022-11-13,"55,8384350591201"
banana,rare,2022-11-13,"0,0334640920935073"
baseball,epic,2022-11-13,
basketball,common,2022-11-13,"0,0005385975109069"
beachball,common,2022-11-13,"0,0004010935097232"
bomb,uncommon,2022-11-13,"0,5257636055133122"
botroyale,legendary,2022-11-13,"0,0337867908517111"
bowie,rare,2022-11-13,"0,1825932703708648"
bowling,common,2022-11-13,"0,0244068223292557"
bull,uncommon,2022-11-13,"0,0036235773677857"
burger,rare,2022-11-13,"3,7357866245881937"
button,common,2022-11-13,"0,0449730243722535"
candyswirl,rare,2022-11-13,"5,326103104474459"
casinochip,uncommon,2022-11-13,"0,0238703591917691"
cat,uncommon,2022-11-13,"0,1075172789771582"
cherry,rare,2022-11-13,"0,3684959945715474"
citrus,epic,2022-11-13,"7,544062742983414"
clock,common,2022-11-13,"0,0509217724386887"
cobra,legendary,2022-11-13,"81,38782403909002"
coconut,rare,2022-11-13,"0,0473696899131523"
cougar,rare,2022-11-13,"2,248866398846303"
crlogo,legendary,2022-11-13,
crosshair,common,2022-11-13,"0,3648985705618925"
cute,uncommon,2022-11-13,"0,0002981995504148"
derp,uncommon,2022-11-13,"1,899312374425071"
devil,epic,2022-11-13,"6,135358466067767"
discoball,epic,2022-11-13,"1,3977426360579503"
disguise,epic,2022-11-13,"5,440255975048207"
diver,rare,2022-11-13,"12,58661266254657"
dog,uncommon,2022-11-13,"0,0339576608160302"
donut,uncommon,2022-11-13,"0,0060969951554923"
dragon,epic,2022-11-13,"10,09754673312714"
egg,rare,2022-11-13,"4,791725370134847"
eyeball,rare,2022-11-13,"1,9169405672061428"
eyeball2,epic,2022-11-13,"0,0044815473873289"
fishcake,uncommon,2022-11-13,"0,1281192249473028"
floater,rare,2022-11-13,"8,163028577057512"
fox,uncommon,2022-11-13,"0,0002176999709577"
fox777,legendary,2022-11-13,"77,5730621746499"
frankie,rare,2022-11-13,"3,761647116683588"
gamer,rare,2022-11-13,"2,809239904180805"
ghost,epic,2022-11-13,"26,089174585633792"
jackolantern,rare,2022-11-13,"1,7660400230836275"
ladybug,rare,2022-11-13,"11,28313003218877"
marble,rare,2022-11-13,"0,0283288588790384"
melon,rare,2022-11-13,"0,9813156658310872"
moneybag,legendary,2022-11-13,"195,2118867900388"
moon,uncommon,2022-11-13,"1,849205669641078"
mummy,epic,2022-11-13,"19,38147836903557"
ninja,rare,2022-11-13,"12,43046437224508"
opencan,uncommon,2022-11-13,"0,6377714633862099"
owl,epic,2022-11-13,"4,115320189692846"
panda,uncommon,2022-11-13,"0,8919642180448947"
peach,rare,2022-11-13,"0,3288056186343217"
pizza,rare,2022-11-13,"1,573028211201999"
potion,epic,2022-11-13,"0,1127179910331274"
racoon,uncommon,2022-11-13,"0,0040284343354087"
revolver,uncommon,2022-11-13,"0,0088088259720687"
royman,epic,2022-11-13,
saturn,common,2022-11-13,"0,0298401548393607"
shades,epic,2022-11-13,
skull,uncommon,2022-11-13,"0,2070363616181474"
skullpatch,rare,2022-11-13,"1,571637384911496"
snowman,epic,2022-11-13,
soccerball,common,2022-11-13,"0,196011542415249"
spy,legendary,2022-11-13,"180,65226279326063"
starball,common,2022-11-13,"0,0015046369097203"
tamagochi,epic,2022-11-13,"0,0252206963829686"
target,uncommon,2022-11-13,
tomato,uncommon,2022-11-13,"9,473183781033487e-05"
ufo,uncommon,2022-11-13,"3,636032015476632"
vase,common,2022-11-13,"0,0777072514042696"
virus,common,2022-11-13,"0,0780927851078883"
volleyball,common,2022-11-13,"0,7249069576817112"
waffle,uncommon,2022-11-13,
waffle2,legendary,2022-11-13,"0,0482103973910659"
watermelon,uncommon,2022-11-13,"0,541784632272649"
wheeee,rare,2022-11-13,"0,7945913148826069"
xmasball,epic,2022-11-13,"1,4326689347278103"
xmasball1,rare,2022-11-13,"61,1920684528848"
xmasball2,common,2022-11-13,"0,1092429933546811"
yinyang,uncommon,2022-11-13,
8ball,common,2022-11-14,"0,0271829271189603"
alien,common,2022-11-14,"0,1726075973755239"
angel,epic,2022-11-14,"2,8491854444886995"
ape,epic,2022-11-14,"73,48029386314218"
banana,rare,2022-11-14,
baseball,epic,2022-11-14,"0,9936456134682744"
basketball,common,2022-11-14,"0,0026673916176257"
beachball,common,2022-11-14,"0,0795658622834319"
bomb,uncommon,2022-11-14,"0,2557904831076061"
botroyale,legendary,2022-11-14,"7,832185565942396"
bowie,rare,2022-11-14,"1,1590006308516587"
bowling,common,2022-11-14,"0,0018532519497413"
bull,uncommon,2022-11-14,
burger,rare,2022-11-14,"3,1657823325289103"
button,common,2022-11-14,"0,0010904316371542"
candyswirl,rare,2022-11-14,
casinochip,uncommon,2022-11-14,"0,032491559666645"
cat,uncommon,2022-11-14,"0,0603456526379354"
cherry,rare,2022-11-14,"0,0603044172778092"
citrus,epic,2022-11-14,"12,174875242368705"
clock,common,2022-11-14,"0,00999013554764"
cobra,legendary,2022-11-14,"107,34464289496192"
coconut,rare,2022-11-14,"0,2561237952585424"
cougar,rare,2022-11-14,"1,917159465328407"
crlogo,legendary,2022-11-14,
crosshair,common,2022-11-14,"0,9222508837710384"
cute,uncommon,2022-11-14,
derp,uncommon,2022-11-14,"0,6541186633146838"
devil,epic,2022-11-14,"0,0107256343767195"
discoball,epic,2022-11-14,
disguise,epic,2022-11-14,"0,1858688237357753"
diver,rare,2022-11-14,"6,802018886568338"
dog,uncommon,2022-11-14,"2,448237879673012"
donut,uncommon,2022-11-14,"0,2258363331182806"
dragon,epic,2022-11-14,"3,419475119779557"
egg,rare,2022-11-14,"6,826474144745543"
eyeball,rare,2022-11-14,"0,216899267650955"
eyeball2,epic,2022-11-14,"3,998328595279795"
fishcake,uncommon,2022-11-14,
floater,rare,2022-11-14,"48,75407479561007"
fox,uncommon,2022-11-14,
fox777,legendary,2022-11-14,"48,95107614705614"
frankie,rare,2022-11-14,"4,273604664331371"
gamer,rare,2022-11-14,"0,0442630270987042"
ghost,epic,2022-11-14,"8,300155066965608"
jackolantern,rare,2022-11-14,"1,9718408314520968"
ladybug,rare,2022-11-14,"2,2330748746148834"
marble,rare,2022-11-14,"1,181131362008455"
melon,rare,2022-11-14,"1,8072902836619509"
moneybag,legendary,2022-11-14,"54,968242394924935"
moon,uncommon,2022-11-14,"2,067948797241847"
mummy,epic,2022-11-14,"34,528103771607086"
ninja,rare,2022-11-14,"0,1195499649039268"
opencan,uncommon,2022-11-14,"1,0501187021416971"
owl,epic,2022-11-14,"42,06760688156864"
panda,uncommon,2022-11-14,"0,7001678178534131"
peach,rare,2022-11-14,
pizza,rare,2022-11-14,"0,3987940245473229"
potion,epic,2022-11-14,"3,0350209602780445"
racoon,uncommon,2022-11-14,
revolver,uncommon,2022-11-14,"0,115909021338175"
royman,epic,2022-11-14,
saturn,common,2022-11-14,"0,1975559092828585"
shades,epic,2022-11-14,"0,4250091836579969"
skull,uncommon,2022-11-14,"0,7462118941417966"
skullpatch,rare,2022-11-14,"5,155694525545634"
snowman,epic,2022-11-14,
soccerball,common,2022-11-14,"0,3947222349774796"
spy,legendary,2022-11-14,"8,018670280802734"
starball,common,2022-11-14,"0,0088758469646739"
tamagochi,epic,2022-11-14,"1,7115222928053413"
target,uncommon,2022-11-14,"0,0026840448061406"
tomato,uncommon,2022-11-14,
ufo,uncommon,2022-11-14,"2,966016906768522"
vase,common,2022-11-14,"0,134355564552043"
virus,common,2022-11-14,"0,244667314164527"
volleyball,common,2022-11-14,"0,3855116632206237"
waffle,uncommon,2022-11-14,"0,0185046804798519"
waffle2,legendary,2022-11-14,
watermelon,uncommon,2022-11-14,"0,006452751591141"
wheeee,rare,2022-11-14,"1,5009248278792071"
xmasball,epic,2022-11-14,"1,976139226886358"
xmasball1,rare,2022-11-14,"10,000119831213263"
xmasball2,common,2022-11-14,"0,0303025130215459"
yinyang,uncommon,2022-11-14,
8ball,common,2022-11-15,"0,0463015143293875"
alien,common,2022-11-15,"0,0010554661986955"
angel,epic,2022-11-15,"2,3336771723975387"
ape,epic,2022-11-15,"59,61375916275095"
banana,rare,2022-11-15,
baseball,epic,2022-11-15,
basketball,common,2022-11-15,"0,0009679087941998"
beachball,common,2022-11-15,"0,0029741961572393"
bomb,uncommon,2022-11-15,"1,1034425967544066"
botroyale,legendary,2022-11-15,"0,5552625574607184"
bowie,rare,2022-11-15,"0,0170522870017876"
bowling,common,2022-11-15,"0,0074603171049116"
bull,uncommon,2022-11-15,"0,9096663490135256"
burger,rare,2022-11-15,"2,3553428272977217"
button,common,2022-11-15,"0,1226167521141219"
candyswirl,rare,2022-11-15,"12,793855728171444"
casinochip,uncommon,2022-11-15,"1,3128761870548642"
cat,uncommon,2022-11-15,"0,5914703694999237"
cherry,rare,2022-11-15,"0,8834615741898234"
citrus,epic,2022-11-15,
clock,common,2022-11-15,"0,033269977415698"
cobra,legendary,2022-11-15,"94,96449182642178"
coconut,rare,2022-11-15,"0,0490311317589959"
cougar,rare,2022-11-15,"3,593220187724693"
crlogo,legendary,2022-11-15,"15,497127755405302"
crosshair,common,2022-11-15,"0,8486981631916846"
cute,uncommon,2022-11-15,
derp,uncommon,2022-11-15,"1,1290942582503063"
devil,epic,2022-11-15,"0,9325129568387104"
discoball,epic,2022-11-15,"0,0378886004867145"
disguise,epic,2022-11-15,"0,0964779413771235"
diver,rare,2022-11-15,"0,5086079888800736"
dog,uncommon,2022-11-15,"0,2103637565751802"
donut,uncommon,2022-11-15,"0,0117649230827927"
dragon,epic,2022-11-15,"3,1907562622155217"
egg,rare,2022-11-15,"21,96822754622472"
eyeball,rare,2022-11-15,"0,0121350996874499"
eyeball2,epic,2022-11-15,
fishcake,uncommon,2022-11-15,
floater,rare,2022-11-15,"21,286734064533203"
fox,uncommon,2022-11-15,
fox777,legendary,2022-11-15,"44,43869095495359"
frankie,rare,2022-11-15,"0,0690918186020152"
gamer,rare,2022-11-15,
ghost,epic,2022-11-15,"20,554679216468216"
jackolantern,rare,2022-11-15,"0,7259984776078984"
ladybug,rare,2022-11-15,"9,129571867776995"
marble,rare,2022-11-15,"0,0089329871058555"
melon,rare,2022-11-15,"0,8434395424521284"
moneybag,legendary,2022-11-15,"54,19057562196362"
moon,uncommon,2022-11-15,"11,170846825130583"
mummy,epic,2022-11-15,"23,765044879392995"
ninja,rare,2022-11-15,"7,8075653567795325"
opencan,uncommon,2022-11-15,"0,7780093409897982"
owl,epic,2022-11-15,"23,333804005972635"
panda,uncommon,2022-11-15,"0,0100047452277489"
peach,rare,2022-11-15,
pizza,rare,2022-11-15,
potion,epic,2022-11-15,"0,0385287643902782"
racoon,uncommon,2022-11-15,
revolver,uncommon,2022-11-15,"0,0426971729599099"
royman,epic,2022-11-15,
saturn,common,2022-11-15,"0,2994908360034113"
shades,epic,2022-11-15,
skull,uncommon,2022-11-15,"0,38678965667095"
skullpatch,rare,2022-11-15,"0,025190932658512"
snowman,epic,2022-11-15,
soccerball,common,2022-11-15,"0,0591502289269539"
spy,legendary,2022-11-15,"35,3713178211457"
starball,common,2022-11-15,"0,0006910728298265"
tamagochi,epic,2022-11-15,"0,0592088673013745"
target,uncommon,2022-11-15,
tomato,uncommon,2022-11-15,
ufo,uncommon,2022-11-15,"3,146716369358166"
vase,common,2022-11-15,"0,1267488952448172"
virus,common,2022-11-15,"0,1403114738507559"
volleyball,common,2022-11-15,"0,5909184468184946"
waffle,uncommon,2022-11-15,"0,1897453105667323"
waffle2,legendary,2022-11-15,
watermelon,uncommon,2022-11-15,"0,0148061322881405"
wheeee,rare,2022-11-15,"0,0145751074026165"
xmasball,epic,2022-11-15,"0,0357381510834908"
xmasball1,rare,2022-11-15,"16,703168875795885"
xmasball2,common,2022-11-15,"0,022289951851122"
yinyang,uncommon,2022-11-15,
8ball,common,2022-11-16,"0,0588213146583615"
alien,common,2022-11-16,"0,0045138837720975"
angel,epic,2022-11-16,
ape,epic,2022-11-16,"50,51577748502417"
banana,rare,2022-11-16,
baseball,epic,2022-11-16,
basketball,common,2022-11-16,"0,0002190842134532"
beachball,common,2022-11-16,"0,0304245427625096"
bomb,uncommon,2022-11-16,"0,7849510570121048"
botroyale,legendary,2022-11-16,
bowie,rare,2022-11-16,
bowling,common,2022-11-16,
bull,uncommon,2022-11-16,"0,1452375712307819"
burger,rare,2022-11-16,"3,2599162423050148"
button,common,2022-11-16,"0,0993417244583241"
candyswirl,rare,2022-11-16,"3,633224423496577"
casinochip,uncommon,2022-11-16,"0,0489084516304598"
cat,uncommon,2022-11-16,"0,3086402769920172"
cherry,rare,2022-11-16,
citrus,epic,2022-11-16,"6,008858739028154"
clock,common,2022-11-16,"0,044831078846366"
cobra,legendary,2022-11-16,"137,65610358091774"
coconut,rare,2022-11-16,"0,0267405397344803"
cougar,rare,2022-11-16,"2,9196172836205303"
crlogo,legendary,2022-11-16,"18,58783454079621"
crosshair,common,2022-11-16,"1,2957540787527682"
cute,uncommon,2022-11-16,
derp,uncommon,2022-11-16,"0,2535540471422703"
devil,epic,2022-11-16,"4,378446867590155"
discoball,epic,2022-11-16,"0,0380786907657591"
disguise,epic,2022-11-16,"0,1230415080352353"
diver,rare,2022-11-16,"7,715338832519343"
dog,uncommon,2022-11-16,"0,8901104629982722"
donut,uncommon,2022-11-16,"0,005453078819502"
dragon,epic,2022-11-16,"12,848513190849449"
egg,rare,2022-11-16,"59,56035563992817"
eyeball,rare,2022-11-16,"0,0211041939649175"
eyeball2,epic,2022-11-16,"0,0646458722313729"
fishcake,uncommon,2022-11-16,
floater,rare,2022-11-16,"0,9457808628038248"
fox,uncommon,2022-11-16,
fox777,legendary,2022-11-16,
frankie,rare,2022-11-16,"1,7292350913659396"
gamer,rare,2022-11-16,"0,1156110978802496"
ghost,epic,2022-11-16,"8,936669134741638"
jackolantern,rare,2022-11-16,"2,397847323527756"
ladybug,rare,2022-11-16,"4,372697657255872"
marble,rare,2022-11-16,"0,2095419780189813"
melon,rare,2022-11-16,"0,3196373109940392"
moneybag,legendary,2022-11-16,"61,51919223138333"
moon,uncommon,2022-11-16,"2,5643744435577376"
mummy,epic,2022-11-16,"51,79574536452233"
ninja,rare,2022-11-16,"11,357244203395382"
opencan,uncommon,2022-11-16,"0,5993199787440373"
owl,epic,2022-11-16,"20,89284764644601"
panda,uncommon,2022-11-16,"0,1932119041753464"
peach,rare,2022-11-16,"0,0199989239600944"
pizza,rare,2022-11-16,"5,497094878131183"
potion,epic,2022-11-16,"1,2945256049062532"
racoon,uncommon,2022-11-16,
revolver,uncommon,2022-11-16,"0,0033793037270409"
royman,epic,2022-11-16,
saturn,common,2022-11-16,"0,2249538453167258"
shades,epic,2022-11-16,"2,0627035089853765"
skull,uncommon,2022-11-16,"0,2010366573358084"
skullpatch,rare,2022-11-16,"9,918218294868268"
snowman,epic,2022-11-16,"3,201646809854027"
soccerball,common,2022-11-16,"0,3972671533680806"
spy,legendary,2022-11-16,"55,07943006253639"
starball,common,2022-11-16,
tamagochi,epic,2022-11-16,"0,0339276503550193"
target,uncommon,2022-11-16,
tomato,uncommon,2022-11-16,"0,0016660823921546"
ufo,uncommon,2022-11-16,"4,82596908157247"
vase,common,2022-11-16,"0,30004674292406"
virus,common,2022-11-16,"0,1448103526223451"
volleyball,common,2022-11-16,"0,4266047863988868"
waffle,uncommon,2022-11-16,"0,0053446937697438"
waffle2,legendary,2022-11-16,
watermelon,uncommon,2022-11-16,"0,1407961500917745"
wheeee,rare,2022-11-16,"0,409566243014959"
xmasball,epic,2022-11-16,
xmasball1,rare,2022-11-16,"14,770446155742954"
xmasball2,common,2022-11-16,"0,0012434398080675"
yinyang,uncommon,2022-11-16,"0,0002042707688229"
8ball,common,2022-11-17,"0,0003635119334649"
alien,common,2022-11-17,"0,0162938177702497"
angel,epic,2022-11-17,"8,62719070967742"
ape,epic,2022-11-17,"42,80044560182071"
banana,rare,2022-11-17,"0,0160459496271912"
baseball,epic,2022-11-17,
basketball,common,2022-11-17,"0,0033637838892453"
beachball,common,2022-11-17,"0,0011635994678404"
bomb,uncommon,2022-11-17,"0,169674272362001"
botroyale,legendary,2022-11-17,"28,4946690341748"
bowie,rare,2022-11-17,
bowling,common,2022-11-17,"0,0034715597892198"
bull,uncommon,2022-11-17,"0,3949700306110906"
burger,rare,2022-11-17,"9,562139448035843"
button,common,2022-11-17,"0,1404357147441594"
candyswirl,rare,2022-11-17,
casinochip,uncommon,2022-11-17,"0,6337332216425473"
cat,uncommon,2022-11-17,"0,0691994602696959"
cherry,rare,2022-11-17,"1,4949008338235097"
citrus,epic,2022-11-17,"5,792276949309159"
clock,common,2022-11-17,"0,0640743920734329"
cobra,legendary,2022-11-17,"125,32164380164409"
coconut,rare,2022-11-17,"0,0102661777315765"
cougar,rare,2022-11-17,"5,028029846731414"
crlogo,legendary,2022-11-17,"8,4069947224114"
crosshair,common,2022-11-17,"0,3741718016905306"
cute,uncommon,2022-11-17,
derp,uncommon,2022-11-17,"0,4133764467037748"
devil,epic,2022-11-17,"3,825445387286904"
discoball,epic,2022-11-17,"0,007434338106423"
disguise,epic,2022-11-17,"4,158042492383996"
diver,rare,2022-11-17,"8,362912070402343"
dog,uncommon,2022-11-17,"1,102114204200137"
donut,uncommon,2022-11-17,"0,0019462349574224"
dragon,epic,2022-11-17,"1,7425907143656365"
egg,rare,2022-11-17,"9,316316627840177"
eyeball,rare,2022-11-17,"0,030486971565245"
eyeball2,epic,2022-11-17,"0,1282870164970098"
fishcake,uncommon,2022-11-17,
floater,rare,2022-11-17,"0,5397496228270506"
fox,uncommon,2022-11-17,
fox777,legendary,2022-11-17,"33,42285754258046"
frankie,rare,2022-11-17,"2,9993431771693726"
gamer,rare,2022-11-17,
ghost,epic,2022-11-17,"15,95141474116732"
jackolantern,rare,2022-11-17,"0,4607465041369112"
ladybug,rare,2022-11-17,"4,6145535515818645"
marble,rare,2022-11-17,
melon,rare,2022-11-17,"1,8760053645969983"
moneybag,legendary,2022-11-17,"108,19789106796269"
moon,uncommon,2022-11-17,"3,197781936074324"
mummy,epic,2022-11-17,"31,871403299953013"
ninja,rare,2022-11-17,"8,239317679076564"
opencan,uncommon,2022-11-17,"1,794688588424446"
owl,epic,2022-11-17,"13,90310106318064"
panda,uncommon,2022-11-17,"0,2190482447898011"
peach,rare,2022-11-17,
pizza,rare,2022-11-17,"2,93797636255048"
potion,epic,2022-11-17,"0,0900513297005088"
racoon,uncommon,2022-11-17,"0,0005217336726883"
revolver,uncommon,2022-11-17,"0,3744809850754401"
royman,epic,2022-11-17,
saturn,common,2022-11-17,"0,0197729582261227"
shades,epic,2022-11-17,"1,519660341359358"
skull,uncommon,2022-11-17,"0,4132342390992752"
skullpatch,rare,2022-11-17,"2,0168208201785425"
snowman,epic,2022-11-17,"2,6142476609245007"
soccerball,common,2022-11-17,"0,0685949258887374"
spy,legendary,2022-11-17,"57,71313770610185"
starball,common,2022-11-17,"0,0009876701484745"
tamagochi,epic,2022-11-17,
target,uncommon,2022-11-17,
tomato,uncommon,2022-11-17,
ufo,uncommon,2022-11-17,"3,935325479309351"
vase,common,2022-11-17,"0,0309108038009878"
virus,common,2022-11-17,"0,1402166808538286"
volleyball,common,2022-11-17,"5,043140148392761"
waffle,uncommon,2022-11-17,"0,1844791990194645"
waffle2,legendary,2022-11-17,
watermelon,uncommon,2022-11-17,
wheeee,rare,2022-11-17,"0,0206334347579469"
xmasball,epic,2022-11-17,"0,1620146084868964"
xmasball1,rare,2022-11-17,"31,994731161050275"
xmasball2,common,2022-11-17,"0,0337551806756649"
