id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.8749000000000000,308.749,10,10,15,56400.000000000000000000,0,167241,32,26.680268627768676,26.680268627768676,2.6680268627768675,67,,,,
4,8ball,common,24,29,1,0,4.2041148686416993,15042.323,3309,3578,25,100,0,360144,279,147.66323620949305,147.66323620949305,0.044624731402083125,43,,,,
7,alien,common,29,29,1,0,4.7109555000000000,9421.911,2000,2000,15,200,0,238745,129,38.08743509986565,38.08743509986565,0.019043717549932827,63,,,,
8,angel,epic,29,29,1,0,15.2737800000000000,763.689,50,50,7,10400,0,30465,20,7.4662682822145205,7.4662682822145205,0.14932536564429041,80,,,,
9,banana,rare,29,29,1,0,7.9672066666666667,1195.081,150,150,14,1950,0,84981,50,17.659103993134316,17.659103993134316,0.11772735995422877,73,,,,
11,basketball,common,29,24,1,0,3.1895843717549325,12286.279,3654,4235,13,78.800000000000000000,0,492775,406,269.6645760967753,269.6645760967753,0.07379982925472778,32,,,,
12,beachball,common,29,29,1,0,3.6085478708202344,12626.309,3265,3499,8,118.800000000000000000,0,717690,160,262.54117878680944,262.54117878680944,0.08041077451357104,33,,,,
13,bomb,uncommon,29,29,1,0,5.2647033333333333,3158.822,600,600,7,1090.000000000000000000,2,2902444,623,1968.1829332823745,1968.1829332823745,3.2803048888039577,8,,,,
14,shades,epic,29,29,1,0,14.9793800000000000,748.969,50,50,30,11111,0,79106,29,20.140819910510473,20.140819910510473,0.4028163982102095,70,,,,
15,bowling,common,29,29,1,0,2.9565585000000000,5913.117,1998,2000,30,200,0,502772,169,291.84925109778646,291.84925109778646,0.14607069624513838,27,,,,
17,ninja,rare,29,29,1,0,10.4863500000000000,1048.635,100,100,23,5020.000000000000000000,0,2689,5,0.3664518201051348,0.3664518201051348,0.0036645182010513477,87,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.6523400000000000,1447.851,150,150,13,8000,0,1643379,545,860.0238121850953,860.0238121850953,5.733492081233968,16,,,,
19,button,common,29,29,1,0,3.8340167614486681,12809.450,3084,3341,24,120,0,100919,108,25.949969594681765,25.949969594681765,0.008414387028106927,68,,,,
20,cat,uncommon,29,24,1,0,5.1816600000000000,3108.996,600,600,15,988.000000000000000000,1,1687576,409,717.2780779166694,717.2780779166694,1.195463463194449,17,,,,
21,cherry,rare,29,29,1,0,10.2394000000000000,1023.940,98,100,27,3200.000000000000000000,0,251644,107,207.68829308691696,207.68829308691696,2.119268296805275,38,,,,
22,egg,rare,29,29,1,0,13.9226000000000000,1392.260,100,100,14,7720.000000000000000000,0,1204678,341,562.0400745719976,562.0400745719976,5.620400745719976,20,,,,
23,coconut,rare,29,29,1,0,6.9514315789473684,1981.158,273,285,25,1580,0,85616,38,14.636681983210758,14.636681983210758,0.053614219718720726,75,,,,
24,cute,uncommon,29,29,1,0,5.6714400000000000,4111.794,708,725,27,449,0,6592,13,3.308247356862267,3.308247356862267,0.004672665758280038,83,,,,
25,devil,epic,24,21,1,0,14.4114878048780488,1181.742,81,82,12,8502.400000000000000000,2,2936649,1063,1435.0517255953391,1435.0517255953391,17.71668797031283,12,,,,
26,revolver,uncommon,29,29,1,0,4.1136350000000000,2468.181,600,600,22,895,0,261310,98,44.58829452121398,44.58829452121398,0.0743138242020233,56,,,,
27,disguise,epic,29,29,1,0,12.2508108108108108,906.560,73,74,19,8000,0,24514,17,2.2777568457317727,2.2777568457317727,0.031202148571668118,85,,,,
28,dog,uncommon,29,29,1,0,4.9952783333333333,2997.167,600,600,33,536,0,249613,214,42.53583639381775,42.53583639381775,0.07089306065636292,59,,,,
29,donut,uncommon,29,29,1,0,5.5014209115281501,4104.060,686,746,32,400,0,127305,86,37.923782748313464,37.923782748313464,0.05528248214039864,64,,,,
30,baseball,epic,29,29,1,0,9.6655000000000000,676.585,69,70,4,6718.800000000000000000,0,148226,25,38.895315985628756,38.895315985628756,0.5637002316757791,62,,,,
31,bowie,rare,29,29,1,0,7.8704208860759494,2487.053,312,316,33,1350,0,667023,185,257.1634997190684,257.1634997190684,0.8242419862790654,34,,,,
32,eyeball,rare,29,29,1,0,6.9987993079584775,2022.653,276,289,5,1500,0,58630,18,10.892095144590629,10.892095144590629,0.03946411284271967,79,,,,
33,eyeball2,epic,29,29,1,0,10.4597066666666667,784.478,71,75,22,5990.000000000000000000,0,312581,100,53.33685541975275,53.33685541975275,0.7512233157711655,54,,,,
34,discoball,epic,29,29,1,0,14.0414716981132075,744.198,53,53,10,8000,0,69330,17,11.108651365543844,11.108651365543844,0.20959719557629894,78,,,,
35,fishcake,uncommon,29,29,1,0,5.3508907103825137,3916.852,682,732,27,400,0,9787,14,4.911683386166719,4.911683386166719,0.007201881797898415,81,,,,
36,floater,rare,29,29,1,0,8.5254066666666667,1278.811,150,150,31,2940.000000000000000000,0,43706,12,12.617828019723376,12.617828019723376,0.08411885346482251,77,,,,
37,fox,uncommon,29,29,1,0,5.9993815620998720,4685.517,709,781,13,349.800000000000000000,0,146734,95,40.13550801531263,40.13550801531263,0.0566086149722322,60,,,,
38,fox777,legendary,29,29,1,0,31.6734285714285714,443.428,14,14,14,104100.000000000000000000,0,1674012,375,287.23695047458983,287.23695047458983,20.516925033899273,29,,,,
40,gamer,rare,29,29,1,0,10.2749700000000000,1027.497,99,100,27,4500,0,240173,48,312.0226917399395,312.0226917399395,3.1517443610094897,26,,,,
41,xmasball,epic,29,29,1,0,10.7854333333333333,647.126,60,60,14,8005.000000000000000000,0,67315,36,13.988098343133599,13.988098343133599,0.23313497238555997,76,,,,
42,derp,uncommon,29,29,1,0,7.0801309523809524,2973.655,420,420,4,1670.000000000000000000,0,181656,114,144.54351041243916,144.54351041243916,0.3441512152677123,44,,,,
43,moneybag,legendary,29,29,1,0,19.0715000000000000,190.715,10,10,6,41000.138000000000000000,0,219188,80,140.92634997372292,140.92634997372292,14.092634997372292,45,,,,
44,moon,uncommon,29,16,1,0,6.1313633333333333,3678.818,600,600,27,8000,1,7595593,2187,2493.439205950992,2493.439205950992,4.15573200991832,6,100.000000000000000000,,,
45,bull,uncommon,29,24,1,0,6.3730025906735751,4919.958,738,772,15,432.000000000000000000,0,413833,102,252.69525727479305,252.69525727479305,0.3424054976623212,35,,,,
46,opencan,uncommon,29,29,1,0,4.9956383333333333,2997.383,600,600,7,537.000000000000000000,0,385703,81,94.52690219120258,94.52690219120258,0.15754483698533764,51,,,,
47,candyswirl,rare,29,21,1,0,11.4881200000000000,1148.812,100,100,13,6850.000000000000000000,2,2059186,955,1461.1648279243182,1461.1648279243182,14.611648279243182,11,,,,
48,royman,epic,29,21,1,0,12.4814800000000000,624.074,50,50,3,6980,0,1126539,288,291.337596405592,291.337596405592,5.8267519281118405,28,,,,
49,panda,uncommon,29,29,1,0,5.4660700000000000,3279.642,599,600,10,680,1,2201835,643,697.1045602181723,697.1045602181723,1.1637805679769153,18,,,,
