id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
17,ninja,rare,29,29,1,0,10.5208900000000000,1052.089,100,100,13,4560.000000000000000000,1,3270114,1427997,356,698.1390948346143,698.1390948346143,6.981390948346143,16,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7060866666666667,1455.913,150,150,9,7000,1,1489263,1081505,367,387.971398401184,387.971398401184,2.586475989341227,28,,,,
19,button,common,29,29,1,0,3.8368496555855046,12811.241,3082,3339,12,103,0,194497,100478,98,172.6324341442322,172.6324341442322,0.05601311944978332,42,,,,
20,cat,uncommon,29,24,1,0,5.2207683333333333,3132.461,600,600,5,1000,0,468404,467572,190,341.4913734786139,341.4913734786139,0.5691522891310232,30,,,,
21,cherry,rare,29,29,1,0,10.2514400000000000,1025.144,98,100,17,3300.000000000000000000,0,33035,33035,21,4.778590546388654,4.778590546388654,0.04876112802437402,77,,,,
22,egg,rare,29,29,1,0,13.9678300000000000,1396.783,100,100,32,8500,2,2412268,1607649,555,1714.1066181570363,1714.1066181570363,17.141066181570363,6,,,,
23,coconut,rare,29,29,1,0,7.0742421052631579,2016.159,273,285,23,1550,0,58297,58297,68,21.346628895970895,21.346628895970895,0.07819277983872122,65,,,,
24,cute,uncommon,29,29,1,0,5.7228137931034483,4149.040,708,725,10,499,0,166363,79093,45,28.63899000423749,28.63899000423749,0.040450550853442784,62,,,,
25,devil,epic,29,29,1,0,14.6436097560975610,1200.776,81,82,4,11000.000000000000000000,0,3031942,2599744,788,745.6741541889604,745.6741541889604,9.205853755419264,15,,,,
26,revolver,uncommon,29,29,1,0,4.1276300000000000,2476.578,600,600,22,748,0,489677,489677,182,175.8865131915196,175.8865131915196,0.29314418865253267,40,,,,
27,disguise,epic,29,29,1,0,12.3797297297297297,916.100,73,74,23,6900,0,320876,320876,85,119.07566405095122,119.07566405095122,1.6311734801500166,48,,,,
28,dog,uncommon,29,29,1,0,5.0456433333333333,3027.386,600,600,25,520,0,295952,295952,131,102.05717919276819,102.05717919276819,0.17009529865461365,50,,,,
29,donut,uncommon,29,29,1,0,5.5092962466487936,4109.935,686,746,20,400,0,42666,42666,14,8.345889750568736,8.345889750568736,0.012166020044560839,73,,,,
30,baseball,epic,29,29,1,0,9.6970142857142857,678.791,69,70,13,6718.800000000000000000,0,,,,,,,85,,,,
31,bowie,rare,29,29,1,0,7.8849367088607595,2491.640,312,316,16,1564.000000000000000000,0,45585,45585,29,5.631897295291178,5.631897295291178,0.018050952869523004,75,,,,
32,eyeball,rare,29,24,1,0,7.0352664359861592,2033.192,276,289,23,1390.000000000000000000,0,9381,5242,4,1.3157983958869055,1.3157983958869055,0.004767385492343861,80,,,,
33,eyeball2,epic,29,29,1,0,10.5314666666666667,789.860,71,75,14,5690.000000000000000000,0,9147,9147,2,1.8317984901593443,1.8317984901593443,0.025799978734638653,79,,,,
34,discoball,epic,29,29,1,0,14.0570377358490566,745.023,53,53,10,8000,0,1571,1571,1,0.2703856177464911,0.2703856177464911,0.005101615429179078,82,,,,
35,fishcake,uncommon,29,29,1,0,5.3575314207650273,3921.713,682,732,23,438.000000000000000000,0,1022,1022,4,0.21690276479737852,0.21690276479737852,0.00031803924457093625,83,,,,
36,floater,rare,29,29,1,0,8.5519000000000000,1282.785,150,150,18,2920.000000000000000000,0,910581,534692,77,312.3713458099428,312.3713458099428,2.082475638732952,32,,,,
37,fox,uncommon,29,29,1,0,6.0439462227912932,4720.322,709,781,11,391,0,172221,172221,55,32.840259918890204,32.840259918890204,0.04631912541451369,59,,,,
38,fox777,legendary,29,24,1,0,31.7887857142857143,445.043,14,14,29,104100.000000000000000000,1,1425652,1072582,345,753.0563656461371,753.0563656461371,53.78974040329551,14,,,,
40,gamer,rare,29,29,1,0,10.3094200000000000,1030.942,99,100,5,5000,0,226280,225598,70,36.59880545427027,36.59880545427027,0.3696849035784876,58,,,,
41,xmasball,epic,29,24,1,0,10.7931500000000000,647.589,60,60,17,8005.000000000000000000,0,52457,52457,26,7.588028584589364,7.588028584589364,0.1264671430764894,74,,,,
42,derp,uncommon,29,29,1,0,7.0862238095238095,2976.214,420,420,20,1160.000000000000000000,0,5565,4641,6,1.2507176141780798,1.2507176141780798,0.0029778990813763805,81,,,,
43,moneybag,legendary,29,29,1,0,19.1675000000000000,191.675,10,10,7,41000.138000000000000000,0,709868,371659,118,340.5200449294901,340.5200449294901,34.05200449294901,31,,,,
44,moon,uncommon,29,21,1,0,6.2084983333333333,3725.099,600,600,29,6349.2,1,2419759,2277286,684,1248.6241046991709,1248.6241046991709,2.081040174498618,9,100.000000000000000000,,,
45,bull,uncommon,29,29,1,0,6.3783834196891192,4924.112,738,772,23,472.000000000000000000,0,148902,148902,48,55.03494134743921,55.03494134743921,0.07457309125669269,55,,,,
46,opencan,uncommon,29,29,1,0,5.0060966666666667,3003.658,600,600,33,510.000000000000000000,0,1667977,891316,239,239.93760918171273,239.93760918171273,0.39989601530285457,34,,,,
47,candyswirl,rare,29,24,1,0,11.6474500000000000,1164.745,100,100,19,7250.000000000000000000,0,1705294,1206861,648,228.26631484798622,228.26631484798622,2.282663148479862,35,,,,
48,royman,epic,29,29,1,0,12.5103200000000000,625.516,50,50,23,7200,0,,,,,,,86,,,,
49,panda,uncommon,29,29,1,0,5.4835250000000000,3290.115,599,600,5,625,0,206202,206202,91,26.241112833701266,26.241112833701266,0.04380820172571163,63,,,,
50,melon,rare,29,29,1,0,7.0319704797047970,1905.664,267,271,7,1500,0,315548,315548,52,52.209208814513026,52.209208814513026,0.19554010791952445,56,,,,
51,casinochip,uncommon,29,29,1,0,5.2129883333333333,3127.793,600,600,31,2800,0,2225849,2121812,683,873.5815735190342,873.5815735190342,1.4559692891983904,11,100.000000000000000000,,,
52,pizza,rare,29,29,1,0,8.9886866666666667,1348.303,150,150,8,2500,1,1339774,813825,246,982.9979886285087,982.9979886285087,6.553319924190058,10,,,,
53,jackolantern,rare,29,29,1,0,9.6741933333333333,1451.129,150,150,27,2160.000000000000000000,0,252696,207163,75,120.09079409729196,120.09079409729196,0.8006052939819465,47,,,,
54,waffle,uncommon,29,29,1,0,5.1678995873452545,3757.063,678,727,5,398,0,632422,323655,85,249.0594257151759,249.0594257151759,0.3673442857155987,33,,,,
55,saturn,common,29,24,1,0,3.7527915000000000,7505.583,1996,2000,23,208.000000000000000000,0,84794,84794,59,31.466678273028705,31.466678273028705,0.01576486887426288,60,,,,
56,marble,rare,29,29,1,0,7.5032020905923345,2153.419,278,287,23,1260.000000000000000000,0,385932,385932,68,173.11046958388638,173.11046958388638,0.6226995308772891,41,,,,
57,skull,uncommon,29,29,1,0,6.5795068912710567,4296.418,651,653,21,999,1,1412217,976637,335,644.7933432620935,644.7933432620935,0.9904659650723402,17,,,,
58,skullpatch,rare,29,29,1,0,9.1364200000000000,1370.463,150,150,31,2600,0,186742,186148,64,66.2923948739184,66.2923948739184,0.44194929915945597,53,,,,
59,football,common,24,24,1,0,4.1678670000000000,8335.734,1997,2000,26,1200,5,7282053,6684252,2407,4289.463044733092,5289.463044733092,2.648704579235399,2,1300.000000000000000000,172.6923076923077,1000,1000
60,starballoon,common,29,29,1,0,3.4609131972789116,12718.856,3412,3676,21,83.000000000000000000,0,87985,87985,80,15.632765910568395,15.632765910568395,0.004581701615055216,68,,,,
61,tamagochi,epic,29,29,1,0,11.9876710526315789,911.063,76,76,16,7293.000000000000000000,0,,,,,,,87,,,,
62,target,uncommon,29,29,1,0,5.0397895442359249,3759.683,711,746,23,388,0,265,265,1,0.09834032764526507,0.09834032764526507,0.00013831269711007745,84,,,,
64,tomato,uncommon,29,29,1,0,5.0178228346456693,3823.581,740,762,23,250.000000000000000000,0,358473,195548,194,214.49512106879794,214.49512106879794,0.28985827171459183,37,,,,
65,volleyball,common,29,29,1,0,3.0920085000000000,6184.017,2000,2000,8,212.000000000000000000,0,586801,586801,204,142.07306559859666,142.07306559859666,0.07103653279929832,45,,,,
66,racoon,uncommon,29,29,1,0,6.3546402048655570,4962.974,735,781,23,399,0,14718,14718,12,5.233119733954411,5.233119733954411,0.0071198907944957975,76,,,,
67,peach,rare,29,29,1,0,10.1827200000000000,1018.272,100,100,25,3739.800000000000000000,0,172075,172075,52,20.70919379950793,20.70919379950793,0.2070919379950793,66,,,,
68,watermelon,uncommon,29,29,1,0,4.1592783333333333,2495.567,600,600,4,548,0,445961,445961,230,186.58518381476253,186.58518381476253,0.3109753063579376,38,,,,
69,citrus,epic,29,29,1,0,15.7177400000000000,785.887,50,50,10,9000,0,213475,213475,58,99.60713834749484,99.60713834749484,1.9921427669498968,51,,,,
70,potion,epic,29,29,1,0,13.9089600000000000,695.448,50,50,22,10000,0,20762,20762,4,2.1207388794599926,2.1207388794599926,0.04241477758919985,78,,,,
71,crlogo,legendary,24,29,1,0,34.7006000000000000,347.006,10,10,20,72464.800000000000000000,4,6532445,6034418,1005,4928.257443267633,7928.257443267633,792.8257443267632,1,400.000000000000000000,191.75,,3000
72,yinyang,uncommon,29,29,1,0,5.4593860139860140,3903.461,687,715,23,399,0,23902,22296,16,8.386841359525969,8.386841359525969,0.012207920465103302,72,,,,
73,waffle2,legendary,29,29,1,0,17.4568888888888889,314.224,18,18,9,45000,0,230349,230349,57,20.485429357453576,20.485429357453576,1.1380794087474209,67,,,,
74,snowman,epic,29,29,1,0,12.4829400000000000,624.147,50,50,19,6877,0,593827,593827,57,109.07936588764613,109.07936588764613,2.1815873177529226,49,,,,
75,crosshair,common,29,21,1,0,3.5529920000000000,7105.984,2000,2000,30,1120.000000000000000000,2,3573747,3408575,1025,1315.2526681797142,1315.2526681797142,0.657626334089857,8,,,,
76,xmasball2,common,29,29,1,0,3.4568192612137203,13101.345,3570,3980,28,55,0,625868,385245,288,384.6972271904043,384.6972271904043,0.10775832694409085,29,,,,
77,xmasball1,rare,29,24,1,100.000000000000000000,11.4965900000000000,1149.659,100,100,23,7044,0,1290731,1290731,100,396.4434528386032,396.4434528386032,3.964434528386032,27,,,,
78,vase,common,29,29,1,0,2.5033930000000000,5006.786,1999,2000,9,167.200000000000000000,0,661425,661425,227,166.04264688745582,166.04264688745582,0.0830628548711635,43,,,,
79,ufo,uncommon,29,29,1,0,5.9097000000000000,3545.820,600,600,23,1200,0,442742,442742,81,516.0679500181885,516.0679500181885,0.8601132500303142,22,,,,
80,wheeee,rare,29,29,1,0,8.8986333333333333,1334.795,150,150,4,4040.000000000000000000,1,868655,545917,116,497.7991493795162,497.7991493795162,3.3186609958634414,23,,,,
81,owl,epic,29,24,1,200.000000000000000000,17.5558600000000000,877.793,50,50,27,18400.000000000000000000,0,342028,342028,66,30.417281743229324,30.417281743229324,0.6083456348645865,61,,,,
83,ape,epic,29,29,1,0,16.9437800000000000,847.189,50,50,13,19500,1,2298737,1375668,279,460.37859257894854,460.37859257894854,9.20757185157897,25,,,,
84,ghost,epic,29,29,1,0,22.9419800000000000,1147.099,50,50,8,48000,2,3659015,3533685,858,2066.2993890350967,2066.2993890350967,41.32598778070194,4,500.000000000000000000,,,
85,diver,rare,29,24,1,0,8.2291000000000000,1234.365,150,150,27,5650.000000000000000000,2,4465106,4089552,1122,3252.7747885064678,3752.7747885064678,25.01849859004312,3,,,,500
86,cobra,legendary,29,29,1,0,34.2497000000000000,342.497,10,10,27,72500,1,1499398,1499398,423,795.7854095112127,795.7854095112127,79.57854095112127,13,,,,
87,clock,common,29,29,1,0,2.4642565000000000,4928.513,2000,2000,17,248.000000000000000000,0,94251,94251,19,13.688600342850805,13.688600342850805,0.006844300171425403,69,,,,
88,ladybug,rare,29,29,1,0,9.6267800000000000,1444.017,150,150,12,3840,0,346460,346460,37,66.37298430737283,66.37298430737283,0.4424865620491522,52,,,,
89,dragon,epic,29,21,1,100.000000000000000000,16.4747200000000000,823.736,50,50,31,12500,0,1098441,1098441,393,526.8629723028116,526.8629723028116,10.537259446056233,20,100.000000000000000000,,,
90,virus,common,29,21,1,0,2.5511675000000000,5102.335,2000,2000,25,150.000000000000000000,0,380583,380583,91,152.10717913740194,152.10717913740194,0.07605358956870097,44,,,,
91,cougar,rare,29,29,1,0,9.5977133333333333,1439.657,150,150,20,3350.000000000000000000,0,1077743,900332,355,524.8359572461486,524.8359572461486,3.4989063816409907,21,,,,
92,botroyale,legendary,29,29,1,0,23.5391000000000000,235.391,10,10,29,47240.000000000000000000,0,382087,382087,84,61.033860084121855,61.033860084121855,6.103386008412185,54,,,,
93,mummy,epic,29,24,1,0,15.1724600000000000,758.623,50,50,11,9523,1,1314004,761152,251,478.73164949544974,478.73164949544974,9.574632989908995,24,,,,
94,frankie,rare,24,29,1,0,7.2589733333333333,1088.846,150,150,14,2940.000000000000000000,1,2915253,1857403,579,1386.2421466057685,1386.2421466057685,9.241614310705124,7,,,,
95,earth,uncommon,29,29,1,0,3.0502116666666667,1830.127,600,600,23,1100,0,363170,363170,189,134.77078034313556,134.77078034313556,0.22461796723855926,46,,,,
131,bat,epic,29,24,1,0,10.5844800000000000,529.224,50,50,15,11560.000000000000000000,1,867669,839574,335,581.5112036840786,581.5112036840786,11.630224073681573,18,,,,
