id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
50769,uncommon,4000,ufo,ufo,,2022-12-13T17:00:21.096Z,600,600,81.0,0,0,0,0
50690,uncommon,5000,ufo,ufo,,2022-12-14T13:30:15.793Z,600,600,4.0,541,233,9.64,0
50728,uncommon,4000,ufo,ufo,,2022-12-13T17:51:40.834Z,600,600,42.0,105,46,3.37,0
50693,uncommon,4500,ufo,ufo,,2022-12-13T13:09:15.120Z,600,600,7.0,145,62,2.42,0
50696,uncommon,10000,ufo,ufo,,2022-12-15T09:20:07.573Z,600,600,10.0,2565,1267,285.20,0
61013,uncommon,1000,bomb,bomb,,2022-12-13T21:55:02.217Z,600,600,600.0,726,375,28.95,100
50788,uncommon,3900,ufo,ufo,,2022-12-13T17:51:54.469Z,600,600,97.0,133,57,2.02,0
58738,uncommon,6400,moon,moon,,2022-12-16T04:06:04.313Z,600,600,357.0,32,17,0,0
51326,uncommon,6000,ufo,ufo,,2022-12-15T20:33:30.160Z,600,600,200.0,95,40,1.32,0
59932,uncommon,6666,moon,moon,,2022-12-14T14:20:19.280Z,600,600,586.0,33,19,0.4,0
60630,uncommon,2500,bomb,bomb,,2022-12-14T15:48:18.701Z,600,600,518.0,1245,690,0.4,0
53999,uncommon,6000,ufo,ufo,,2022-12-15T20:33:19.291Z,600,600,500.0,83,39,0.99,0
59654,uncommon,6999,moon,moon,,2022-12-14T16:05:46.551Z,600,600,499.0,1829,898,0,500
60895,uncommon,699,bomb,bomb,,2022-12-14T03:39:46.438Z,600,600,566.0,26,11,0.8,0
58031,uncommon,8000,moon,moon,,2022-12-14T15:47:34.006Z,600,600,299.0,49,24,0.99,0
46501,uncommon,800,bomb,bomb,,2022-12-14T08:12:56.933Z,600,600,155.0,409,175,7.64,0
59773,uncommon,6800,moon,moon,,2022-12-13T09:24:31.668Z,600,600,528.0,41,27,0,0
45972,uncommon,750,bomb,bomb,,2022-12-16T00:22:11.433Z,600,600,152.0,418,167,5.28,0
50779,uncommon,3950,ufo,ufo,,2022-12-13T17:51:48.058Z,600,600,90.0,120,53,1.65,0
51077,uncommon,7999,ufo,ufo,,2022-12-16T04:40:55.705Z,600,600,140.0,10891,5852,192.72,0
