id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
53997,rare,8000,pizza,pizza,,2022-12-01T01:37:37.943Z,150,150,100.0,3136,2026,59.40,550
64716,common,1860,football,football,,2022-12-21T00:13:37.403Z,2000,2000,1611.0,0,0,0,0
65385,common,370,football,football,,2022-12-21T17:58:16.839Z,2000,2000,1900.0,102,46,0,500
65494,common,333,football,football,,2022-12-20T23:58:12.437Z,2000,2000,1973.0,0,0,0,0
65539,common,344,football,football,,2022-12-21T18:10:49.942Z,2000,2000,2005.0,0,0,0,0
59685,uncommon,16850,moon,moon,,2022-12-19T11:33:18.420Z,600,600,504.0,1555,659,33.33,0
60380,uncommon,1000,bomb,bomb,,2022-12-21T00:45:41.089Z,600,600,474.0,31,19,0.33,0
60382,uncommon,1000,bomb,bomb,,2022-12-21T00:45:38.435Z,600,600,475.0,24,14,0.33,0
60250,uncommon,1000,bomb,bomb,,2022-12-21T00:45:28.216Z,600,600,451.0,30,15,2.19,0
63562,common,344,football,football,,2022-12-20T23:58:17.731Z,2000,2000,1238.0,0,0,0,0
47,rare,10000,cherry,cherry,,2022-10-30T04:55:09.073Z,100,100,3.0,4074,1592,41.41,0
64369,common,355,football,football,,2022-12-20T23:58:59.792Z,2000,2000,1436.0,0,0,0,0
64468,common,344,football,football,,2022-12-21T03:08:14.122Z,2000,2000,1495.0,0,0,0,0
43099,common,390,football,football,,2022-12-21T02:01:09.188Z,2000,2000,230.0,385,159,1.0,500
64914,common,344,football,football,,2022-12-21T18:10:30.442Z,2000,2000,1730.0,0,0,0,0
50746,uncommon,3900,ufo,ufo,,2022-12-21T13:45:36.102Z,600,600,58.0,125,63,0.99,0
49904,rare,9523.81,cherry,cherry,,2022-12-14T07:32:33.175Z,100,100,78.0,586,259,7.98,0
44350,common,355,football,football,,2022-12-21T18:09:31.569Z,2000,2000,355.0,199,83,3.73,50
42146,uncommon,17000,moon,moon,,2022-12-19T11:33:01.604Z,600,600,50.0,1932,764,38.21,0
53592,rare,9500,pizza,pizza,,2022-12-08T15:45:26.406Z,150,150,90.0,2018,1026,313.90,2500
64042,common,510,football,football,,2022-12-21T00:31:16.354Z,2000,2000,1333.0,0,0,0,0
44155,common,377,football,football,,2022-12-21T18:09:44.700Z,2000,2000,318.0,156,75,2.82,50
52277,rare,6000,pizza,pizza,,2022-12-19T08:07:38.958Z,150,150,70.0,434,206,7.80,0
64934,common,344,football,football,,2022-12-21T18:10:34.076Z,2000,2000,1744.0,0,0,0,0
65371,common,344,football,football,,2022-12-21T18:10:37.713Z,2000,2000,1893.0,0,0,0,0
58738,uncommon,4660,moon,moon,,2022-12-21T06:06:45.605Z,600,600,357.0,32,17,0,0
65483,common,700,football,football,,2022-12-21T12:58:38.035Z,2000,2000,1964.0,1689,802,0.2,50
59654,uncommon,6222,moon,moon,,2022-12-18T18:53:24.852Z,600,600,499.0,1829,898,0,500
60630,uncommon,1800,bomb,bomb,,2022-12-20T23:17:27.490Z,600,600,518.0,1304,721,0.4,0
60395,rare,30000,pizza,pizza,,2022-12-19T14:07:33.813Z,150,150,157.0,81,40,1.72,0
46528,common,320,football,football,,2022-12-21T01:54:42.461Z,2000,2000,602.0,154,77,2.13,0
49899,common,310,football,football,,2022-12-21T15:03:26.978Z,2000,2000,867.0,143,39,1.2,0
45502,common,366,football,football,,2022-12-21T18:09:40.380Z,2000,2000,494.0,152,76,1.86,50
54606,uncommon,9100,ufo,ufo,,2022-12-18T20:19:51.404Z,600,600,539.0,5092,2000,714.43,3320
58031,uncommon,7000,moon,moon,,2022-12-21T12:30:57.522Z,600,600,299.0,49,24,0.99,0
60784,uncommon,1000,bomb,bomb,,2022-12-21T00:46:08.159Z,600,600,545.0,24,15,0.8,0
49931,rare,9000,cherry,cherry,,2022-12-14T03:26:48.941Z,100,100,82.0,611,298,14.78,0
45161,common,330,football,football,,2022-12-21T01:54:26.231Z,2000,2000,441.0,893,376,14.20,0
64139,common,600,football,football,,2022-12-20T23:15:07.041Z,2000,2000,1360.0,11,7,0,0
59773,uncommon,5000,moon,moon,,2022-12-20T12:06:11.734Z,600,600,528.0,43,29,0,0
65402,common,344,football,football,,2022-12-21T18:10:45.873Z,2000,2000,1912.0,0,0,0,0
45972,uncommon,900,bomb,bomb,,2022-12-19T16:29:15.022Z,600,600,152.0,418,167,5.28,0
49791,uncommon,15900,moon,moon,,2022-12-19T11:33:31.031Z,600,600,141.0,292,150,3.90,0
64474,common,350,football,football,,2022-12-21T03:32:25.606Z,2000,2000,1500.0,0,0,0,0
64846,common,344,football,football,,2022-12-21T18:10:25.825Z,2000,2000,1688.0,0,0,0,0
65396,common,344,football,football,,2022-12-21T18:10:41.595Z,2000,2000,1908.0,0,0,0,0
46054,common,366,football,football,,2022-12-21T18:09:35.532Z,2000,2000,551.0,165,81,5.26,50
44648,common,3000,football,football,,2022-12-21T16:53:23.318Z,2000,2000,380.0,6341,4352,3430.27,8770
11504,common,2000,football,football,,2022-12-20T19:57:10.429Z,2000,2000,17.0,2461,745,4.33,2630
62506,common,350,football,football,,2022-12-21T04:01:14.926Z,2000,2000,1193.0,112,66,0,500
