id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
11760,common,3700,football,football,,2023-01-28T05:03:51.843Z,2000,2000,22.0,4045,1917,926.43,3490
51077,uncommon,9988,ufo,ufo,,2023-01-27T20:44:12.742Z,600,600,140.0,12470,6561,287.44,0
46501,uncommon,1900,bomb,bomb,,2023-01-26T08:49:30.632Z,600,600,155.0,409,175,7.64,0
50510,uncommon,6000,moon,moon,,2023-01-27T00:29:13.609Z,600,600,156.0,241,116,3.88,0
51197,uncommon,7000,ufo,ufo,,2023-01-27T22:48:15.216Z,600,600,177.0,12271,7263,2826.40,18650
45972,uncommon,1400,bomb,bomb,,2023-01-28T02:19:58.512Z,600,600,152.0,588,226,5.28,0
54606,uncommon,8900,ufo,ufo,,2023-01-26T12:46:28.599Z,600,600,539.0,5092,2000,714.43,3320
59642,uncommon,1300,bomb,bomb,,2023-01-27T21:11:58.111Z,600,600,413.0,20,7,0.4,0
53237,uncommon,7618,ufo,ufo,,2023-01-26T16:32:08.030Z,600,600,443.0,8246,3473,178.53,2910
60819,uncommon,1400,bomb,bomb,,2023-01-28T02:20:52.090Z,600,600,551.0,34,12,1.06,0
51838,common,1200,football,football,,2023-01-28T02:23:10.785Z,2000,2000,931.0,45,22,1.46,0
54190,common,1200,football,football,,2023-01-28T02:23:19.874Z,2000,2000,986.0,30,18,1.32,0
58042,common,1200,football,football,,2023-01-28T02:23:13.027Z,2000,2000,1088.0,29,22,1.39,0
58860,common,3600,football,football,,2023-01-28T00:22:20.087Z,2000,2000,1101.0,909,420,80.31,6400
59049,common,1200,football,football,,2023-01-27T19:06:17.717Z,2000,2000,1110.0,31,14,0.66,0
60782,common,1200,football,football,,2023-01-27T19:06:29.094Z,2000,2000,1167.0,17,7,0,0
62782,common,1200,football,football,,2023-01-27T19:06:35.252Z,2000,2000,1201.0,12,4,0,0
41298,uncommon,1800,bomb,bomb,,2023-01-25T20:42:29.387Z,600,600,39.0,1238,526,101.34,0
50769,uncommon,4000,ufo,ufo,,2023-01-25T18:00:59.211Z,600,600,81.0,0,0,0,0
50762,uncommon,5800,ufo,ufo,,2023-01-27T23:30:36.406Z,600,600,74.0,5630,2663,650.73,3070
50314,uncommon,6000,moon,moon,,2023-01-27T00:29:22.490Z,600,600,151.0,285,130,4.17,0
50404,uncommon,6000,moon,moon,,2023-01-27T00:29:17.917Z,600,600,155.0,248,123,8.86,0
43960,common,1999,football,football,,2023-01-28T03:41:51.459Z,2000,2000,285.0,205,83,2.39,50
49861,uncommon,6000,moon,moon,,2023-01-27T19:09:01.508Z,600,600,142.0,14,5,0.6,0
42531,common,1200,football,football,,2023-01-28T02:23:17.182Z,2000,2000,200.0,29,19,0.33,0
50788,uncommon,3300,ufo,ufo,,2023-01-27T11:13:42.336Z,600,600,97.0,133,57,2.02,0
44115,common,3000,football,football,,2023-01-28T03:42:11.027Z,2000,2000,306.0,805,383,36.53,50
45251,common,1200,football,football,,2023-01-28T02:23:08.728Z,2000,2000,461.0,62,25,1.43,0
53790,uncommon,4100,ufo,ufo,,2023-01-25T14:55:20.157Z,600,600,476.0,280,84,85.80,0
61018,uncommon,1895,bomb,bomb,,2023-01-26T20:24:31.667Z,600,600,603.0,0,0,0,0
59773,uncommon,6000,moon,moon,,2023-01-27T23:29:30.827Z,600,600,528.0,43,29,0,0
54639,uncommon,20000,ufo,ufo,,2023-01-27T22:12:57.267Z,600,600,542.0,42992,21479,12109.21,32890
47422,common,1200,football,football,,2023-01-27T19:07:03.452Z,2000,2000,714.0,290,124,3.39,0
63877,common,1200,football,football,,2023-01-27T19:06:54.348Z,2000,2000,1294.0,6,2,0.33,0
64421,common,1200,football,football,,2023-01-27T19:06:23.633Z,2000,2000,1466.0,63,47,15.84,0
63032,common,1200,football,football,,2023-01-27T19:06:42.533Z,2000,2000,1212.0,11,7,0,0
63586,common,1200,football,football,,2023-01-27T19:06:50.302Z,2000,2000,1239.0,4,2,0,0
64612,common,1200,football,football,,2023-01-27T15:51:36.790Z,2000,2000,1561.0,0,0,0,0
64640,common,1200,football,football,,2023-01-27T15:51:41.272Z,2000,2000,1576.0,0,0,0,0
60630,uncommon,2500,bomb,bomb,,2023-01-26T11:52:48.248Z,600,600,518.0,1507,825,0.4,0
64744,common,1200,football,football,,2023-01-27T15:51:53.809Z,2000,2000,1628.0,0,0,0,0
64742,common,1200,football,football,,2023-01-27T15:51:51.969Z,2000,2000,1626.0,0,0,0,0
64632,common,1200,football,football,,2023-01-27T15:51:39.176Z,2000,2000,1571.0,0,0,0,0
64652,common,1200,football,football,,2023-01-27T15:51:43.356Z,2000,2000,1581.0,0,0,0,0
64681,common,1200,football,football,,2023-01-27T15:51:47.471Z,2000,2000,1595.0,0,0,0,0
64733,common,1200,football,football,,2023-01-27T15:51:49.664Z,2000,2000,1620.0,0,0,0,0
65279,common,4200,football,football,,2023-01-27T18:09:04.252Z,2000,2000,1826.0,1824,1198,148.01,9030
64657,common,1200,football,football,,2023-01-27T15:51:45.618Z,2000,2000,1583.0,0,0,0,0
65371,common,3000,football,football,,2023-01-28T01:07:28.044Z,2000,2000,1893.0,35,12,0,2140
64894,common,1200,football,football,,2023-01-27T19:06:13.378Z,2000,2000,1720.0,37,17,0.53,0
52177,uncommon,2100,bomb,bomb,,2023-01-26T08:50:02.975Z,600,600,218.0,118,47,0,1250
65246,common,1200,football,football,,2023-01-27T15:51:56.369Z,2000,2000,1807.0,0,0,0,0
53090,uncommon,3500,ufo,ufo,,2023-01-28T02:20:18.127Z,600,600,432.0,42,23,0.99,0
64716,common,1260,football,football,,2023-01-27T14:34:23.296Z,2000,2000,1611.0,0,0,0,0
11504,common,4000,football,football,,2023-01-27T17:47:29.357Z,2000,2000,17.0,2461,745,4.33,4200
64447,common,2340,football,football,,2023-01-27T14:33:47.705Z,2000,2000,1480.0,30,26,17.49,500
50730,uncommon,3880,ufo,ufo,,2023-01-26T03:24:40.271Z,600,600,44.0,153,74,14.85,0
51037,uncommon,20000,ufo,ufo,,2023-01-27T14:12:53.698Z,600,600,121.0,31016,17846,10088.14,36760
53718,uncommon,1700,bomb,bomb,,2023-01-28T03:37:08.413Z,600,600,262.0,124,58,0.91,1250
46865,common,1300,football,football,,2023-01-28T03:41:22.331Z,2000,2000,635.0,104,54,1.82,0
47032,common,1600,football,football,,2023-01-28T03:41:30.099Z,2000,2000,670.0,99,55,1.2,0
