rarity,name,date,on_sale_price
common,beachball,2022-11-19,"105,0"
uncommon,bomb,2022-11-19,"1050,0"
legendary,botroyale,2022-11-19,"60000,0"
rare,bowie,2022-11-19,"1400,0"
common,bowling,2022-11-19,"175,0"
uncommon,bull,2022-11-19,"520,0"
rare,burger,2022-11-19,"3750,0"
common,button,2022-11-19,"125,0"
rare,candyswirl,2022-11-19,"5000,0"
uncommon,casinochip,2022-11-19,"700,0"
uncommon,cat,2022-11-19,"1000,0"
rare,cherry,2022-11-19,"2990,0"
epic,citrus,2022-11-19,"9500,0"
common,clock,2022-11-19,"140,0"
rare,coconut,2022-11-19,"1702,0"
rare,cougar,2022-11-19,"2812,0"
legendary,crlogo,2022-11-19,"60000,0"
common,crosshair,2022-11-19,"543,0"
uncommon,cute,2022-11-19,"459,0"
uncommon,derp,2022-11-19,"1300,0"
epic,devil,2022-11-19,"8000,0"
epic,discoball,2022-11-19,"11111,0"
epic,disguise,2022-11-19,"7800,0"
rare,diver,2022-11-19,"20000,0"
uncommon,dog,2022-11-19,"555,0"
uncommon,donut,2022-11-19,"420,0"
epic,dragon,2022-11-19,"12380,0"
rare,egg,2022-11-19,"11000,0"
rare,eyeball,2022-11-19,"1300,0"
epic,eyeball2,2022-11-19,"7380,0"
uncommon,fishcake,2022-11-19,"580,0"
rare,floater,2022-11-19,"6499,0"
uncommon,fox,2022-11-19,"550,0"
legendary,fox777,2022-11-19,"200000,0"
rare,frankie,2022-11-19,"2650,0"
rare,gamer,2022-11-19,"5000,0"
epic,ghost,2022-11-19,"19000,0"
rare,jackolantern,2022-11-19,"2100,0"
rare,ladybug,2022-11-19,"5600,0"
rare,marble,2022-11-19,"1650,0"
rare,melon,2022-11-19,"1400,0"
uncommon,moon,2022-11-19,"2900,0"
epic,mummy,2022-11-19,"17500,0"
rare,ninja,2022-11-19,"5500,0"
uncommon,opencan,2022-11-19,"800,0"
epic,owl,2022-11-19,"18000,0"
uncommon,panda,2022-11-19,"600,0"
rare,peach,2022-11-19,"3800,0"
rare,pizza,2022-11-19,"6500,0"
epic,potion,2022-11-19,"11999,0"
uncommon,racoon,2022-11-19,"1100,0"
uncommon,revolver,2022-11-19,"900,0"
epic,royman,2022-11-19,"10000,0"
common,saturn,2022-11-19,"165,0"
epic,shades,2022-11-19,"13800,0"
rare,skullpatch,2022-11-19,"2800,0"
epic,snowman,2022-11-19,"8997,0"
common,soccerball,2022-11-19,"205,0"
common,starball,2022-11-19,"120,0"
epic,tamagochi,2022-11-19,"9000,0"
uncommon,target,2022-11-19,"777,0"
uncommon,tomato,2022-11-19,"450,0"
uncommon,ufo,2022-11-19,"2500,0"
common,vase,2022-11-19,"200,0"
common,virus,2022-11-19,"155,0"
common,volleyball,2022-11-19,"169,0"
uncommon,waffle,2022-11-19,"500,0"
legendary,waffle2,2022-11-19,"70000,0"
uncommon,watermelon,2022-11-19,"580,0"
rare,wheeee,2022-11-19,"3000,0"
cosmetic,worldcup,2022-11-19,"1500,0"
epic,xmasball,2022-11-19,"8500,0"
common,xmasball2,2022-11-19,"118,0"
uncommon,yinyang,2022-11-19,"444,0"
common,8ball,2022-11-20,"120,0"
common,alien,2022-11-20,"185,0"
epic,angel,2022-11-20,"25000,0"
epic,ape,2022-11-20,"20000,0"
rare,banana,2022-11-20,"2100,0"
epic,baseball,2022-11-20,"7000,0"
common,basketball,2022-11-20,"109,0"
common,beachball,2022-11-20,"105,0"
uncommon,bomb,2022-11-20,"900,0"
legendary,botroyale,2022-11-20,"40000,0"
rare,bowie,2022-11-20,"1400,0"
common,bowling,2022-11-20,"174,9"
uncommon,bull,2022-11-20,"569,0"
rare,burger,2022-11-20,"3750,0"
common,button,2022-11-20,"110,0"
rare,candyswirl,2022-11-20,"20000,0"
uncommon,casinochip,2022-11-20,"700,0"
uncommon,cat,2022-11-20,"1000,0"
rare,cherry,2022-11-20,"2700,0"
epic,citrus,2022-11-20,"9500,0"
common,clock,2022-11-20,"130,0"
legendary,cobra,2022-11-20,"70000,0"
rare,coconut,2022-11-20,"1750,0"
rare,cougar,2022-11-20,"2980,0"
common,crosshair,2022-11-20,"500,0"
uncommon,cute,2022-11-20,"459,0"
uncommon,derp,2022-11-20,"1300,0"
epic,devil,2022-11-20,"7500,0"
epic,discoball,2022-11-20,"11111,0"
epic,disguise,2022-11-20,"7800,0"
rare,diver,2022-11-20,"9000,0"
uncommon,dog,2022-11-20,"554,0"
uncommon,donut,2022-11-20,"600,0"
epic,dragon,2022-11-20,"12380,0"
rare,egg,2022-11-20,"12000,0"
rare,eyeball,2022-11-20,"1300,0"
epic,eyeball2,2022-11-20,"7300,0"
uncommon,fishcake,2022-11-20,"500,0"
rare,floater,2022-11-20,"6499,0"
uncommon,fox,2022-11-20,"600,0"
legendary,fox777,2022-11-20,"200000,0"
rare,frankie,2022-11-20,"2650,0"
rare,gamer,2022-11-20,"5000,0"
epic,ghost,2022-11-20,"22999,0"
rare,jackolantern,2022-11-20,"2100,0"
rare,ladybug,2022-11-20,"5600,0"
rare,marble,2022-11-20,"1650,0"
rare,melon,2022-11-20,"1400,0"
legendary,moneybag,2022-11-20,"50000,0"
uncommon,moon,2022-11-20,"2900,0"
epic,mummy,2022-11-20,"18000,0"
rare,ninja,2022-11-20,"5500,0"
uncommon,opencan,2022-11-20,"799,0"
epic,owl,2022-11-20,"18500,0"
uncommon,panda,2022-11-20,"600,0"
rare,peach,2022-11-20,"3800,0"
rare,pizza,2022-11-20,"6500,0"
epic,potion,2022-11-20,"11999,0"
uncommon,racoon,2022-11-20,"1100,0"
uncommon,revolver,2022-11-20,"800,0"
epic,royman,2022-11-20,"10000,0"
common,saturn,2022-11-20,"185,0"
epic,shades,2022-11-20,"13800,0"
uncommon,skull,2022-11-20,"19990,0"
rare,skullpatch,2022-11-20,"2900,0"
epic,snowman,2022-11-20,"8999,0"
common,soccerball,2022-11-20,"300,0"
legendary,spy,2022-11-20,"150000,0"
common,starball,2022-11-20,"115,0"
epic,tamagochi,2022-11-20,"9000,0"
uncommon,target,2022-11-20,"523,8095238095239"
uncommon,tomato,2022-11-20,"380,0"
uncommon,ufo,2022-11-20,"2500,0"
common,vase,2022-11-20,"160,0"
common,virus,2022-11-20,"165,0"
common,volleyball,2022-11-20,"169,0"
uncommon,waffle,2022-11-20,"500,0"
legendary,waffle2,2022-11-20,"70000,0"
uncommon,watermelon,2022-11-20,"600,0"
rare,wheeee,2022-11-20,"3000,0"
cosmetic,worldcup,2022-11-20,"3500,0"
epic,xmasball,2022-11-20,"8500,0"
common,xmasball2,2022-11-20,"139,0"
uncommon,yinyang,2022-11-20,"420,0"
common,8ball,2022-11-21,"115,0"
common,alien,2022-11-21,"230,0"
epic,angel,2022-11-21,"20000,0"
epic,ape,2022-11-21,"20000,0"
rare,banana,2022-11-21,"2099,0"
epic,baseball,2022-11-21,"7000,0"
common,basketball,2022-11-21,"117,0"
common,beachball,2022-11-21,"125,0"
uncommon,bomb,2022-11-21,"900,0"
legendary,botroyale,2022-11-21,"200000,0"
rare,bowie,2022-11-21,"1499,0"
common,bowling,2022-11-21,"160,0"
uncommon,bull,2022-11-21,"569,0"
rare,burger,2022-11-21,"3750,0"
common,button,2022-11-21,"105,0"
rare,candyswirl,2022-11-21,"20000,0"
uncommon,casinochip,2022-11-21,"700,0"
uncommon,cat,2022-11-21,"1000,0"
rare,cherry,2022-11-21,"2990,0"
epic,citrus,2022-11-21,"9500,0"
common,clock,2022-11-21,"150,0"
legendary,cobra,2022-11-21,"200000,0"
rare,coconut,2022-11-21,"1750,0"
rare,cougar,2022-11-21,"2980,0"
common,crosshair,2022-11-21,"630,0"
uncommon,cute,2022-11-21,"459,0"
uncommon,derp,2022-11-21,"1300,0"
epic,devil,2022-11-21,"7500,0"
epic,discoball,2022-11-21,"11111,0"
epic,disguise,2022-11-21,"7800,0"
rare,diver,2022-11-21,"4700,0"
uncommon,dog,2022-11-21,"553,0"
uncommon,donut,2022-11-21,"600,0"
epic,dragon,2022-11-21,"12380,0"
rare,egg,2022-11-21,"11000,0"
rare,eyeball,2022-11-21,"1300,0"
epic,eyeball2,2022-11-21,"7000,0"
uncommon,fishcake,2022-11-21,"490,0"
rare,floater,2022-11-21,"6499,0"
uncommon,fox,2022-11-21,"550,0"
legendary,fox777,2022-11-21,"200000,0"
rare,frankie,2022-11-21,"2800,0"
rare,gamer,2022-11-21,"5000,0"
epic,ghost,2022-11-21,"22999,0"
rare,jackolantern,2022-11-21,"2100,0"
rare,ladybug,2022-11-21,"5600,0"
rare,marble,2022-11-21,"1650,0"
rare,melon,2022-11-21,"1700,0"
legendary,moneybag,2022-11-21,"80000,0"
uncommon,moon,2022-11-21,"2900,0"
epic,mummy,2022-11-21,"17000,0"
rare,ninja,2022-11-21,"5500,0"
uncommon,opencan,2022-11-21,"800,0"
epic,owl,2022-11-21,"18500,0"
uncommon,panda,2022-11-21,"520,0"
rare,peach,2022-11-21,"3800,0"
rare,pizza,2022-11-21,"6000,0"
epic,potion,2022-11-21,"11999,0"
uncommon,racoon,2022-11-21,"1100,0"
uncommon,revolver,2022-11-21,"800,0"
epic,royman,2022-11-21,"10000,0"
common,saturn,2022-11-21,"170,0"
epic,shades,2022-11-21,"13800,0"
uncommon,skull,2022-11-21,"2999,0"
rare,skullpatch,2022-11-21,"2900,0"
epic,snowman,2022-11-21,"8999,0"
common,soccerball,2022-11-21,"295,0"
legendary,spy,2022-11-21,"150000,0"
common,starball,2022-11-21,"125,0"
epic,tamagochi,2022-11-21,"9000,0"
uncommon,target,2022-11-21,"523,8095238095239"
uncommon,tomato,2022-11-21,"349,99"
uncommon,ufo,2022-11-21,"2500,0"
common,vase,2022-11-21,"170,0"
common,virus,2022-11-21,"170,0"
common,volleyball,2022-11-21,"188,0"
uncommon,waffle,2022-11-21,"500,0"
legendary,waffle2,2022-11-21,"70000,0"
uncommon,watermelon,2022-11-21,"599,0"
rare,wheeee,2022-11-21,"3000,0"
cosmetic,worldcup,2022-11-21,"2300,0"
epic,xmasball,2022-11-21,"8500,0"
common,xmasball2,2022-11-21,"129,0"
uncommon,yinyang,2022-11-21,"379,0"
common,8ball,2022-11-22,"130,0"
common,alien,2022-11-22,"185,0"
epic,angel,2022-11-22,"20000,0"
epic,ape,2022-11-22,"20000,0"
rare,banana,2022-11-22,"2099,0"
epic,baseball,2022-11-22,"7000,0"
common,basketball,2022-11-22,"118,0"
common,beachball,2022-11-22,"104,0"
uncommon,bomb,2022-11-22,"850,0"
legendary,botroyale,2022-11-22,"200000,0"
rare,bowie,2022-11-22,"1499,0"
common,bowling,2022-11-22,"179,0"
uncommon,bull,2022-11-22,"569,0"
rare,burger,2022-11-22,"3750,0"
common,button,2022-11-22,"120,0"
rare,candyswirl,2022-11-22,"20000,0"
uncommon,casinochip,2022-11-22,"700,0"
uncommon,cat,2022-11-22,"1000,0"
rare,cherry,2022-11-22,"2990,0"
epic,citrus,2022-11-22,"9500,0"
common,clock,2022-11-22,"190,0"
legendary,cobra,2022-11-22,"200000,0"
rare,coconut,2022-11-22,"1750,0"
rare,cougar,2022-11-22,"2700,0"
common,crosshair,2022-11-22,"600,0"
uncommon,cute,2022-11-22,"448,0"
uncommon,derp,2022-11-22,"1000,0"
epic,devil,2022-11-22,"8500,0"
epic,discoball,2022-11-22,"11000,0"
epic,disguise,2022-11-22,"7800,0"
rare,diver,2022-11-22,"4700,0"
uncommon,dog,2022-11-22,"554,0"
uncommon,donut,2022-11-22,"500,0"
epic,dragon,2022-11-22,"12350,0"
rare,egg,2022-11-22,"11000,0"
rare,eyeball,2022-11-22,"1300,0"
epic,eyeball2,2022-11-22,"7000,0"
uncommon,fishcake,2022-11-22,"479,0"
rare,floater,2022-11-22,"6499,0"
uncommon,fox,2022-11-22,"510,0"
legendary,fox777,2022-11-22,"200000,0"
rare,frankie,2022-11-22,"2800,0"
rare,gamer,2022-11-22,"3500,0"
epic,ghost,2022-11-22,"22700,0"
rare,jackolantern,2022-11-22,"2100,0"
rare,ladybug,2022-11-22,"5600,0"
rare,marble,2022-11-22,"1650,0"
rare,melon,2022-11-22,"1700,0"
legendary,moneybag,2022-11-22,"80000,0"
uncommon,moon,2022-11-22,"2900,0"
epic,mummy,2022-11-22,"17000,0"
rare,ninja,2022-11-22,"5500,0"
uncommon,opencan,2022-11-22,"720,0"
epic,owl,2022-11-22,"18500,0"
uncommon,panda,2022-11-22,"550,0"
rare,peach,2022-11-22,"3800,0"
rare,pizza,2022-11-22,"5500,0"
epic,potion,2022-11-22,"11999,0"
uncommon,racoon,2022-11-22,"800,0"
uncommon,revolver,2022-11-22,"800,0"
epic,royman,2022-11-22,"10000,0"
common,saturn,2022-11-22,"165,0"
epic,shades,2022-11-22,"13800,0"
uncommon,skull,2022-11-22,"2999,0"
rare,skullpatch,2022-11-22,"2500,0"
epic,snowman,2022-11-22,"8999,0"
common,soccerball,2022-11-22,"320,0"
legendary,spy,2022-11-22,"150000,0"
common,starball,2022-11-22,"169,0"
epic,tamagochi,2022-11-22,"9000,0"
uncommon,target,2022-11-22,"523,8095238095239"
uncommon,tomato,2022-11-22,"350,0"
uncommon,ufo,2022-11-22,"2500,0"
common,vase,2022-11-22,"180,0"
common,virus,2022-11-22,"160,0"
common,volleyball,2022-11-22,"167,0"
uncommon,waffle,2022-11-22,"1000,0"
legendary,waffle2,2022-11-22,"70000,0"
uncommon,watermelon,2022-11-22,"660,0"
rare,wheeee,2022-11-22,"3499,0"
cosmetic,worldcup,2022-11-22,"1800,0"
epic,xmasball,2022-11-22,"7500,0"
rare,xmasball1,2022-11-22,"9000,0"
common,xmasball2,2022-11-22,"120,0"
uncommon,yinyang,2022-11-22,"379,0"
common,8ball,2022-11-23,"139,0"
common,alien,2022-11-23,"185,0"
epic,angel,2022-11-23,"20000,0"
epic,ape,2022-11-23,"20000,0"
rare,banana,2022-11-23,"2099,0"
epic,baseball,2022-11-23,"7000,0"
common,basketball,2022-11-23,"135,0"
common,beachball,2022-11-23,"138,0"
uncommon,bomb,2022-11-23,"850,0"
rare,bowie,2022-11-23,"1499,0"
common,bowling,2022-11-23,"158,7"
uncommon,bull,2022-11-23,"700,0"
rare,burger,2022-11-23,"3750,0"
common,button,2022-11-23,"119,0"
rare,candyswirl,2022-11-23,"20000,0"
uncommon,casinochip,2022-11-23,"705,0"
uncommon,cat,2022-11-23,"1000,0"
rare,cherry,2022-11-23,"2800,0"
epic,citrus,2022-11-23,"9500,0"
common,clock,2022-11-23,"173,0"
rare,coconut,2022-11-23,"1750,0"
rare,cougar,2022-11-23,"2745,0"
common,crosshair,2022-11-23,"497,0"
uncommon,cute,2022-11-23,"448,0"
uncommon,derp,2022-11-23,"1000,0"
epic,devil,2022-11-23,"8500,0"
epic,discoball,2022-11-23,"11000,0"
epic,disguise,2022-11-23,"7000,0"
rare,diver,2022-11-23,"4700,0"
uncommon,dog,2022-11-23,"550,0"
uncommon,donut,2022-11-23,"500,0"
epic,dragon,2022-11-23,"12350,0"
rare,egg,2022-11-23,"11000,0"
rare,eyeball,2022-11-23,"1300,0"
epic,eyeball2,2022-11-23,"7000,0"
uncommon,fishcake,2022-11-23,"450,0"
rare,floater,2022-11-23,"6499,0"
uncommon,fox,2022-11-23,"688,0"
legendary,fox777,2022-11-23,"100000,0"
rare,frankie,2022-11-23,"2800,0"
rare,gamer,2022-11-23,"3500,0"
epic,ghost,2022-11-23,"22700,0"
rare,jackolantern,2022-11-23,"2500,0"
rare,ladybug,2022-11-23,"5600,0"
rare,marble,2022-11-23,"1650,0"
rare,melon,2022-11-23,"1700,0"
legendary,moneybag,2022-11-23,"70000,0"
uncommon,moon,2022-11-23,"2899,0"
epic,mummy,2022-11-23,"16000,0"
rare,ninja,2022-11-23,"5500,0"
uncommon,opencan,2022-11-23,"715,0"
epic,owl,2022-11-23,"18000,0"
uncommon,panda,2022-11-23,"550,0"
rare,peach,2022-11-23,"3800,0"
rare,pizza,2022-11-23,"5000,0"
epic,potion,2022-11-23,"11999,0"
uncommon,racoon,2022-11-23,"400,0"
uncommon,revolver,2022-11-23,"960,0"
epic,royman,2022-11-23,"10000,0"
common,saturn,2022-11-23,"180,0"
epic,shades,2022-11-23,"13800,0"
uncommon,skull,2022-11-23,"2650,0"
rare,skullpatch,2022-11-23,"2500,0"
epic,snowman,2022-11-23,"8999,0"
common,soccerball,2022-11-23,"350,0"
legendary,spy,2022-11-23,"150000,0"
common,starball,2022-11-23,"108,0"
epic,tamagochi,2022-11-23,"9000,0"
uncommon,target,2022-11-23,"380,0"
uncommon,tomato,2022-11-23,"360,0"
uncommon,ufo,2022-11-23,"2350,0"
common,vase,2022-11-23,"199,0"
common,virus,2022-11-23,"180,0"
common,volleyball,2022-11-23,"170,0"
uncommon,waffle,2022-11-23,"500,0"
legendary,waffle2,2022-11-23,"70000,0"
uncommon,watermelon,2022-11-23,"660,0"
rare,wheeee,2022-11-23,"3499,0"
cosmetic,worldcup,2022-11-23,"2500,0"
epic,xmasball,2022-11-23,"7500,0"
rare,xmasball1,2022-11-23,"9000,0"
common,xmasball2,2022-11-23,"119,0"
uncommon,yinyang,2022-11-23,"379,0"
common,8ball,2022-11-24,"129,5"
epic,angel,2022-11-24,"20000,0"
epic,ape,2022-11-24,"20000,0"
rare,banana,2022-11-24,"2099,0"
epic,baseball,2022-11-24,"7000,0"
common,basketball,2022-11-24,"115,0"
common,beachball,2022-11-24,"130,1"
uncommon,bomb,2022-11-24,"850,0"
rare,bowie,2022-11-24,"1499,0"
common,bowling,2022-11-24,"165,0"
uncommon,bull,2022-11-24,"800,0"
rare,burger,2022-11-24,"3666,0"
common,button,2022-11-24,"113,0"
rare,candyswirl,2022-11-24,"6000,0"
uncommon,casinochip,2022-11-24,"705,0"
uncommon,cat,2022-11-24,"1000,0"
rare,cherry,2022-11-24,"2800,0"
epic,citrus,2022-11-24,"9500,0"
common,clock,2022-11-24,"170,0"
rare,coconut,2022-11-24,"1755,0"
rare,cougar,2022-11-24,"2710,0"
common,crosshair,2022-11-24,"480,0"
uncommon,cute,2022-11-24,"380,0"
uncommon,derp,2022-11-24,"1000,0"
epic,devil,2022-11-24,"8500,0"
epic,discoball,2022-11-24,"11111,0"
epic,disguise,2022-11-24,"7950,0"
rare,diver,2022-11-24,"4700,0"
uncommon,dog,2022-11-24,"550,0"
uncommon,donut,2022-11-24,"500,0"
epic,dragon,2022-11-24,"12350,0"
rare,egg,2022-11-24,"11000,0"
rare,eyeball,2022-11-24,"1300,0"
epic,eyeball2,2022-11-24,"18000,0"
uncommon,fishcake,2022-11-24,"430,0"
rare,floater,2022-11-24,"6800,0"
uncommon,fox,2022-11-24,"688,0"
legendary,fox777,2022-11-24,"100000,0"
rare,frankie,2022-11-24,"2888,0"
rare,gamer,2022-11-24,"3500,0"
epic,ghost,2022-11-24,"22700,0"
rare,jackolantern,2022-11-24,"2300,0"
rare,ladybug,2022-11-24,"5600,0"
rare,marble,2022-11-24,"1650,0"
rare,melon,2022-11-24,"1700,0"
legendary,moneybag,2022-11-24,"70000,0"
uncommon,moon,2022-11-24,"2500,0"
epic,mummy,2022-11-24,"15500,0"
rare,ninja,2022-11-24,"5500,0"
uncommon,opencan,2022-11-24,"715,0"
epic,owl,2022-11-24,"18000,0"
uncommon,panda,2022-11-24,"525,0"
rare,peach,2022-11-24,"3800,0"
rare,pizza,2022-11-24,"5000,0"
epic,potion,2022-11-24,"11999,0"
uncommon,racoon,2022-11-24,"399,0"
uncommon,revolver,2022-11-24,"960,0"
epic,royman,2022-11-24,"10000,0"
common,saturn,2022-11-24,"195,0"
epic,shades,2022-11-24,"13800,0"
uncommon,skull,2022-11-24,"2650,0"
rare,skullpatch,2022-11-24,"2500,0"
epic,snowman,2022-11-24,"8999,0"
common,soccerball,2022-11-24,"399,0"
legendary,spy,2022-11-24,"150000,0"
common,starball,2022-11-24,"110,0"
epic,tamagochi,2022-11-24,"9000,0"
uncommon,target,2022-11-24,"380,0"
uncommon,tomato,2022-11-24,"370,0"
uncommon,ufo,2022-11-24,"3600,0"
common,vase,2022-11-24,"152,2"
common,virus,2022-11-24,"174,0"
common,volleyball,2022-11-24,"167,0"
uncommon,waffle,2022-11-24,"500,0"
legendary,waffle2,2022-11-24,"70000,0"
uncommon,watermelon,2022-11-24,"660,0"
rare,wheeee,2022-11-24,"3000,0"
cosmetic,worldcup,2022-11-24,"3000,0"
epic,xmasball,2022-11-24,"7500,0"
rare,xmasball1,2022-11-24,"9000,0"
common,xmasball2,2022-11-24,"140,0"
uncommon,yinyang,2022-11-24,"380,0"
common,8ball,2022-11-25,"130,0"
common,alien,2022-11-25,"190,0"
epic,angel,2022-11-25,"16000,0"
epic,ape,2022-11-25,"22000,0"
rare,banana,2022-11-25,"2099,0"
epic,baseball,2022-11-25,"7000,0"
common,basketball,2022-11-25,"135,0"
common,beachball,2022-11-25,"126,5"
uncommon,bomb,2022-11-25,"820,0"
rare,bowie,2022-11-25,"1500,0"
common,bowling,2022-11-25,"200,0"
uncommon,bull,2022-11-25,"780,0"
rare,burger,2022-11-25,"3666,0"
common,button,2022-11-25,"120,0"
rare,candyswirl,2022-11-25,"6000,0"
uncommon,casinochip,2022-11-25,"705,0"
uncommon,cat,2022-11-25,"3000,0"
rare,cherry,2022-11-25,"2800,0"
epic,citrus,2022-11-25,"9500,0"
common,clock,2022-11-25,"175,0"
rare,coconut,2022-11-25,"1755,0"
rare,cougar,2022-11-25,"2750,0"
common,crosshair,2022-11-25,"451,0"
uncommon,cute,2022-11-25,"820,0"
uncommon,derp,2022-11-25,"1200,0"
epic,devil,2022-11-25,"8500,0"
epic,discoball,2022-11-25,"11111,0"
epic,disguise,2022-11-25,"7950,0"
rare,diver,2022-11-25,"4700,0"
uncommon,dog,2022-11-25,"550,0"
uncommon,donut,2022-11-25,"476,19"
epic,dragon,2022-11-25,"12350,0"
rare,egg,2022-11-25,"11000,0"
rare,eyeball,2022-11-25,"1300,0"
epic,eyeball2,2022-11-25,"7000,0"
uncommon,fishcake,2022-11-25,"425,0"
rare,floater,2022-11-25,"9000,0"
uncommon,fox,2022-11-25,"750,0"
legendary,fox777,2022-11-25,"100000,0"
rare,frankie,2022-11-25,"2888,0"
rare,gamer,2022-11-25,"3500,0"
epic,ghost,2022-11-25,"22700,0"
rare,jackolantern,2022-11-25,"2300,0"
rare,ladybug,2022-11-25,"5600,0"
rare,marble,2022-11-25,"1650,0"
rare,melon,2022-11-25,"1600,0"
legendary,moneybag,2022-11-25,"70000,0"
uncommon,moon,2022-11-25,"2500,0"
epic,mummy,2022-11-25,"15500,0"
rare,ninja,2022-11-25,"5500,0"
uncommon,opencan,2022-11-25,"700,0"
epic,owl,2022-11-25,"18000,0"
uncommon,panda,2022-11-25,"530,0"
rare,peach,2022-11-25,"3800,0"
rare,pizza,2022-11-25,"6500,0"
epic,potion,2022-11-25,"11999,0"
uncommon,racoon,2022-11-25,"650,0"
uncommon,revolver,2022-11-25,"960,0"
epic,royman,2022-11-25,"10000,0"
common,saturn,2022-11-25,"180,0"
epic,shades,2022-11-25,"13500,0"
uncommon,skull,2022-11-25,"2000,0"
rare,skullpatch,2022-11-25,"2500,0"
epic,snowman,2022-11-25,"8000,0"
common,soccerball,2022-11-25,"360,0"
legendary,spy,2022-11-25,"150000,0"
common,starball,2022-11-25,"130,0"
epic,tamagochi,2022-11-25,"9000,0"
uncommon,target,2022-11-25,"380,0"
uncommon,tomato,2022-11-25,"395,0"
uncommon,ufo,2022-11-25,"3500,0"
common,vase,2022-11-25,"169,0"
common,virus,2022-11-25,"170,0"
common,volleyball,2022-11-25,"180,0"
uncommon,waffle,2022-11-25,"498,0"
legendary,waffle2,2022-11-25,"70000,0"
uncommon,watermelon,2022-11-25,"700,0"
rare,wheeee,2022-11-25,"2950,0"
cosmetic,worldcup,2022-11-25,"2300,0"
epic,xmasball,2022-11-25,"7000,0"
rare,xmasball1,2022-11-25,"9000,0"
common,xmasball2,2022-11-25,"150,0"
uncommon,yinyang,2022-11-25,"380,0"
common,8ball,2022-11-26,"124,0"
common,alien,2022-11-26,"200,0"
epic,angel,2022-11-26,"16000,0"
epic,ape,2022-11-26,"22000,0"
rare,banana,2022-11-26,"2099,0"
epic,baseball,2022-11-26,"7000,0"
common,basketball,2022-11-26,"135,0"
common,beachball,2022-11-26,"110,0"
uncommon,bomb,2022-11-26,"790,0"
rare,bowie,2022-11-26,"1450,0"
common,bowling,2022-11-26,"180,0"
uncommon,bull,2022-11-26,"900,0"
rare,burger,2022-11-26,"3333,0"
common,button,2022-11-26,"105,0"
rare,candyswirl,2022-11-26,"6000,0"
uncommon,casinochip,2022-11-26,"1200,0"
uncommon,cat,2022-11-26,"2000,0"
rare,cherry,2022-11-26,"2800,0"
epic,citrus,2022-11-26,"9500,0"
common,clock,2022-11-26,"175,0"
rare,coconut,2022-11-26,"1755,0"
rare,cougar,2022-11-26,"2900,0"
common,crosshair,2022-11-26,"580,0"
uncommon,cute,2022-11-26,"820,0"
uncommon,derp,2022-11-26,"1350,0"
epic,devil,2022-11-26,"8500,0"
epic,discoball,2022-11-26,"11111,0"
epic,disguise,2022-11-26,"7950,0"
rare,diver,2022-11-26,"4700,0"
uncommon,dog,2022-11-26,"545,0"
uncommon,donut,2022-11-26,"405,0"
epic,dragon,2022-11-26,"12350,0"
rare,egg,2022-11-26,"11000,0"
rare,eyeball,2022-11-26,"1300,0"
epic,eyeball2,2022-11-26,"7000,0"
uncommon,fishcake,2022-11-26,"425,0"
rare,floater,2022-11-26,"8400,0"
uncommon,fox,2022-11-26,"750,0"
legendary,fox777,2022-11-26,"100000,0"
rare,frankie,2022-11-26,"2888,0"
rare,gamer,2022-11-26,"2500,0"
epic,ghost,2022-11-26,"22700,0"
rare,jackolantern,2022-11-26,"2500,0"
rare,ladybug,2022-11-26,"5600,0"
rare,marble,2022-11-26,"1650,0"
rare,melon,2022-11-26,"1600,0"
legendary,moneybag,2022-11-26,"70000,0"
uncommon,moon,2022-11-26,"4500,0"
epic,mummy,2022-11-26,"15000,0"
rare,ninja,2022-11-26,"4500,0"
uncommon,opencan,2022-11-26,"575,0"
epic,owl,2022-11-26,"18000,0"
uncommon,panda,2022-11-26,"530,0"
rare,peach,2022-11-26,"3800,0"
rare,pizza,2022-11-26,"6500,0"
epic,potion,2022-11-26,"11999,0"
uncommon,racoon,2022-11-26,"600,0"
uncommon,revolver,2022-11-26,"2000,0"
epic,royman,2022-11-26,"10000,0"
common,saturn,2022-11-26,"197,0"
epic,shades,2022-11-26,"13500,0"
uncommon,skull,2022-11-26,"2000,0"
rare,skullpatch,2022-11-26,"2750,0"
epic,snowman,2022-11-26,"8000,0"
common,soccerball,2022-11-26,"365,0"
legendary,spy,2022-11-26,"150000,0"
common,starball,2022-11-26,"125,0"
epic,tamagochi,2022-11-26,"9000,0"
uncommon,target,2022-11-26,"700,0"
uncommon,tomato,2022-11-26,"390,0"
uncommon,ufo,2022-11-26,"3500,0"
common,vase,2022-11-26,"165,0"
common,virus,2022-11-26,"170,0"
common,volleyball,2022-11-26,"170,0"
uncommon,waffle,2022-11-26,"498,0"
legendary,waffle2,2022-11-26,"70000,0"
uncommon,watermelon,2022-11-26,"700,0"
rare,wheeee,2022-11-26,"3499,0"
cosmetic,worldcup,2022-11-26,"2000,0"
epic,xmasball,2022-11-26,"7000,0"
rare,xmasball1,2022-11-26,"9000,0"
common,xmasball2,2022-11-26,"149,0"
uncommon,yinyang,2022-11-26,"500,0"
common,8ball,2022-11-27,"125,0"
common,alien,2022-11-27,"185,0"
epic,angel,2022-11-27,"16500,0"
epic,ape,2022-11-27,"22000,0"
rare,banana,2022-11-27,"2099,0"
epic,baseball,2022-11-27,"7000,0"
common,basketball,2022-11-27,"110,0"
